performance_id,shipment_id,actual_delivery_time_hr,delay_flag,delay_reason,cost_per_shipment_usd,on_time_delivery,customer_satisfaction_score
6172,6172,123.63,1,None,476.11,1,5
6173,6173,83.48,1,Mechanical Issue,1494.38,0,3
6174,6174,104.03,1,Traffic,833.6,1,5
6175,6175,136.64,1,Weather,1634.99,1,4
6176,6176,125.02,1,Customs,1124.51,0,1
6177,6177,134.92,0,Customs,683.87,0,2
6178,6178,103.61,1,None,1522.69,1,1
6179,6179,18.05,1,Traffic,1215.06,0,4
6180,6180,121.27,0,Customs,1970.84,0,3
6181,6181,55.55,0,Operational Delay,711.22,1,4
6182,6182,57.04,1,Traffic,343.79,1,4
6183,6183,110.36,0,Weather,623.06,0,5
6184,6184,71.2,1,Documentation Issue,280.85,0,4
6185,6185,128.79,1,Mechanical Issue,378.0,1,5
6186,6186,122.11,1,Weather,425.09,1,1
6187,6187,122.69,0,None,1261.81,0,3
6188,6188,64.26,0,None,61.83,0,5
6189,6189,33.72,0,Weather,1826.97,1,1
6190,6190,7.05,1,Operational Delay,954.17,1,3
6191,6191,61.65,1,Mechanical Issue,450.48,0,3
6192,6192,27.55,0,None,841.6,1,1
6193,6193,119.75,0,Documentation Issue,1280.46,1,2
6194,6194,40.3,0,Customs,1281.35,0,5
6195,6195,24.51,1,Traffic,495.67,1,4
6196,6196,84.98,0,Weather,344.39,1,2
6197,6197,73.92,1,None,1534.11,0,4
6198,6198,133.26,0,Traffic,1735.96,0,5
6199,6199,61.74,1,Customs,1458.23,0,2
6200,6200,25.4,0,Traffic,1104.34,1,1
6201,6201,123.84,0,Operational Delay,1725.38,0,1
6202,6202,56.57,1,None,950.38,1,1
6203,6203,110.1,0,Operational Delay,61.36,1,5
6204,6204,69.1,0,Mechanical Issue,1811.95,0,3
6205,6205,31.13,1,Documentation Issue,1020.51,0,2
6206,6206,83.0,1,Weather,385.7,1,4
6207,6207,85.28,0,Documentation Issue,413.41,0,2
6208,6208,82.05,0,Documentation Issue,1300.5,0,5
6209,6209,92.47,1,Documentation Issue,813.54,0,5
6210,6210,109.42,0,None,152.55,1,5
6211,6211,83.8,0,Customs,1561.93,1,1
6212,6212,95.56,1,Documentation Issue,1456.11,0,4
6213,6213,117.82,0,Documentation Issue,462.16,1,1
6214,6214,110.1,0,Mechanical Issue,1920.57,0,5
6215,6215,75.69,1,Mechanical Issue,1667.98,1,4
6216,6216,60.94,0,Weather,1548.72,1,4
6217,6217,104.14,1,Weather,881.74,0,3
6218,6218,94.67,0,Operational Delay,1139.09,0,5
6219,6219,64.8,0,Traffic,827.8,0,2
6220,6220,80.01,1,Weather,832.32,1,5
6221,6221,114.84,0,Customs,326.2,0,1
6222,6222,68.25,1,Documentation Issue,500.0,1,1
6223,6223,105.52,1,Weather,627.95,1,5
6224,6224,63.86,0,Documentation Issue,837.35,0,1
6225,6225,39.71,0,Mechanical Issue,1684.43,1,4
6226,6226,105.71,1,Traffic,115.46,0,5
6227,6227,104.19,1,Traffic,1007.5,0,5
6228,6228,57.35,0,Traffic,1103.77,1,1
6229,6229,75.0,1,Weather,626.08,0,1
6230,6230,75.82,1,Weather,1285.27,0,3
6231,6231,117.0,1,Customs,1202.46,1,1
6232,6232,93.5,1,Traffic,1811.84,0,4
6233,6233,90.04,0,Weather,1717.45,1,4
6234,6234,36.66,0,Mechanical Issue,235.14,0,1
6235,6235,10.4,0,Customs,1484.73,1,1
6236,6236,129.42,1,Mechanical Issue,1817.61,0,3
6237,6237,57.03,1,Documentation Issue,1120.0,0,4
6238,6238,95.83,1,Traffic,1720.98,1,2
6239,6239,57.98,1,Operational Delay,321.62,0,5
6240,6240,19.51,0,Mechanical Issue,914.57,1,4
6241,6241,139.3,1,Operational Delay,1727.41,0,3
6242,6242,13.45,0,Mechanical Issue,1997.75,0,3
6243,6243,125.41,0,Mechanical Issue,862.79,0,3
6244,6244,93.04,0,Customs,1915.68,1,1
6245,6245,12.13,1,Traffic,423.25,0,2
6246,6246,133.79,0,Customs,517.56,0,3
6247,6247,128.91,1,Operational Delay,978.17,0,3
6248,6248,54.61,1,Weather,1733.83,0,2
6249,6249,101.12,1,Mechanical Issue,1110.07,0,1
6250,6250,120.09,0,Operational Delay,1854.67,0,1
6251,6251,99.63,1,Customs,754.28,0,2
6252,6252,99.84,0,None,409.16,1,4
6253,6253,86.3,0,Documentation Issue,1643.2,1,2
6254,6254,119.9,1,None,819.68,0,2
6255,6255,100.13,0,Customs,1114.74,1,5
6256,6256,37.84,1,Operational Delay,799.72,1,1
6257,6257,29.23,1,Mechanical Issue,464.26,1,3
6258,6258,86.98,1,None,1420.42,1,3
6259,6259,53.8,0,Traffic,1816.8,1,4
6260,6260,27.76,1,Mechanical Issue,1159.59,1,5
6261,6261,106.59,1,Traffic,1184.3,0,5
6262,6262,28.55,0,Customs,542.01,0,2
6263,6263,20.91,1,Customs,1343.77,0,4
6264,6264,127.43,0,Traffic,1847.26,1,4
6265,6265,104.12,1,Mechanical Issue,1686.01,1,4
6266,6266,45.92,0,Traffic,1924.54,1,3
6267,6267,38.97,0,Weather,915.24,1,3
6268,6268,16.61,0,Documentation Issue,1015.74,1,3
6269,6269,121.48,0,Customs,348.16,0,4
6270,6270,72.37,0,Traffic,1255.82,1,3
6271,6271,47.89,1,Customs,1958.7,1,1
6272,6272,120.66,0,Weather,1887.45,0,5
6273,6273,82.2,1,Customs,1125.69,0,5
6274,6274,131.85,0,Documentation Issue,456.88,0,5
6275,6275,33.36,0,Operational Delay,657.65,1,4
6276,6276,35.82,0,None,1208.29,0,5
6277,6277,65.16,0,Traffic,1558.77,1,3
6278,6278,59.91,1,None,1547.84,1,5
6279,6279,97.71,1,Customs,1323.08,1,2
6280,6280,119.02,1,Documentation Issue,511.54,1,5
6281,6281,98.77,0,Customs,341.35,0,5
6282,6282,50.15,0,Weather,1520.5,1,3
6283,6283,131.26,0,Traffic,114.73,1,5
6284,6284,94.34,1,None,456.15,1,2
6285,6285,101.23,1,None,1663.45,0,2
6286,6286,137.53,1,Customs,68.54,1,2
6287,6287,28.82,0,None,1980.11,0,1
6288,6288,29.92,1,None,1365.48,0,5
6289,6289,13.35,1,Mechanical Issue,77.88,1,3
6290,6290,118.42,0,Operational Delay,717.98,1,2
6291,6291,112.4,1,Weather,775.23,0,4
6292,6292,86.15,1,Traffic,558.95,1,4
6293,6293,125.19,0,Traffic,378.76,1,1
6294,6294,115.55,1,Weather,303.39,0,1
6295,6295,74.79,1,Documentation Issue,1887.28,0,3
6296,6296,74.12,0,Customs,981.85,1,5
6297,6297,120.14,1,Mechanical Issue,1100.15,0,1
6298,6298,39.87,1,Mechanical Issue,1649.49,0,2
6299,6299,73.97,0,Operational Delay,1469.1,1,4
6300,6300,51.87,1,Traffic,497.14,0,2
6301,6301,66.16,1,None,1999.2,1,5
6302,6302,21.42,0,Traffic,839.05,0,3
6303,6303,130.6,1,Operational Delay,400.18,1,2
6304,6304,114.54,1,Weather,1715.22,1,1
6305,6305,48.7,0,Operational Delay,1321.24,1,2
6306,6306,22.23,1,None,1021.83,0,2
6307,6307,127.61,0,Customs,563.99,0,3
6308,6308,78.0,0,Operational Delay,1189.35,0,2
6309,6309,56.42,0,None,631.73,0,3
6310,6310,24.45,1,Customs,1278.51,0,4
6311,6311,135.79,1,Weather,1835.43,0,5
6312,6312,50.84,0,None,764.55,0,2
6313,6313,127.66,0,None,669.34,1,2
6314,6314,74.41,1,Mechanical Issue,1045.24,1,3
6315,6315,124.15,0,Documentation Issue,1188.72,0,2
6316,6316,54.45,0,Weather,1081.95,1,3
6317,6317,131.55,1,Documentation Issue,345.23,0,5
6318,6318,105.55,1,Mechanical Issue,925.05,1,3
6319,6319,97.41,1,Customs,955.29,1,3
6320,6320,99.52,0,Traffic,890.44,1,1
6321,6321,65.23,1,Operational Delay,615.26,1,1
6322,6322,96.95,1,Mechanical Issue,1527.07,0,4
6323,6323,118.16,0,Customs,249.93,1,5
6324,6324,64.18,0,Weather,747.71,1,2
6325,6325,133.22,1,Mechanical Issue,974.34,0,2
6326,6326,70.17,0,None,1443.48,0,3
6327,6327,110.1,0,Mechanical Issue,553.63,1,4
6328,6328,26.51,0,Operational Delay,277.59,0,1
6329,6329,86.31,1,Mechanical Issue,185.48,1,4
6330,6330,93.15,1,Mechanical Issue,1790.37,0,2
6331,6331,120.31,1,Customs,731.14,1,1
6332,6332,107.08,0,Mechanical Issue,928.37,1,4
6333,6333,75.98,0,Documentation Issue,365.24,1,4
6334,6334,78.41,1,Traffic,59.93,1,1
6335,6335,23.56,0,Operational Delay,902.92,0,3
6336,6336,9.98,0,Customs,1007.72,1,2
6337,6337,40.56,1,Documentation Issue,1282.0,1,1
6338,6338,106.4,1,Operational Delay,1118.74,0,3
6339,6339,130.12,1,Mechanical Issue,1151.34,0,1
6340,6340,120.5,1,Traffic,1498.5,1,4
6341,6341,69.24,0,Traffic,395.23,1,1
6342,6342,112.32,1,Traffic,1093.56,0,4
6343,6343,98.16,1,None,1958.93,1,5
6344,6344,120.75,0,Customs,1616.73,1,2
6345,6345,95.46,0,Traffic,626.17,1,1
6346,6346,19.11,0,None,1761.26,0,2
6347,6347,123.5,1,Mechanical Issue,1743.98,0,3
6348,6348,102.67,0,Mechanical Issue,737.92,0,4
6349,6349,111.92,0,Customs,1654.3,0,2
6350,6350,56.62,0,Mechanical Issue,1806.34,1,4
6351,6351,8.06,0,Mechanical Issue,322.75,1,4
6352,6352,12.04,1,None,1777.97,0,2
6353,6353,130.57,1,Operational Delay,352.35,0,5
6354,6354,14.7,1,Customs,515.03,0,2
6355,6355,39.52,0,Mechanical Issue,753.12,1,2
6356,6356,117.73,1,Customs,1687.77,1,5
6357,6357,31.1,1,Documentation Issue,646.94,1,2
6358,6358,119.66,1,Operational Delay,101.43,0,2
6359,6359,132.76,1,Operational Delay,268.09,0,5
6360,6360,42.52,1,Traffic,1656.91,0,3
6361,6361,33.35,0,Customs,991.53,1,5
6362,6362,86.32,0,Traffic,940.77,0,1
6363,6363,107.13,0,Weather,1636.15,0,2
6364,6364,69.81,0,Mechanical Issue,1427.6,1,5
6365,6365,5.15,0,Weather,449.12,1,5
6366,6366,14.65,0,None,430.29,0,1
6367,6367,115.78,1,Operational Delay,898.64,0,2
6368,6368,57.09,0,Documentation Issue,1399.99,0,4
6369,6369,98.6,1,Weather,313.41,0,3
6370,6370,82.27,1,Operational Delay,493.73,1,4
6371,6371,111.62,1,Traffic,475.5,1,5
6372,6372,110.96,1,Traffic,1396.93,0,5
6373,6373,115.04,0,Traffic,1921.24,0,2
6374,6374,124.08,0,Customs,721.54,1,2
6375,6375,116.38,0,Customs,764.38,1,5
6376,6376,52.95,0,Documentation Issue,1794.91,0,2
6377,6377,102.18,0,None,1429.39,1,2
6378,6378,92.93,0,Documentation Issue,985.98,1,4
6379,6379,103.01,0,None,315.24,0,3
6380,6380,127.26,1,Operational Delay,1446.19,0,5
6381,6381,117.76,0,Operational Delay,953.5,1,3
6382,6382,34.63,0,Mechanical Issue,1805.88,0,3
6383,6383,118.41,0,Customs,754.44,1,5
6384,6384,107.5,1,Documentation Issue,625.39,0,3
6385,6385,52.42,1,Weather,1125.01,1,2
6386,6386,111.39,0,Traffic,1691.94,0,1
6387,6387,35.01,1,Traffic,717.47,1,3
6388,6388,79.58,1,Traffic,1832.24,0,4
6389,6389,52.96,1,Customs,985.75,1,4
6390,6390,37.28,0,Traffic,300.19,1,5
6391,6391,17.61,1,Mechanical Issue,1230.55,0,3
6392,6392,28.54,1,Documentation Issue,1787.8,0,5
6393,6393,76.57,1,Operational Delay,1333.41,1,1
6394,6394,6.57,0,None,1987.59,0,2
6395,6395,129.79,1,Weather,85.15,1,2
6396,6396,116.99,1,Mechanical Issue,442.99,1,4
6397,6397,17.27,0,Documentation Issue,996.44,0,4
6398,6398,71.93,1,Documentation Issue,457.44,1,1
6399,6399,53.16,0,Operational Delay,1738.46,1,1
6400,6400,78.59,1,Mechanical Issue,733.19,1,3
6401,6401,64.74,1,Traffic,649.78,0,5
6402,6402,55.0,0,Traffic,1134.76,0,1
6403,6403,13.71,1,Customs,1244.18,0,1
6404,6404,82.09,1,Customs,1009.29,0,3
6405,6405,93.91,0,None,1051.96,1,5
6406,6406,96.05,0,Mechanical Issue,1735.2,1,3
6407,6407,102.7,1,Weather,72.03,1,2
6408,6408,68.1,1,Weather,976.77,1,5
6409,6409,60.05,0,Documentation Issue,1265.91,0,2
6410,6410,52.34,0,Documentation Issue,776.49,0,3
6411,6411,133.46,0,None,193.46,0,2
6412,6412,55.32,1,None,946.76,0,2
6413,6413,60.23,0,Operational Delay,589.41,0,5
6414,6414,56.75,1,Mechanical Issue,1804.39,1,4
6415,6415,27.85,1,None,359.95,0,1
6416,6416,11.2,1,Mechanical Issue,1555.1,1,3
6417,6417,134.16,0,None,560.34,0,2
6418,6418,50.11,0,Mechanical Issue,711.77,0,4
6419,6419,72.7,0,Customs,1988.51,0,1
6420,6420,25.37,0,Operational Delay,1426.53,0,4
6421,6421,20.07,0,Operational Delay,1925.5,1,5
6422,6422,118.93,1,Operational Delay,88.66,0,3
6423,6423,95.4,0,None,1964.2,1,2
6424,6424,30.01,0,Traffic,778.08,1,1
6425,6425,103.01,0,Operational Delay,205.55,0,5
6426,6426,134.74,1,Mechanical Issue,1898.39,0,3
6427,6427,139.01,1,Traffic,1710.6,0,2
6428,6428,55.09,0,Weather,1864.14,0,4
6429,6429,99.86,0,Documentation Issue,1594.86,0,3
6430,6430,16.02,0,Documentation Issue,1428.55,0,1
6431,6431,99.9,0,Mechanical Issue,288.12,1,3
6432,6432,88.2,0,Operational Delay,345.9,0,2
6433,6433,54.84,1,Traffic,1067.68,1,1
6434,6434,68.09,1,Traffic,47.54,0,3
6435,6435,91.37,1,Operational Delay,914.34,0,2
6436,6436,75.81,1,Mechanical Issue,1942.45,1,1
6437,6437,114.47,1,None,496.13,1,5
6438,6438,139.83,1,Operational Delay,483.09,0,5
6439,6439,27.76,0,Customs,1260.59,1,2
6440,6440,23.85,0,Operational Delay,144.97,0,4
6441,6441,117.72,0,Traffic,561.25,0,3
6442,6442,119.42,1,Documentation Issue,518.52,0,5
6443,6443,101.24,0,Documentation Issue,1800.22,0,5
6444,6444,68.58,0,Operational Delay,1801.73,0,5
6445,6445,73.23,1,Operational Delay,1474.24,1,3
6446,6446,116.21,0,Documentation Issue,761.55,1,2
6447,6447,69.67,1,Mechanical Issue,1771.7,1,3
6448,6448,126.57,0,Mechanical Issue,589.91,1,5
6449,6449,28.24,1,Weather,658.45,0,3
6450,6450,35.46,1,Operational Delay,1674.97,0,5
6451,6451,84.14,0,Documentation Issue,347.66,1,4
6452,6452,25.4,0,Documentation Issue,1579.25,1,1
6453,6453,131.94,0,Customs,758.33,0,2
6454,6454,89.76,0,Operational Delay,1024.97,1,4
6455,6455,37.19,1,Operational Delay,1621.8,0,3
6456,6456,121.53,1,Mechanical Issue,531.54,1,2
6457,6457,36.94,0,Weather,1134.94,1,5
6458,6458,84.23,0,None,1319.39,1,2
6459,6459,120.81,1,Weather,1913.78,0,3
6460,6460,70.89,1,Traffic,118.87,0,4
6461,6461,6.6,1,Mechanical Issue,425.01,0,2
6462,6462,90.8,0,Operational Delay,893.94,0,5
6463,6463,72.28,1,Traffic,1452.0,0,2
6464,6464,92.98,0,Customs,125.22,1,2
6465,6465,70.02,1,None,908.77,1,2
6466,6466,124.11,1,Customs,971.5,0,3
6467,6467,74.67,0,Customs,1824.49,0,3
6468,6468,125.33,0,Mechanical Issue,1552.11,0,5
6469,6469,129.21,1,Operational Delay,1443.4,1,1
6470,6470,107.31,0,Documentation Issue,278.85,0,5
6471,6471,110.9,0,Traffic,999.49,0,2
6472,6472,133.2,0,Mechanical Issue,1808.27,1,2
6473,6473,5.81,1,None,373.56,0,3
6474,6474,75.4,1,Customs,1001.12,1,1
6475,6475,66.91,1,Weather,456.02,1,1
6476,6476,16.54,1,None,945.51,0,2
6477,6477,98.57,1,Mechanical Issue,141.24,0,4
6478,6478,124.93,1,Customs,506.17,0,2
6479,6479,111.86,1,None,1793.8,0,3
6480,6480,93.64,1,Operational Delay,1128.21,0,4
6481,6481,95.67,0,Documentation Issue,1298.35,1,4
6482,6482,26.3,1,None,983.3,0,5
6483,6483,27.55,1,Documentation Issue,517.87,1,3
6484,6484,46.75,1,Mechanical Issue,1684.48,1,3
6485,6485,39.35,1,Mechanical Issue,1658.45,0,5
6486,6486,118.49,1,Weather,377.98,1,4
6487,6487,107.29,0,Operational Delay,364.36,1,3
6488,6488,95.05,1,Weather,1317.03,0,5
6489,6489,44.23,1,Weather,1328.37,1,2
6490,6490,6.79,1,Customs,1021.26,0,2
6491,6491,64.61,1,Operational Delay,217.31,0,2
6492,6492,39.76,0,Mechanical Issue,1438.83,1,5
6493,6493,10.75,0,None,542.08,0,2
6494,6494,53.41,0,Weather,1414.75,1,2
6495,6495,82.32,1,Mechanical Issue,1495.23,0,2
6496,6496,108.32,1,Operational Delay,1195.72,0,5
6497,6497,35.52,0,Mechanical Issue,1507.46,0,5
6498,6498,30.61,0,Operational Delay,1762.67,0,3
6499,6499,61.86,1,Traffic,254.98,1,5
6500,6500,97.93,1,None,222.86,0,5
6501,6501,52.58,1,Operational Delay,1068.09,1,5
6502,6502,22.34,0,Operational Delay,217.94,0,1
6503,6503,20.62,0,None,39.9,0,1
6504,6504,128.29,1,Traffic,1440.74,0,5
6505,6505,13.59,1,None,1324.48,0,4
6506,6506,75.57,1,Operational Delay,334.99,0,3
6507,6507,64.27,1,Mechanical Issue,420.12,1,2
6508,6508,71.02,1,Weather,786.93,0,2
6509,6509,49.58,1,Mechanical Issue,1085.26,0,3
6510,6510,51.03,1,Customs,1994.12,0,1
6511,6511,117.42,1,Weather,749.92,1,5
6512,6512,136.72,1,Customs,444.42,1,4
6513,6513,100.33,0,Documentation Issue,235.05,0,4
6514,6514,95.07,1,Traffic,1138.86,0,2
6515,6515,5.25,1,Traffic,650.95,1,1
6516,6516,54.69,1,Weather,509.23,1,2
6517,6517,71.17,0,Customs,581.02,1,5
6518,6518,81.28,0,Traffic,1628.91,0,2
6519,6519,68.75,1,Traffic,1507.34,1,4
6520,6520,65.03,1,Traffic,269.4,0,4
6521,6521,128.02,1,Operational Delay,1403.07,0,4
6522,6522,8.95,0,Customs,1505.59,0,4
6523,6523,37.16,1,Customs,760.59,0,4
6524,6524,34.67,0,None,86.81,1,5
6525,6525,35.42,1,Customs,637.69,0,1
6526,6526,70.05,1,Operational Delay,1117.72,1,3
6527,6527,108.44,0,Weather,635.32,0,3
6528,6528,116.91,0,Operational Delay,995.27,0,1
6529,6529,65.7,1,None,1956.06,0,2
6530,6530,77.19,1,Operational Delay,912.17,1,4
6531,6531,68.13,1,Customs,1236.93,1,3
6532,6532,98.63,0,Weather,1989.06,0,4
6533,6533,6.5,0,Customs,1995.68,1,5
6534,6534,43.03,1,Documentation Issue,781.68,1,4
6535,6535,93.34,1,Traffic,1614.35,1,1
6536,6536,85.85,0,Weather,1524.18,0,2
6537,6537,53.84,1,None,406.3,1,3
6538,6538,57.64,1,Customs,167.55,0,1
6539,6539,67.31,1,None,1754.14,0,4
6540,6540,135.83,0,Documentation Issue,134.36,1,3
6541,6541,60.29,1,Customs,395.52,0,5
6542,6542,35.97,0,Traffic,197.95,0,2
6543,6543,63.32,0,Operational Delay,179.48,0,2
6544,6544,33.69,1,Mechanical Issue,302.25,0,1
6545,6545,87.37,1,Documentation Issue,213.6,1,1
6546,6546,104.44,0,Weather,109.15,1,5
6547,6547,35.21,1,Weather,333.0,0,2
6548,6548,61.92,0,Mechanical Issue,110.2,1,5
6549,6549,125.33,0,Operational Delay,1843.58,0,2
6550,6550,103.41,0,None,441.01,1,3
6551,6551,24.17,0,None,281.07,1,2
6552,6552,41.76,1,None,1515.91,0,1
6553,6553,74.59,1,Traffic,1908.81,1,1
6554,6554,27.86,0,Documentation Issue,1016.23,0,1
6555,6555,13.82,1,Mechanical Issue,1302.73,0,1
6556,6556,44.15,1,Traffic,1557.56,0,3
6557,6557,74.18,0,Weather,904.17,1,5
6558,6558,45.21,0,Operational Delay,44.15,1,1
6559,6559,18.71,0,Traffic,1461.69,1,3
6560,6560,114.17,0,None,1905.03,1,4
6561,6561,82.26,1,Operational Delay,1704.28,0,4
6562,6562,103.0,1,Traffic,1107.54,0,5
6563,6563,52.21,0,Customs,323.73,1,4
6564,6564,124.42,1,Weather,1692.14,1,5
6565,6565,55.15,1,Operational Delay,1773.41,0,5
6566,6566,46.89,0,Operational Delay,1469.38,0,3
6567,6567,93.14,1,Traffic,1711.92,1,2
6568,6568,88.12,0,Mechanical Issue,39.67,1,3
6569,6569,123.01,1,Documentation Issue,1791.9,0,3
6570,6570,55.15,0,Mechanical Issue,1134.67,1,1
6571,6571,116.42,1,None,395.75,1,1
6572,6572,29.6,1,Customs,35.93,0,4
6573,6573,31.24,1,Mechanical Issue,963.0,1,2
6574,6574,101.78,0,Operational Delay,1181.59,1,3
6575,6575,15.64,0,Customs,1994.39,0,2
6576,6576,71.86,1,Traffic,1555.05,1,1
6577,6577,125.13,0,Operational Delay,88.06,1,3
6578,6578,102.08,0,Customs,406.24,0,4
6579,6579,107.46,1,Customs,1191.72,1,1
6580,6580,26.0,0,Mechanical Issue,1045.44,0,2
6581,6581,77.67,0,Mechanical Issue,868.1,1,1
6582,6582,66.76,0,Mechanical Issue,1921.17,0,2
6583,6583,40.96,1,Weather,235.04,0,5
6584,6584,16.54,1,Documentation Issue,1203.27,0,2
6585,6585,32.69,1,Documentation Issue,930.61,1,3
6586,6586,75.68,1,Weather,1858.93,1,5
6587,6587,82.83,0,Documentation Issue,1370.65,0,3
6588,6588,42.32,1,None,207.96,1,3
6589,6589,22.55,1,Operational Delay,1129.52,0,3
6590,6590,28.84,0,Customs,1622.96,1,3
6591,6591,53.39,1,Weather,1768.2,0,1
6592,6592,115.16,1,None,1136.47,1,4
6593,6593,108.91,1,Traffic,952.66,1,1
6594,6594,55.8,1,Operational Delay,1353.15,1,3
6595,6595,75.45,1,Documentation Issue,1726.45,1,3
6596,6596,84.06,0,Weather,1001.9,1,1
6597,6597,93.83,0,Mechanical Issue,122.87,1,2
6598,6598,128.19,1,Mechanical Issue,1477.91,0,5
6599,6599,100.29,1,Traffic,583.0,0,1
6600,6600,87.41,0,Traffic,1634.65,0,2
6601,6601,34.9,0,Mechanical Issue,1927.08,1,1
6602,6602,129.5,0,Documentation Issue,535.43,1,1
6603,6603,41.11,0,Operational Delay,1887.79,1,4
6604,6604,19.43,1,Documentation Issue,944.12,0,3
6605,6605,111.62,1,Traffic,1118.68,1,3
6606,6606,115.99,1,Mechanical Issue,603.5,0,4
6607,6607,17.75,1,Traffic,1118.71,1,1
6608,6608,118.75,0,Mechanical Issue,572.9,1,1
6609,6609,103.13,0,Traffic,885.67,0,4
6610,6610,9.86,0,Operational Delay,1882.72,1,1
6611,6611,60.22,0,Operational Delay,120.08,1,3
6612,6612,102.43,1,Weather,1294.28,0,3
6613,6613,128.13,1,Operational Delay,1767.81,0,5
6614,6614,84.1,0,None,1260.41,1,4
6615,6615,84.43,0,Traffic,1438.02,0,4
6616,6616,124.7,1,Traffic,307.74,1,1
6617,6617,133.79,1,Weather,1407.39,1,1
6618,6618,44.26,0,Customs,370.85,1,5
6619,6619,43.64,0,Traffic,1411.11,1,4
6620,6620,38.02,1,Customs,836.45,1,1
6621,6621,44.08,0,Operational Delay,296.49,0,4
6622,6622,16.38,1,Mechanical Issue,1209.11,0,5
6623,6623,67.32,1,Weather,1805.59,1,1
6624,6624,17.26,1,Operational Delay,550.81,0,2
6625,6625,38.08,0,Traffic,618.71,1,4
6626,6626,68.44,0,Documentation Issue,921.18,1,2
6627,6627,40.1,1,Operational Delay,1846.73,0,5
6628,6628,113.27,1,Traffic,166.86,1,4
6629,6629,115.42,1,None,843.95,0,4
6630,6630,78.81,1,Mechanical Issue,1341.87,1,3
6631,6631,59.38,0,None,830.45,1,1
6632,6632,47.38,0,Mechanical Issue,1074.3,1,3
6633,6633,112.58,1,Mechanical Issue,748.02,1,1
6634,6634,52.51,0,Weather,536.85,0,5
6635,6635,102.78,1,None,782.72,1,1
6636,6636,41.35,0,Weather,317.13,0,5
6637,6637,68.78,0,None,310.48,1,5
6638,6638,6.29,1,Weather,772.54,1,5
6639,6639,17.03,1,Customs,110.58,0,5
6640,6640,93.4,0,Traffic,390.53,1,5
6641,6641,103.99,0,Documentation Issue,136.1,0,5
6642,6642,112.5,1,Traffic,1300.91,0,5
6643,6643,97.4,1,Customs,1895.26,1,4
6644,6644,138.79,0,Customs,1301.66,0,5
6645,6645,54.17,0,Mechanical Issue,491.94,1,2
6646,6646,9.09,1,Weather,155.31,1,4
6647,6647,130.91,1,Operational Delay,1113.41,0,2
6648,6648,81.01,1,Mechanical Issue,182.07,0,2
6649,6649,41.76,0,None,1058.41,0,3
6650,6650,124.72,1,Mechanical Issue,755.13,0,3
6651,6651,62.27,1,Weather,365.46,0,2
6652,6652,74.0,1,Documentation Issue,1947.67,0,1
6653,6653,107.61,0,Operational Delay,221.46,0,3
6654,6654,28.67,0,Customs,304.02,1,5
6655,6655,101.5,0,Traffic,1763.26,0,3
6656,6656,134.99,0,Traffic,442.26,0,1
6657,6657,17.2,1,Mechanical Issue,818.47,1,2
6658,6658,90.28,1,Traffic,1738.63,1,4
6659,6659,26.57,0,Documentation Issue,1335.35,1,4
6660,6660,63.52,1,Weather,384.09,1,1
6661,6661,35.81,0,Mechanical Issue,662.82,1,4
6662,6662,61.99,1,Customs,538.57,1,1
6663,6663,126.88,0,Operational Delay,833.05,0,3
6664,6664,111.93,1,Mechanical Issue,650.06,0,5
6665,6665,103.26,1,Weather,920.65,0,2
6666,6666,6.37,1,Weather,1373.16,0,1
6667,6667,128.2,1,Traffic,704.93,1,3
6668,6668,110.93,1,Weather,973.78,1,5
6669,6669,61.76,0,Documentation Issue,1785.61,0,1
6670,6670,83.5,0,Customs,1363.23,1,5
6671,6671,113.94,1,Traffic,1340.92,1,2
6672,6672,8.02,0,Documentation Issue,1327.53,0,2
6673,6673,62.85,1,Customs,463.25,1,3
6674,6674,17.34,0,Weather,976.15,0,4
6675,6675,117.54,0,Operational Delay,171.9,0,5
6676,6676,98.93,0,Traffic,1765.66,1,3
6677,6677,27.74,1,Customs,698.45,1,1
6678,6678,94.26,0,Mechanical Issue,1589.96,0,5
6679,6679,132.12,1,Documentation Issue,1411.56,1,2
6680,6680,115.95,1,Weather,186.55,0,2
6681,6681,17.6,1,None,515.85,1,1
6682,6682,38.98,1,Operational Delay,784.7,0,5
6683,6683,110.96,1,Documentation Issue,1022.48,0,4
6684,6684,11.0,0,Documentation Issue,1304.43,0,3
6685,6685,16.36,1,Customs,1557.7,0,3
6686,6686,91.8,0,Traffic,874.82,1,4
6687,6687,28.54,0,Operational Delay,1929.6,0,4
6688,6688,96.23,0,Operational Delay,1611.89,1,1
6689,6689,66.67,1,None,387.19,0,1
6690,6690,102.52,1,Traffic,1736.62,1,2
6691,6691,32.75,1,Mechanical Issue,307.82,0,1
6692,6692,48.75,1,None,1236.46,0,5
6693,6693,74.94,1,Weather,1454.13,1,2
6694,6694,107.99,1,Mechanical Issue,286.55,0,2
6695,6695,108.48,0,Traffic,286.1,0,1
6696,6696,82.76,1,Traffic,1891.69,1,3
6697,6697,138.12,1,Weather,976.4,0,5
6698,6698,8.42,1,Customs,1092.73,0,5
6699,6699,96.26,0,Documentation Issue,699.98,0,2
6700,6700,63.09,1,Weather,610.11,0,2
6701,6701,56.24,1,None,1602.64,0,2
6702,6702,73.01,1,Customs,1735.62,0,2
6703,6703,21.09,1,Weather,1621.12,0,2
6704,6704,53.03,1,Customs,1944.72,0,3
