feedback_id,customer_id,shipment_id,rating,complaint_flag,feedback_text,response_time_hr,feedback_date
2792,1534,2792,3,0,Service feedback 2792,59.59,2025-01-11
2793,2621,2793,4,1,Service feedback 2793,35.32,2024-08-28
2794,159,2794,4,0,Service feedback 2794,35.16,2024-07-12
2795,4419,2795,5,1,Service feedback 2795,68.37,2024-02-17
2796,2824,2796,5,1,Service feedback 2796,53.48,2024-04-06
2797,882,2797,2,0,Service feedback 2797,43.51,2024-03-28
2798,256,2798,3,1,Service feedback 2798,61.74,2024-10-30
2799,2996,2799,2,0,Service feedback 2799,31.2,2024-07-13
2800,1796,2800,2,0,Service feedback 2800,28.03,2024-02-02
2801,2530,2801,3,1,Service feedback 2801,32.2,2024-02-12
2802,4084,2802,4,0,Service feedback 2802,32.08,2024-09-17
2803,1453,2803,3,1,Service feedback 2803,69.01,2024-07-20
2804,2127,2804,4,1,Service feedback 2804,59.79,2024-06-23
2805,1198,2805,5,1,Service feedback 2805,37.09,2024-12-27
2806,1371,2806,5,1,Service feedback 2806,38.65,2024-05-28
2807,1636,2807,1,0,Service feedback 2807,48.07,2024-10-13
2808,3725,2808,1,0,Service feedback 2808,2.76,2024-03-20
2809,3649,2809,3,1,Service feedback 2809,27.26,2025-01-17
2810,2915,2810,5,0,Service feedback 2810,19.21,2024-12-21
2811,1158,2811,2,1,Service feedback 2811,69.83,2024-04-02
2812,3537,2812,2,1,Service feedback 2812,16.35,2024-03-15
2813,3420,2813,2,1,Service feedback 2813,48.28,2025-02-02
2814,870,2814,1,1,Service feedback 2814,6.9,2024-01-04
2815,1382,2815,5,0,Service feedback 2815,13.6,2024-12-27
2816,4283,2816,2,1,Service feedback 2816,37.45,2024-01-27
2817,3899,2817,3,0,Service feedback 2817,70.43,2024-03-07
2818,1836,2818,3,1,Service feedback 2818,70.28,2024-07-20
2819,2250,2819,3,1,Service feedback 2819,62.86,2024-12-09
2820,1651,2820,4,0,Service feedback 2820,36.91,2024-09-10
2821,2456,2821,5,1,Service feedback 2821,67.47,2024-04-13
2822,3161,2822,2,1,Service feedback 2822,34.92,2024-03-05
2823,4342,2823,4,0,Service feedback 2823,55.07,2024-10-07
2824,2374,2824,3,1,Service feedback 2824,14.3,2024-06-17
2825,1748,2825,5,0,Service feedback 2825,39.84,2024-12-11
2826,1669,2826,1,0,Service feedback 2826,34.58,2024-01-08
2827,4781,2827,5,1,Service feedback 2827,51.36,2024-09-06
2828,4393,2828,2,1,Service feedback 2828,34.42,2024-05-05
2829,1295,2829,4,1,Service feedback 2829,5.38,2024-06-27
2830,4640,2830,3,1,Service feedback 2830,12.66,2025-01-04
2831,1908,2831,4,0,Service feedback 2831,18.76,2024-06-13
2832,668,2832,3,1,Service feedback 2832,35.89,2024-07-24
2833,1142,2833,2,0,Service feedback 2833,8.08,2024-04-22
2834,1623,2834,1,0,Service feedback 2834,32.78,2024-12-06
2835,3491,2835,2,0,Service feedback 2835,66.06,2024-07-20
2836,214,2836,4,0,Service feedback 2836,33.42,2024-05-08
2837,4910,2837,1,0,Service feedback 2837,5.99,2024-08-21
2838,4945,2838,3,0,Service feedback 2838,24.82,2024-11-30
2839,4623,2839,5,0,Service feedback 2839,42.28,2024-11-27
2840,3956,2840,5,0,Service feedback 2840,27.88,2024-12-22
2841,2331,2841,5,1,Service feedback 2841,1.61,2024-12-09
2842,2539,2842,5,0,Service feedback 2842,49.6,2024-05-15
2843,1330,2843,4,0,Service feedback 2843,68.28,2024-06-12
2844,2775,2844,3,0,Service feedback 2844,16.39,2024-01-05
2845,1466,2845,3,1,Service feedback 2845,26.52,2024-08-30
2846,2142,2846,2,0,Service feedback 2846,33.08,2024-06-09
2847,2924,2847,3,0,Service feedback 2847,15.62,2024-12-10
2848,298,2848,3,1,Service feedback 2848,30.43,2024-04-12
2849,3827,2849,4,1,Service feedback 2849,48.61,2024-06-28
2850,1822,2850,3,0,Service feedback 2850,67.72,2024-11-03
2851,3518,2851,1,1,Service feedback 2851,31.39,2024-04-21
2852,3075,2852,1,1,Service feedback 2852,23.79,2024-01-08
2853,97,2853,2,1,Service feedback 2853,13.68,2024-06-29
2854,676,2854,2,0,Service feedback 2854,57.29,2024-03-03
2855,915,2855,1,1,Service feedback 2855,35.48,2024-08-27
2856,1634,2856,4,0,Service feedback 2856,37.21,2024-05-26
2857,137,2857,1,0,Service feedback 2857,30.1,2024-04-16
2858,1717,2858,1,1,Service feedback 2858,52.18,2024-05-16
2859,4484,2859,1,1,Service feedback 2859,2.13,2024-04-23
2860,2073,2860,4,0,Service feedback 2860,2.86,2025-01-29
2861,4904,2861,4,1,Service feedback 2861,45.05,2024-02-13
2862,724,2862,5,1,Service feedback 2862,20.07,2024-12-21
2863,2655,2863,1,1,Service feedback 2863,66.02,2025-01-27
2864,2084,2864,1,1,Service feedback 2864,7.12,2024-05-08
2865,4674,2865,5,1,Service feedback 2865,56.88,2024-09-28
2866,4608,2866,3,0,Service feedback 2866,3.09,2024-09-26
2867,1884,2867,3,0,Service feedback 2867,12.83,2024-11-25
2868,1251,2868,2,1,Service feedback 2868,41.95,2024-05-22
2869,4117,2869,4,0,Service feedback 2869,19.87,2024-03-18
2870,547,2870,1,1,Service feedback 2870,25.34,2024-01-12
2871,1662,2871,5,1,Service feedback 2871,63.23,2024-01-20
2872,3331,2872,4,1,Service feedback 2872,59.24,2024-09-11
2873,3567,2873,5,1,Service feedback 2873,47.82,2025-01-23
2874,3038,2874,3,0,Service feedback 2874,43.76,2024-09-10
2875,3798,2875,1,1,Service feedback 2875,17.93,2024-01-03
2876,1291,2876,2,1,Service feedback 2876,64.8,2024-08-25
2877,1881,2877,4,1,Service feedback 2877,43.61,2024-06-12
2878,1257,2878,1,0,Service feedback 2878,39.41,2024-05-19
2879,3643,2879,1,1,Service feedback 2879,63.59,2024-11-21
2880,1285,2880,5,0,Service feedback 2880,31.22,2024-03-16
2881,4134,2881,3,0,Service feedback 2881,48.68,2025-01-23
2882,3781,2882,4,0,Service feedback 2882,18.62,2024-01-09
2883,1661,2883,1,0,Service feedback 2883,25.98,2024-11-06
2884,1836,2884,5,1,Service feedback 2884,65.91,2024-08-28
2885,2204,2885,2,0,Service feedback 2885,21.22,2024-05-12
2886,410,2886,5,1,Service feedback 2886,58.07,2025-01-21
2887,3954,2887,2,1,Service feedback 2887,47.18,2024-09-23
2888,4660,2888,3,0,Service feedback 2888,20.63,2024-06-24
2889,962,2889,3,1,Service feedback 2889,24.62,2024-07-20
2890,1941,2890,5,0,Service feedback 2890,48.65,2024-03-19
2891,1865,2891,5,1,Service feedback 2891,7.43,2024-11-14
2892,799,2892,3,1,Service feedback 2892,31.93,2024-03-10
2893,1862,2893,2,1,Service feedback 2893,47.49,2024-11-14
2894,398,2894,4,0,Service feedback 2894,30.08,2024-01-07
2895,2327,2895,2,1,Service feedback 2895,45.93,2024-03-05
2896,4223,2896,3,0,Service feedback 2896,65.3,2024-12-21
2897,4844,2897,3,0,Service feedback 2897,20.58,2024-07-21
2898,2162,2898,5,1,Service feedback 2898,53.61,2024-05-13
2899,1796,2899,1,0,Service feedback 2899,14.05,2025-01-14
2900,1592,2900,2,1,Service feedback 2900,66.82,2024-02-09
2901,1930,2901,2,0,Service feedback 2901,66.54,2025-02-01
2902,736,2902,3,0,Service feedback 2902,12.84,2024-02-23
2903,856,2903,2,0,Service feedback 2903,48.99,2024-06-26
2904,3127,2904,5,1,Service feedback 2904,21.14,2024-08-05
2905,1551,2905,1,1,Service feedback 2905,26.42,2024-01-30
2906,2870,2906,4,1,Service feedback 2906,3.42,2024-11-12
2907,2498,2907,4,0,Service feedback 2907,41.93,2024-02-24
2908,373,2908,5,1,Service feedback 2908,44.29,2024-08-11
2909,1785,2909,2,1,Service feedback 2909,50.93,2025-01-21
2910,503,2910,1,0,Service feedback 2910,24.29,2024-03-11
2911,1494,2911,3,0,Service feedback 2911,60.19,2024-04-02
2912,4928,2912,2,1,Service feedback 2912,5.84,2025-01-13
2913,3954,2913,5,1,Service feedback 2913,47.73,2024-06-08
2914,2862,2914,3,0,Service feedback 2914,35.74,2024-09-16
2915,160,2915,1,1,Service feedback 2915,66.86,2024-09-23
2916,2124,2916,2,0,Service feedback 2916,41.05,2024-12-15
2917,4547,2917,4,0,Service feedback 2917,61.29,2024-06-27
2918,1414,2918,1,0,Service feedback 2918,46.29,2025-01-10
2919,2674,2919,1,1,Service feedback 2919,40.6,2024-05-29
2920,3103,2920,1,0,Service feedback 2920,70.68,2024-09-24
2921,3043,2921,2,0,Service feedback 2921,48.43,2024-08-18
2922,204,2922,3,0,Service feedback 2922,49.99,2024-04-14
2923,1284,2923,5,0,Service feedback 2923,36.49,2024-04-02
2924,3382,2924,2,1,Service feedback 2924,23.37,2024-04-05
2925,1102,2925,3,1,Service feedback 2925,6.39,2024-09-22
2926,2241,2926,3,0,Service feedback 2926,61.02,2024-05-24
2927,632,2927,3,1,Service feedback 2927,60.19,2024-12-24
2928,3168,2928,3,0,Service feedback 2928,30.91,2024-07-13
2929,3525,2929,2,1,Service feedback 2929,68.48,2024-06-30
2930,2805,2930,2,1,Service feedback 2930,65.25,2024-01-09
2931,3737,2931,4,1,Service feedback 2931,21.41,2024-06-01
2932,1567,2932,2,0,Service feedback 2932,51.31,2024-10-16
2933,544,2933,2,0,Service feedback 2933,3.09,2025-01-25
2934,2192,2934,1,1,Service feedback 2934,68.24,2024-10-28
2935,4698,2935,2,1,Service feedback 2935,22.48,2025-01-07
2936,18,2936,2,1,Service feedback 2936,51.77,2024-05-11
2937,4246,2937,2,0,Service feedback 2937,17.79,2025-01-18
2938,3435,2938,4,0,Service feedback 2938,11.3,2024-01-01
2939,1983,2939,3,0,Service feedback 2939,15.36,2024-06-25
2940,1094,2940,3,0,Service feedback 2940,58.84,2024-03-08
2941,1084,2941,5,0,Service feedback 2941,64.47,2025-01-01
2942,413,2942,3,1,Service feedback 2942,36.61,2024-12-11
2943,612,2943,1,0,Service feedback 2943,62.07,2025-01-23
2944,3455,2944,3,0,Service feedback 2944,2.46,2024-10-11
2945,376,2945,5,0,Service feedback 2945,69.06,2024-11-20
2946,4230,2946,3,1,Service feedback 2946,51.88,2024-11-13
2947,3934,2947,3,1,Service feedback 2947,2.18,2024-11-28
2948,2178,2948,2,1,Service feedback 2948,52.59,2024-12-30
2949,3046,2949,1,1,Service feedback 2949,49.86,2024-09-21
2950,1201,2950,2,0,Service feedback 2950,31.96,2025-01-02
2951,753,2951,5,0,Service feedback 2951,54.84,2024-09-19
2952,2858,2952,5,0,Service feedback 2952,39.56,2024-06-15
2953,3991,2953,5,1,Service feedback 2953,43.14,2024-08-06
2954,1555,2954,4,0,Service feedback 2954,31.44,2024-07-05
2955,4113,2955,1,1,Service feedback 2955,9.29,2024-11-30
2956,3681,2956,2,1,Service feedback 2956,15.19,2024-11-03
2957,2700,2957,2,1,Service feedback 2957,28.86,2024-10-19
2958,4130,2958,2,0,Service feedback 2958,39.47,2024-04-07
2959,3262,2959,1,0,Service feedback 2959,39.62,2024-10-24
2960,798,2960,5,1,Service feedback 2960,6.58,2024-03-04
2961,1880,2961,5,1,Service feedback 2961,27.82,2024-08-12
2962,4991,2962,4,0,Service feedback 2962,52.28,2024-10-26
2963,2939,2963,3,0,Service feedback 2963,69.58,2024-12-29
2964,1533,2964,1,0,Service feedback 2964,46.14,2024-12-21
2965,1453,2965,2,1,Service feedback 2965,6.02,2025-01-06
2966,3395,2966,5,0,Service feedback 2966,43.92,2024-08-23
2967,2015,2967,4,1,Service feedback 2967,22.92,2024-01-15
2968,957,2968,4,0,Service feedback 2968,25.06,2024-12-15
2969,3247,2969,1,0,Service feedback 2969,61.08,2024-07-27
2970,3259,2970,3,0,Service feedback 2970,64.37,2024-08-02
2971,313,2971,2,0,Service feedback 2971,17.32,2024-10-22
2972,4285,2972,4,1,Service feedback 2972,68.83,2024-07-10
2973,4468,2973,5,0,Service feedback 2973,25.37,2024-10-31
2974,4159,2974,5,1,Service feedback 2974,27.77,2024-05-14
2975,172,2975,5,1,Service feedback 2975,24.2,2024-06-26
2976,1493,2976,4,1,Service feedback 2976,51.74,2024-05-11
2977,4647,2977,3,1,Service feedback 2977,49.38,2024-07-09
2978,4485,2978,1,1,Service feedback 2978,41.33,2024-07-11
2979,318,2979,2,0,Service feedback 2979,71.04,2024-03-28
2980,3917,2980,2,0,Service feedback 2980,48.09,2024-08-06
2981,548,2981,3,0,Service feedback 2981,26.68,2024-12-19
2982,1079,2982,2,0,Service feedback 2982,66.25,2025-01-20
2983,3834,2983,4,1,Service feedback 2983,68.44,2024-12-15
2984,3042,2984,2,0,Service feedback 2984,62.17,2024-12-08
2985,1904,2985,3,1,Service feedback 2985,62.15,2024-09-09
2986,67,2986,1,0,Service feedback 2986,58.44,2024-09-22
2987,634,2987,1,1,Service feedback 2987,43.36,2024-02-24
2988,2952,2988,5,0,Service feedback 2988,44.46,2024-10-29
2989,4575,2989,3,1,Service feedback 2989,32.53,2024-05-10
2990,2274,2990,4,1,Service feedback 2990,67.37,2024-12-20
2991,1678,2991,5,0,Service feedback 2991,6.42,2024-03-24
2992,763,2992,3,1,Service feedback 2992,12.48,2024-08-04
2993,1184,2993,3,1,Service feedback 2993,45.17,2024-09-04
2994,4192,2994,4,1,Service feedback 2994,14.72,2024-02-18
2995,2588,2995,2,0,Service feedback 2995,59.48,2024-06-16
2996,1814,2996,4,1,Service feedback 2996,14.39,2024-08-31
2997,2032,2997,5,1,Service feedback 2997,58.8,2024-11-02
2998,3763,2998,3,0,Service feedback 2998,24.07,2024-12-29
2999,704,2999,4,0,Service feedback 2999,34.72,2024-08-25
3000,848,3000,2,0,Service feedback 3000,52.2,2024-09-27
3001,3943,3001,3,1,Service feedback 3001,37.98,2025-02-01
3002,159,3002,4,1,Service feedback 3002,6.74,2025-01-19
3003,2430,3003,4,0,Service feedback 3003,62.37,2024-03-24
3004,2153,3004,5,0,Service feedback 3004,30.73,2024-04-23
3005,4107,3005,3,1,Service feedback 3005,71.98,2024-06-04
3006,245,3006,5,1,Service feedback 3006,5.68,2024-05-30
3007,4592,3007,3,0,Service feedback 3007,14.74,2024-05-02
3008,1904,3008,3,0,Service feedback 3008,15.73,2024-05-29
3009,3375,3009,2,0,Service feedback 3009,29.28,2024-12-17
3010,630,3010,4,1,Service feedback 3010,10.49,2024-11-07
3011,1394,3011,3,0,Service feedback 3011,9.93,2024-12-25
3012,3696,3012,2,1,Service feedback 3012,35.14,2024-07-06
3013,2464,3013,1,0,Service feedback 3013,51.51,2024-03-14
3014,2248,3014,4,0,Service feedback 3014,1.39,2024-07-09
3015,3175,3015,2,0,Service feedback 3015,13.2,2024-09-09
3016,4115,3016,2,1,Service feedback 3016,58.07,2024-01-07
3017,1524,3017,2,0,Service feedback 3017,9.51,2025-01-17
3018,793,3018,2,0,Service feedback 3018,38.38,2024-05-26
3019,4069,3019,3,0,Service feedback 3019,21.08,2024-12-23
3020,3458,3020,2,0,Service feedback 3020,13.58,2024-05-24
3021,4121,3021,1,1,Service feedback 3021,37.29,2024-12-02
3022,2831,3022,4,0,Service feedback 3022,70.88,2024-07-17
3023,53,3023,3,1,Service feedback 3023,22.72,2024-10-10
3024,2666,3024,5,0,Service feedback 3024,40.74,2024-03-19
3025,4307,3025,1,0,Service feedback 3025,67.71,2024-11-27
3026,4898,3026,3,1,Service feedback 3026,19.68,2024-07-14
3027,1213,3027,1,0,Service feedback 3027,22.71,2024-11-05
3028,1574,3028,2,0,Service feedback 3028,51.17,2025-01-05
3029,4268,3029,5,0,Service feedback 3029,61.95,2024-03-17
3030,2737,3030,5,0,Service feedback 3030,52.82,2024-03-21
3031,4945,3031,1,1,Service feedback 3031,17.84,2024-06-15
3032,931,3032,5,1,Service feedback 3032,9.73,2024-11-09
3033,3372,3033,1,0,Service feedback 3033,19.6,2024-07-08
3034,2441,3034,3,1,Service feedback 3034,33.43,2024-02-23
3035,4672,3035,3,0,Service feedback 3035,63.29,2025-02-02
3036,3057,3036,1,1,Service feedback 3036,19.75,2024-03-13
3037,1177,3037,5,1,Service feedback 3037,23.97,2024-12-21
3038,2867,3038,2,0,Service feedback 3038,58.95,2024-03-31
3039,1663,3039,4,1,Service feedback 3039,43.62,2024-12-31
3040,2275,3040,4,0,Service feedback 3040,9.2,2024-12-06
3041,986,3041,3,1,Service feedback 3041,68.44,2024-01-12
3042,2281,3042,5,0,Service feedback 3042,32.08,2024-06-26
3043,1560,3043,5,0,Service feedback 3043,55.58,2024-04-07
3044,624,3044,5,0,Service feedback 3044,10.72,2024-03-13
3045,548,3045,1,0,Service feedback 3045,66.39,2024-07-05
3046,3094,3046,5,1,Service feedback 3046,36.28,2024-07-12
3047,2230,3047,4,0,Service feedback 3047,64.59,2024-11-12
3048,3973,3048,3,0,Service feedback 3048,17.69,2024-03-02
3049,4305,3049,3,1,Service feedback 3049,37.23,2024-06-11
3050,4392,3050,4,1,Service feedback 3050,52.58,2024-08-27
3051,782,3051,1,0,Service feedback 3051,48.81,2024-11-06
3052,4988,3052,3,1,Service feedback 3052,39.18,2024-02-06
3053,1987,3053,1,0,Service feedback 3053,38.53,2024-09-16
3054,4375,3054,2,0,Service feedback 3054,10.33,2024-04-08
3055,1231,3055,4,0,Service feedback 3055,59.32,2024-11-19
3056,3829,3056,4,1,Service feedback 3056,7.96,2024-05-17
3057,2898,3057,3,1,Service feedback 3057,19.01,2024-01-22
3058,2980,3058,5,0,Service feedback 3058,57.5,2024-07-01
3059,980,3059,5,1,Service feedback 3059,25.8,2024-04-03
3060,290,3060,5,0,Service feedback 3060,70.13,2024-06-26
3061,3719,3061,4,1,Service feedback 3061,37.18,2024-07-26
3062,599,3062,2,0,Service feedback 3062,55.07,2024-11-03
3063,4180,3063,4,0,Service feedback 3063,7.16,2024-02-01
3064,4081,3064,3,1,Service feedback 3064,29.97,2024-10-06
3065,4176,3065,3,0,Service feedback 3065,69.01,2024-03-18
3066,794,3066,5,0,Service feedback 3066,23.83,2024-12-24
3067,2707,3067,4,1,Service feedback 3067,15.66,2024-03-21
3068,2142,3068,2,0,Service feedback 3068,60.25,2024-11-29
3069,3818,3069,3,1,Service feedback 3069,56.34,2024-02-21
3070,2762,3070,1,0,Service feedback 3070,61.78,2024-11-27
3071,818,3071,3,0,Service feedback 3071,58.12,2024-12-10
3072,288,3072,3,1,Service feedback 3072,42.88,2024-09-28
3073,4637,3073,4,1,Service feedback 3073,48.65,2024-02-28
3074,1890,3074,5,0,Service feedback 3074,69.22,2024-10-23
3075,4120,3075,1,0,Service feedback 3075,10.65,2024-05-28
3076,74,3076,2,0,Service feedback 3076,29.52,2024-11-01
3077,498,3077,3,1,Service feedback 3077,28.15,2025-01-22
3078,4526,3078,5,0,Service feedback 3078,46.42,2024-04-14
3079,2335,3079,2,1,Service feedback 3079,35.93,2024-06-09
3080,2129,3080,4,1,Service feedback 3080,42.75,2024-06-21
3081,3566,3081,3,1,Service feedback 3081,40.27,2024-06-23
3082,2759,3082,5,0,Service feedback 3082,28.38,2024-09-24
3083,4290,3083,4,0,Service feedback 3083,17.9,2024-07-03
3084,3400,3084,3,1,Service feedback 3084,16.1,2024-02-25
3085,825,3085,3,0,Service feedback 3085,63.51,2024-03-30
3086,986,3086,3,1,Service feedback 3086,24.66,2024-09-14
3087,1196,3087,3,1,Service feedback 3087,53.29,2024-01-17
3088,1475,3088,4,1,Service feedback 3088,67.53,2024-07-18
3089,1721,3089,3,0,Service feedback 3089,30.74,2024-12-25
3090,2037,3090,3,1,Service feedback 3090,18.97,2024-05-04
3091,44,3091,3,0,Service feedback 3091,59.9,2024-02-21
3092,3079,3092,4,1,Service feedback 3092,71.98,2024-12-12
3093,4049,3093,3,1,Service feedback 3093,6.48,2024-08-22
3094,2641,3094,1,0,Service feedback 3094,25.81,2024-06-01
3095,4660,3095,4,1,Service feedback 3095,36.31,2024-01-02
3096,3025,3096,4,0,Service feedback 3096,27.3,2024-07-02
3097,4681,3097,3,1,Service feedback 3097,20.71,2024-07-21
3098,3154,3098,3,1,Service feedback 3098,65.91,2024-06-17
3099,3217,3099,1,0,Service feedback 3099,22.94,2024-08-20
3100,1921,3100,3,0,Service feedback 3100,43.79,2024-10-12
3101,2042,3101,5,1,Service feedback 3101,14.21,2024-06-11
3102,2455,3102,3,1,Service feedback 3102,32.36,2024-05-27
3103,4331,3103,5,0,Service feedback 3103,13.33,2024-02-06
3104,1987,3104,1,0,Service feedback 3104,17.52,2024-03-27
3105,2952,3105,5,0,Service feedback 3105,62.9,2024-06-22
3106,4157,3106,1,1,Service feedback 3106,16.26,2024-04-02
3107,4809,3107,4,0,Service feedback 3107,71.06,2024-07-29
3108,4177,3108,5,0,Service feedback 3108,68.73,2024-11-13
3109,2379,3109,4,0,Service feedback 3109,29.15,2024-06-25
3110,2379,3110,1,1,Service feedback 3110,39.92,2025-01-06
3111,116,3111,2,1,Service feedback 3111,28.26,2025-01-19
3112,2923,3112,5,0,Service feedback 3112,56.04,2024-11-11
3113,348,3113,4,0,Service feedback 3113,68.13,2025-01-07
3114,4562,3114,2,1,Service feedback 3114,57.1,2024-09-01
3115,4841,3115,1,1,Service feedback 3115,24.23,2024-05-24
3116,4517,3116,3,0,Service feedback 3116,6.54,2024-09-11
3117,425,3117,3,1,Service feedback 3117,33.41,2024-12-07
3118,3143,3118,2,1,Service feedback 3118,10.75,2024-01-09
3119,2707,3119,2,1,Service feedback 3119,46.84,2024-05-16
3120,3779,3120,5,0,Service feedback 3120,15.3,2025-01-27
3121,690,3121,5,1,Service feedback 3121,49.38,2024-08-01
3122,1988,3122,1,1,Service feedback 3122,10.14,2024-12-10
3123,515,3123,4,0,Service feedback 3123,17.9,2024-07-30
3124,2860,3124,3,0,Service feedback 3124,28.75,2024-05-27
3125,908,3125,2,0,Service feedback 3125,28.06,2024-05-11
3126,923,3126,3,1,Service feedback 3126,65.46,2024-10-12
3127,1325,3127,1,1,Service feedback 3127,59.11,2024-12-01
3128,3703,3128,5,1,Service feedback 3128,54.12,2024-07-12
3129,4301,3129,5,0,Service feedback 3129,30.31,2024-01-08
3130,4227,3130,2,1,Service feedback 3130,22.16,2024-07-12
3131,3520,3131,3,0,Service feedback 3131,21.03,2024-07-22
3132,1618,3132,2,0,Service feedback 3132,28.09,2024-02-06
3133,4923,3133,5,1,Service feedback 3133,3.73,2024-03-21
3134,2761,3134,4,0,Service feedback 3134,52.86,2024-12-21
3135,347,3135,5,1,Service feedback 3135,65.45,2025-01-11
3136,2341,3136,3,0,Service feedback 3136,56.29,2024-04-25
3137,3241,3137,4,1,Service feedback 3137,24.4,2024-03-29
3138,1153,3138,4,1,Service feedback 3138,9.3,2024-05-18
3139,1871,3139,3,1,Service feedback 3139,70.02,2024-05-27
3140,711,3140,1,0,Service feedback 3140,31.23,2024-07-11
3141,3442,3141,5,1,Service feedback 3141,31.36,2024-08-01
3142,148,3142,2,1,Service feedback 3142,63.34,2024-12-12
3143,2388,3143,3,1,Service feedback 3143,41.28,2024-07-09
3144,3810,3144,1,1,Service feedback 3144,2.81,2024-12-30
3145,4170,3145,1,0,Service feedback 3145,46.75,2024-03-05
3146,1885,3146,1,1,Service feedback 3146,28.45,2025-01-28
3147,388,3147,1,1,Service feedback 3147,31.87,2024-04-02
3148,1243,3148,2,0,Service feedback 3148,44.89,2024-07-12
3149,1926,3149,5,1,Service feedback 3149,41.45,2024-01-26
3150,4905,3150,4,0,Service feedback 3150,61.78,2024-09-09
3151,534,3151,2,0,Service feedback 3151,7.99,2024-04-14
3152,2717,3152,3,0,Service feedback 3152,41.17,2024-01-22
3153,4836,3153,4,0,Service feedback 3153,4.82,2024-05-02
3154,3269,3154,5,1,Service feedback 3154,48.18,2024-02-11
3155,3689,3155,2,1,Service feedback 3155,27.81,2024-12-06
3156,1033,3156,4,0,Service feedback 3156,38.52,2024-01-21
3157,1172,3157,1,1,Service feedback 3157,42.2,2024-03-10
3158,4973,3158,5,1,Service feedback 3158,39.8,2024-09-19
3159,3976,3159,1,0,Service feedback 3159,63.82,2024-09-24
3160,3435,3160,2,1,Service feedback 3160,42.67,2024-04-03
3161,2328,3161,4,0,Service feedback 3161,25.52,2024-05-24
3162,2062,3162,1,0,Service feedback 3162,68.04,2024-02-28
3163,251,3163,4,1,Service feedback 3163,43.35,2025-01-13
3164,1771,3164,1,0,Service feedback 3164,61.9,2024-02-19
3165,2424,3165,4,1,Service feedback 3165,9.14,2024-07-03
3166,1888,3166,2,1,Service feedback 3166,39.33,2024-11-05
3167,2552,3167,3,0,Service feedback 3167,24.56,2024-01-01
3168,2333,3168,2,1,Service feedback 3168,19.42,2025-02-04
3169,2678,3169,4,1,Service feedback 3169,63.61,2025-01-22
3170,3549,3170,1,1,Service feedback 3170,20.3,2024-11-21
3171,3629,3171,5,1,Service feedback 3171,20.58,2024-07-26
3172,2995,3172,2,1,Service feedback 3172,42.28,2024-11-09
3173,3250,3173,1,0,Service feedback 3173,51.43,2024-04-27
3174,886,3174,4,0,Service feedback 3174,44.97,2024-07-06
3175,842,3175,2,1,Service feedback 3175,42.13,2025-01-11
3176,4005,3176,3,1,Service feedback 3176,2.79,2024-07-05
3177,815,3177,3,1,Service feedback 3177,9.73,2024-04-26
3178,1995,3178,4,0,Service feedback 3178,9.52,2024-02-11
3179,1685,3179,5,0,Service feedback 3179,55.2,2025-01-10
3180,367,3180,2,0,Service feedback 3180,20.03,2024-12-16
3181,3310,3181,5,0,Service feedback 3181,7.81,2024-01-07
3182,3096,3182,1,1,Service feedback 3182,1.3,2025-01-26
3183,510,3183,1,1,Service feedback 3183,8.13,2024-06-13
3184,2620,3184,2,0,Service feedback 3184,58.89,2024-03-23
3185,4503,3185,1,1,Service feedback 3185,4.09,2024-11-14
3186,2468,3186,2,0,Service feedback 3186,51.82,2025-01-25
3187,1921,3187,1,0,Service feedback 3187,32.25,2024-12-10
3188,3437,3188,4,0,Service feedback 3188,66.42,2024-11-04
3189,4599,3189,1,1,Service feedback 3189,28.9,2024-07-04
3190,1193,3190,1,0,Service feedback 3190,46.86,2024-09-09
3191,1273,3191,3,0,Service feedback 3191,54.97,2024-07-17
3192,4352,3192,3,1,Service feedback 3192,48.17,2024-02-21
3193,3788,3193,4,0,Service feedback 3193,2.41,2024-07-29
3194,1755,3194,5,1,Service feedback 3194,44.41,2024-03-01
3195,4494,3195,2,0,Service feedback 3195,32.03,2024-11-16
3196,2901,3196,1,1,Service feedback 3196,32.65,2024-07-19
3197,980,3197,3,1,Service feedback 3197,64.05,2024-07-23
3198,779,3198,4,1,Service feedback 3198,33.4,2024-05-13
3199,1213,3199,3,1,Service feedback 3199,41.35,2024-08-22
3200,3788,3200,2,1,Service feedback 3200,41.04,2024-10-27
3201,850,3201,1,1,Service feedback 3201,21.89,2024-05-23
3202,3645,3202,2,1,Service feedback 3202,58.78,2024-08-11
3203,3785,3203,4,1,Service feedback 3203,47.49,2024-12-25
3204,3924,3204,1,1,Service feedback 3204,1.51,2024-02-01
3205,4825,3205,2,1,Service feedback 3205,53.13,2024-11-16
3206,4986,3206,5,0,Service feedback 3206,14.16,2024-11-03
3207,1072,3207,4,0,Service feedback 3207,52.89,2024-03-15
3208,4866,3208,2,1,Service feedback 3208,69.23,2024-08-25
3209,670,3209,5,1,Service feedback 3209,32.07,2024-09-03
3210,2499,3210,4,1,Service feedback 3210,30.05,2024-01-10
3211,245,3211,2,0,Service feedback 3211,51.31,2024-03-03
3212,2752,3212,5,1,Service feedback 3212,15.48,2024-06-22
3213,758,3213,1,0,Service feedback 3213,17.75,2024-03-06
3214,4722,3214,4,0,Service feedback 3214,67.61,2024-10-03
3215,2357,3215,4,1,Service feedback 3215,65.54,2025-01-02
3216,85,3216,3,1,Service feedback 3216,19.81,2024-03-05
