movement_id,shipment_id,from_hub,to_hub,movement_mode,departure_time,arrival_time,movement_status
5198,5198,194,74,Cargo Van,2024-10-31 14:00:00,2024-07-23 08:00:00,Delayed
5199,5199,123,141,Air Freight,2024-02-15 03:00:00,2024-08-26 08:00:00,Completed
5200,5200,48,182,Truck,2024-06-08 03:00:00,2024-02-23 08:00:00,In Transit
5201,5201,350,55,Truck,2024-09-08 23:00:00,2024-05-30 05:00:00,Completed
5202,5202,480,46,Truck,2024-08-20 09:00:00,2024-09-05 19:00:00,Delayed
5203,5203,448,188,Cargo Van,2024-07-01 20:00:00,2024-01-15 09:00:00,In Transit
5204,5204,354,182,Cargo Van,2024-08-13 17:00:00,2024-06-21 12:00:00,In Transit
5205,5205,292,174,Ship,2024-05-04 03:00:00,2024-09-16 20:00:00,Completed
5206,5206,276,288,Air Freight,2024-09-25 08:00:00,2024-11-08 00:00:00,Completed
5207,5207,332,50,Cargo Van,2024-02-08 19:00:00,2024-08-28 19:00:00,Completed
5208,5208,269,274,Cargo Van,2024-02-06 21:00:00,2024-05-07 00:00:00,In Transit
5209,5209,171,140,Truck,2024-03-28 12:00:00,2024-08-26 05:00:00,Completed
5210,5210,144,210,Ship,2024-10-05 16:00:00,2024-06-11 13:00:00,Delayed
5211,5211,337,273,Air Freight,2024-02-22 02:00:00,2024-01-18 12:00:00,Delayed
5212,5212,308,364,Cargo Van,2024-03-20 19:00:00,2024-03-06 06:00:00,Delayed
5213,5213,34,321,Ship,2024-05-21 10:00:00,2024-06-25 19:00:00,Completed
5214,5214,302,280,Cargo Van,2024-08-27 12:00:00,2024-07-17 16:00:00,Delayed
5215,5215,481,73,Truck,2024-03-13 09:00:00,2024-02-24 02:00:00,Delayed
5216,5216,147,25,Air Freight,2024-11-17 09:00:00,2024-09-20 09:00:00,Delayed
5217,5217,182,206,Air Freight,2024-05-23 15:00:00,2024-11-24 13:00:00,In Transit
5218,5218,342,417,Air Freight,2024-01-21 13:00:00,2024-07-15 06:00:00,In Transit
5219,5219,372,436,Cargo Van,2024-11-06 11:00:00,2024-06-02 11:00:00,In Transit
5220,5220,340,178,Truck,2024-01-16 02:00:00,2024-08-28 03:00:00,Delayed
5221,5221,412,74,Ship,2024-09-10 04:00:00,2024-03-19 09:00:00,Delayed
5222,5222,476,270,Ship,2024-10-16 16:00:00,2024-06-06 11:00:00,Delayed
5223,5223,109,317,Ship,2024-05-03 01:00:00,2024-07-06 21:00:00,Delayed
5224,5224,50,241,Cargo Van,2024-01-15 08:00:00,2024-05-09 06:00:00,Completed
5225,5225,424,345,Cargo Van,2024-08-18 20:00:00,2024-05-29 08:00:00,Completed
5226,5226,263,335,Cargo Van,2024-06-02 22:00:00,2024-06-27 07:00:00,Delayed
5227,5227,16,149,Air Freight,2024-01-10 19:00:00,2024-04-06 19:00:00,Delayed
5228,5228,146,185,Cargo Van,2024-03-05 20:00:00,2024-10-26 21:00:00,Completed
5229,5229,70,298,Air Freight,2024-01-28 20:00:00,2024-10-24 10:00:00,Completed
5230,5230,195,241,Truck,2024-07-26 00:00:00,2024-11-04 11:00:00,Completed
5231,5231,250,160,Ship,2024-10-01 09:00:00,2024-06-17 09:00:00,In Transit
5232,5232,274,200,Cargo Van,2024-07-09 16:00:00,2024-03-10 03:00:00,In Transit
5233,5233,240,466,Truck,2024-05-17 14:00:00,2024-06-11 14:00:00,Completed
5234,5234,482,296,Truck,2024-07-26 14:00:00,2024-01-09 16:00:00,Delayed
5235,5235,304,100,Ship,2024-05-17 18:00:00,2024-03-21 08:00:00,Delayed
5236,5236,159,412,Ship,2024-05-07 22:00:00,2024-04-21 15:00:00,In Transit
5237,5237,57,341,Truck,2024-03-11 21:00:00,2024-09-04 09:00:00,Delayed
5238,5238,373,296,Ship,2024-08-16 17:00:00,2024-06-15 22:00:00,Completed
5239,5239,306,71,Air Freight,2024-02-01 10:00:00,2024-07-18 13:00:00,Delayed
5240,5240,47,196,Ship,2024-01-06 06:00:00,2024-04-28 05:00:00,In Transit
5241,5241,370,338,Air Freight,2024-10-03 03:00:00,2024-03-31 01:00:00,In Transit
5242,5242,365,112,Ship,2024-11-20 06:00:00,2024-07-28 04:00:00,Completed
5243,5243,259,197,Truck,2024-01-02 07:00:00,2024-11-30 12:00:00,In Transit
5244,5244,203,465,Truck,2024-11-27 18:00:00,2024-05-12 12:00:00,Completed
5245,5245,112,106,Truck,2024-06-10 07:00:00,2024-03-18 03:00:00,Completed
5246,5246,397,417,Ship,2024-06-12 11:00:00,2024-10-06 02:00:00,Delayed
5247,5247,473,246,Truck,2024-01-14 22:00:00,2024-11-13 00:00:00,In Transit
5248,5248,223,183,Truck,2024-10-20 15:00:00,2024-12-05 09:00:00,Delayed
5249,5249,230,133,Truck,2024-04-24 11:00:00,2024-07-18 20:00:00,Delayed
5250,5250,28,358,Ship,2024-02-12 10:00:00,2024-02-06 16:00:00,In Transit
5251,5251,484,483,Air Freight,2024-07-21 00:00:00,2024-09-26 22:00:00,Delayed
5252,5252,350,77,Cargo Van,2024-04-03 17:00:00,2024-11-30 18:00:00,Completed
5253,5253,26,249,Truck,2024-04-07 21:00:00,2024-11-04 00:00:00,Completed
5254,5254,374,369,Air Freight,2024-06-20 23:00:00,2024-01-21 06:00:00,Completed
5255,5255,103,488,Air Freight,2024-09-24 21:00:00,2024-11-23 03:00:00,In Transit
5256,5256,166,446,Ship,2024-11-24 13:00:00,2024-06-06 15:00:00,Delayed
5257,5257,231,182,Air Freight,2024-06-01 22:00:00,2024-04-16 06:00:00,In Transit
5258,5258,206,296,Cargo Van,2024-08-04 12:00:00,2024-03-21 20:00:00,Delayed
5259,5259,161,471,Cargo Van,2024-07-14 14:00:00,2024-10-13 12:00:00,In Transit
5260,5260,145,422,Air Freight,2024-02-19 10:00:00,2024-04-11 02:00:00,Delayed
5261,5261,194,366,Ship,2024-10-25 03:00:00,2024-03-01 23:00:00,Completed
5262,5262,275,92,Truck,2024-04-12 14:00:00,2024-05-27 11:00:00,In Transit
5263,5263,474,326,Truck,2024-11-20 05:00:00,2024-11-28 01:00:00,Completed
5264,5264,103,205,Ship,2024-10-19 12:00:00,2024-11-12 23:00:00,In Transit
5265,5265,312,382,Air Freight,2024-11-27 03:00:00,2024-05-21 11:00:00,Delayed
5266,5266,398,433,Air Freight,2024-11-09 04:00:00,2024-07-26 13:00:00,Delayed
5267,5267,77,45,Truck,2024-11-16 17:00:00,2024-01-12 09:00:00,Completed
5268,5268,195,84,Ship,2024-05-17 04:00:00,2024-04-14 10:00:00,Delayed
5269,5269,8,496,Ship,2024-11-23 15:00:00,2024-07-16 19:00:00,Delayed
5270,5270,117,283,Ship,2024-05-24 06:00:00,2024-05-18 06:00:00,Completed
5271,5271,350,406,Ship,2024-07-29 03:00:00,2024-10-01 23:00:00,In Transit
5272,5272,326,419,Cargo Van,2024-09-24 00:00:00,2024-10-11 23:00:00,Completed
5273,5273,165,407,Cargo Van,2024-09-27 17:00:00,2024-02-24 19:00:00,Delayed
5274,5274,412,427,Air Freight,2024-11-08 19:00:00,2024-06-21 11:00:00,Delayed
5275,5275,342,206,Ship,2024-05-11 13:00:00,2024-10-14 09:00:00,Delayed
5276,5276,186,468,Ship,2024-09-27 06:00:00,2024-03-07 05:00:00,Delayed
5277,5277,175,186,Cargo Van,2024-03-29 18:00:00,2024-04-12 18:00:00,In Transit
5278,5278,298,14,Cargo Van,2024-07-13 00:00:00,2024-05-29 08:00:00,In Transit
5279,5279,365,288,Ship,2024-01-19 03:00:00,2024-05-05 22:00:00,In Transit
5280,5280,254,287,Ship,2024-08-12 17:00:00,2024-10-29 03:00:00,Delayed
5281,5281,106,237,Ship,2024-04-28 14:00:00,2024-11-09 01:00:00,Delayed
5282,5282,332,66,Truck,2024-07-15 22:00:00,2024-08-06 09:00:00,Completed
5283,5283,42,380,Truck,2024-04-08 18:00:00,2024-04-02 02:00:00,In Transit
5284,5284,262,174,Truck,2024-09-09 18:00:00,2024-08-30 10:00:00,Delayed
5285,5285,281,461,Ship,2024-01-31 07:00:00,2024-08-05 23:00:00,Completed
5286,5286,157,327,Air Freight,2024-04-22 16:00:00,2024-02-07 21:00:00,Delayed
5287,5287,205,100,Ship,2024-07-19 14:00:00,2024-03-19 23:00:00,Completed
5288,5288,301,201,Truck,2024-03-12 21:00:00,2024-09-11 09:00:00,In Transit
5289,5289,195,289,Air Freight,2024-05-17 18:00:00,2024-06-10 16:00:00,Delayed
5290,5290,33,460,Truck,2024-11-24 11:00:00,2024-11-11 07:00:00,Completed
5291,5291,461,108,Ship,2024-11-22 10:00:00,2024-05-29 03:00:00,Completed
5292,5292,420,162,Truck,2024-04-10 10:00:00,2024-12-04 18:00:00,Completed
5293,5293,107,11,Truck,2024-02-24 11:00:00,2024-03-28 17:00:00,Completed
5294,5294,438,348,Truck,2024-03-19 12:00:00,2024-05-24 21:00:00,Delayed
5295,5295,81,290,Cargo Van,2024-11-14 06:00:00,2024-04-11 15:00:00,Completed
5296,5296,64,347,Truck,2024-08-09 21:00:00,2024-06-22 15:00:00,Completed
5297,5297,427,453,Ship,2024-11-09 03:00:00,2024-09-21 01:00:00,In Transit
5298,5298,456,166,Truck,2024-01-12 18:00:00,2024-04-21 08:00:00,In Transit
5299,5299,117,334,Cargo Van,2024-11-02 16:00:00,2024-01-22 07:00:00,Delayed
5300,5300,2,480,Ship,2024-08-18 05:00:00,2024-03-09 17:00:00,Delayed
5301,5301,26,308,Cargo Van,2024-03-10 20:00:00,2024-07-23 03:00:00,In Transit
5302,5302,485,154,Truck,2024-06-03 12:00:00,2024-08-28 09:00:00,Delayed
5303,5303,365,349,Cargo Van,2024-05-31 12:00:00,2024-11-28 21:00:00,Delayed
5304,5304,46,173,Ship,2024-11-12 17:00:00,2024-02-24 18:00:00,Completed
5305,5305,9,151,Air Freight,2024-07-17 08:00:00,2024-02-08 05:00:00,Delayed
5306,5306,157,117,Truck,2024-06-04 09:00:00,2024-05-22 05:00:00,Completed
5307,5307,361,405,Cargo Van,2024-09-09 09:00:00,2024-09-08 19:00:00,Delayed
5308,5308,83,303,Ship,2024-05-03 03:00:00,2024-09-05 15:00:00,Delayed
5309,5309,127,324,Cargo Van,2024-07-16 06:00:00,2024-06-20 17:00:00,Completed
5310,5310,294,82,Air Freight,2024-11-14 10:00:00,2024-11-13 13:00:00,In Transit
5311,5311,112,410,Air Freight,2024-08-03 00:00:00,2024-06-19 19:00:00,Completed
5312,5312,352,253,Cargo Van,2024-09-06 10:00:00,2024-08-31 03:00:00,In Transit
5313,5313,112,253,Ship,2024-08-17 06:00:00,2024-10-12 06:00:00,In Transit
5314,5314,200,287,Air Freight,2024-10-23 02:00:00,2024-07-13 02:00:00,Completed
5315,5315,488,422,Truck,2024-11-14 22:00:00,2024-11-16 00:00:00,In Transit
5316,5316,194,423,Ship,2024-10-10 04:00:00,2024-08-17 08:00:00,Delayed
5317,5317,280,126,Truck,2024-05-25 05:00:00,2024-02-20 09:00:00,Completed
5318,5318,228,307,Ship,2024-01-05 12:00:00,2024-01-08 18:00:00,In Transit
5319,5319,5,271,Air Freight,2024-02-14 16:00:00,2024-08-17 22:00:00,Delayed
5320,5320,389,50,Ship,2024-04-18 06:00:00,2024-09-08 20:00:00,In Transit
5321,5321,364,235,Cargo Van,2024-10-04 07:00:00,2024-05-26 23:00:00,Completed
5322,5322,495,463,Ship,2024-06-23 14:00:00,2024-08-18 21:00:00,In Transit
5323,5323,44,241,Air Freight,2024-07-18 21:00:00,2024-02-20 14:00:00,Delayed
5324,5324,486,17,Cargo Van,2024-09-13 00:00:00,2024-07-09 13:00:00,In Transit
5325,5325,157,92,Air Freight,2024-05-28 16:00:00,2024-06-07 22:00:00,Completed
5326,5326,396,159,Cargo Van,2024-06-03 14:00:00,2024-12-03 09:00:00,In Transit
5327,5327,166,291,Truck,2024-08-24 00:00:00,2024-08-23 02:00:00,Delayed
5328,5328,270,389,Air Freight,2024-01-25 23:00:00,2024-04-06 00:00:00,Delayed
5329,5329,290,131,Ship,2024-10-25 23:00:00,2024-10-18 03:00:00,Delayed
5330,5330,198,370,Ship,2024-01-17 10:00:00,2024-08-25 17:00:00,Completed
5331,5331,196,154,Cargo Van,2024-01-28 10:00:00,2024-11-09 09:00:00,In Transit
5332,5332,239,148,Ship,2024-09-24 13:00:00,2024-08-31 14:00:00,Delayed
5333,5333,368,269,Ship,2024-04-04 19:00:00,2024-07-30 23:00:00,Completed
5334,5334,474,213,Ship,2024-05-30 17:00:00,2024-01-28 05:00:00,In Transit
5335,5335,448,496,Air Freight,2024-05-29 22:00:00,2024-09-24 13:00:00,Completed
5336,5336,115,49,Truck,2024-05-18 14:00:00,2024-04-10 15:00:00,Completed
5337,5337,129,460,Truck,2024-07-13 16:00:00,2024-02-06 18:00:00,Delayed
5338,5338,387,312,Ship,2024-02-22 23:00:00,2024-03-27 04:00:00,Delayed
5339,5339,274,338,Air Freight,2024-06-09 06:00:00,2024-07-24 01:00:00,Delayed
5340,5340,131,26,Truck,2024-10-14 17:00:00,2024-04-07 19:00:00,In Transit
5341,5341,476,453,Ship,2024-10-07 09:00:00,2024-09-03 09:00:00,Completed
5342,5342,465,71,Air Freight,2024-07-22 20:00:00,2024-02-19 10:00:00,Completed
5343,5343,150,371,Truck,2024-08-24 13:00:00,2024-02-26 23:00:00,Completed
5344,5344,212,413,Cargo Van,2024-03-09 02:00:00,2024-03-09 00:00:00,Completed
5345,5345,180,464,Truck,2024-01-14 08:00:00,2024-07-10 07:00:00,In Transit
5346,5346,58,39,Cargo Van,2024-08-24 11:00:00,2024-02-11 08:00:00,Delayed
5347,5347,150,453,Air Freight,2024-07-15 07:00:00,2024-04-04 23:00:00,Completed
5348,5348,201,199,Cargo Van,2024-09-21 15:00:00,2024-04-04 08:00:00,Completed
5349,5349,407,10,Cargo Van,2024-10-13 02:00:00,2024-09-19 00:00:00,Delayed
5350,5350,198,482,Cargo Van,2024-05-23 20:00:00,2024-02-23 03:00:00,Completed
5351,5351,425,361,Cargo Van,2024-03-28 11:00:00,2024-06-28 06:00:00,Delayed
5352,5352,295,62,Truck,2024-10-04 12:00:00,2024-10-21 12:00:00,In Transit
5353,5353,417,475,Air Freight,2024-04-24 17:00:00,2024-08-10 18:00:00,Completed
5354,5354,493,79,Truck,2024-09-27 16:00:00,2024-02-25 05:00:00,Delayed
5355,5355,458,320,Truck,2024-02-28 05:00:00,2024-01-20 04:00:00,In Transit
5356,5356,337,170,Air Freight,2024-06-02 05:00:00,2024-04-10 12:00:00,Completed
5357,5357,442,480,Truck,2024-03-28 01:00:00,2024-11-05 10:00:00,Completed
5358,5358,365,169,Truck,2024-09-23 04:00:00,2024-03-20 22:00:00,Completed
5359,5359,468,377,Truck,2024-05-18 14:00:00,2024-05-22 01:00:00,Delayed
5360,5360,303,100,Cargo Van,2024-07-17 08:00:00,2024-05-17 13:00:00,In Transit
5361,5361,53,456,Truck,2024-03-17 05:00:00,2024-01-11 11:00:00,In Transit
5362,5362,70,95,Ship,2024-11-09 23:00:00,2024-11-10 07:00:00,Delayed
5363,5363,99,239,Cargo Van,2024-04-09 21:00:00,2024-01-23 09:00:00,In Transit
5364,5364,273,466,Ship,2024-10-19 12:00:00,2024-03-20 18:00:00,Completed
5365,5365,463,148,Ship,2024-05-13 09:00:00,2024-08-01 13:00:00,Completed
5366,5366,436,328,Air Freight,2024-02-26 12:00:00,2024-08-27 04:00:00,Delayed
5367,5367,144,234,Air Freight,2024-05-28 15:00:00,2024-03-09 12:00:00,Delayed
5368,5368,227,231,Ship,2024-10-25 05:00:00,2024-01-27 12:00:00,In Transit
5369,5369,484,32,Ship,2024-01-31 10:00:00,2024-01-15 04:00:00,Completed
5370,5370,279,44,Air Freight,2024-09-04 17:00:00,2024-02-01 23:00:00,Completed
5371,5371,250,250,Air Freight,2024-08-21 14:00:00,2024-04-28 02:00:00,Delayed
5372,5372,125,359,Cargo Van,2024-11-26 11:00:00,2024-10-01 07:00:00,In Transit
5373,5373,284,229,Truck,2024-10-12 01:00:00,2024-05-06 03:00:00,Delayed
5374,5374,443,477,Ship,2024-03-23 06:00:00,2024-05-11 19:00:00,Completed
5375,5375,387,459,Cargo Van,2024-11-11 21:00:00,2024-04-20 15:00:00,Completed
5376,5376,85,366,Ship,2024-06-26 08:00:00,2024-08-30 03:00:00,In Transit
5377,5377,428,288,Air Freight,2024-05-27 21:00:00,2024-07-15 19:00:00,Completed
5378,5378,296,380,Ship,2024-03-26 17:00:00,2024-03-19 08:00:00,Completed
5379,5379,329,330,Air Freight,2024-04-26 08:00:00,2024-10-26 01:00:00,Completed
5380,5380,68,497,Cargo Van,2024-10-23 10:00:00,2024-08-31 08:00:00,Delayed
5381,5381,492,160,Ship,2024-04-05 17:00:00,2024-04-11 09:00:00,Completed
5382,5382,416,380,Air Freight,2024-06-23 22:00:00,2024-08-10 03:00:00,Completed
5383,5383,400,473,Cargo Van,2024-06-02 12:00:00,2024-04-06 02:00:00,Completed
5384,5384,148,312,Truck,2024-02-01 10:00:00,2024-09-06 06:00:00,Delayed
5385,5385,92,198,Air Freight,2024-08-18 08:00:00,2024-05-17 23:00:00,In Transit
5386,5386,429,29,Truck,2024-10-19 18:00:00,2024-06-01 03:00:00,Completed
5387,5387,471,95,Air Freight,2024-05-31 14:00:00,2024-08-12 18:00:00,Delayed
5388,5388,184,197,Cargo Van,2024-04-26 01:00:00,2024-06-06 06:00:00,In Transit
5389,5389,228,387,Cargo Van,2024-10-01 05:00:00,2024-03-04 16:00:00,Completed
5390,5390,480,325,Air Freight,2024-09-04 15:00:00,2024-08-22 00:00:00,Completed
5391,5391,351,417,Air Freight,2024-10-10 17:00:00,2024-06-22 01:00:00,Delayed
5392,5392,65,439,Air Freight,2024-03-23 15:00:00,2024-12-07 16:00:00,Completed
5393,5393,239,410,Truck,2024-03-03 18:00:00,2024-05-04 02:00:00,Completed
5394,5394,280,186,Cargo Van,2024-06-12 16:00:00,2024-07-30 23:00:00,Completed
5395,5395,48,80,Truck,2024-05-12 15:00:00,2024-03-25 14:00:00,In Transit
5396,5396,6,385,Air Freight,2024-04-30 04:00:00,2024-11-25 17:00:00,In Transit
5397,5397,135,172,Truck,2024-09-05 01:00:00,2024-02-29 10:00:00,Completed
5398,5398,207,29,Cargo Van,2024-01-15 04:00:00,2024-03-15 04:00:00,In Transit
5399,5399,453,100,Truck,2024-03-16 19:00:00,2024-06-10 04:00:00,Completed
5400,5400,248,249,Ship,2024-07-29 03:00:00,2024-12-04 03:00:00,In Transit
5401,5401,360,365,Air Freight,2024-03-13 14:00:00,2024-07-24 04:00:00,Completed
5402,5402,117,470,Cargo Van,2024-10-12 13:00:00,2024-05-25 21:00:00,Completed
5403,5403,373,300,Truck,2024-10-28 01:00:00,2024-10-28 02:00:00,Delayed
5404,5404,210,169,Truck,2024-11-29 07:00:00,2024-02-04 02:00:00,In Transit
5405,5405,267,165,Truck,2024-07-14 20:00:00,2024-05-08 03:00:00,Delayed
5406,5406,469,499,Truck,2024-08-13 00:00:00,2024-06-10 06:00:00,In Transit
5407,5407,395,116,Air Freight,2024-03-15 20:00:00,2024-07-28 01:00:00,Delayed
5408,5408,399,124,Cargo Van,2024-07-21 21:00:00,2024-01-18 03:00:00,Completed
5409,5409,150,355,Air Freight,2024-02-29 18:00:00,2024-08-31 15:00:00,In Transit
5410,5410,87,44,Cargo Van,2024-06-18 02:00:00,2024-02-13 03:00:00,Delayed
5411,5411,475,189,Truck,2024-02-09 11:00:00,2024-01-21 23:00:00,In Transit
5412,5412,382,170,Air Freight,2024-01-04 19:00:00,2024-01-25 06:00:00,Completed
5413,5413,88,37,Cargo Van,2024-02-18 03:00:00,2024-09-14 11:00:00,Delayed
5414,5414,275,155,Ship,2024-01-25 05:00:00,2024-09-22 13:00:00,Completed
5415,5415,401,475,Truck,2024-09-30 13:00:00,2024-08-10 05:00:00,In Transit
5416,5416,409,59,Truck,2024-10-26 23:00:00,2024-09-30 16:00:00,Completed
5417,5417,423,152,Air Freight,2024-11-26 07:00:00,2024-11-11 22:00:00,Delayed
5418,5418,293,426,Air Freight,2024-02-11 03:00:00,2024-11-08 04:00:00,In Transit
5419,5419,347,191,Cargo Van,2024-06-27 14:00:00,2024-07-29 15:00:00,Completed
5420,5420,366,23,Truck,2024-07-12 01:00:00,2024-05-19 16:00:00,In Transit
5421,5421,434,455,Ship,2024-07-26 17:00:00,2024-08-12 09:00:00,Completed
5422,5422,249,368,Ship,2024-06-22 22:00:00,2024-10-31 08:00:00,Delayed
5423,5423,250,438,Truck,2024-10-27 04:00:00,2024-04-21 02:00:00,In Transit
5424,5424,455,25,Truck,2024-03-30 05:00:00,2024-04-05 20:00:00,Completed
5425,5425,93,428,Air Freight,2024-06-10 13:00:00,2024-01-08 02:00:00,In Transit
5426,5426,359,439,Cargo Van,2024-01-25 13:00:00,2024-12-01 18:00:00,Completed
5427,5427,419,498,Truck,2024-02-19 08:00:00,2024-06-23 11:00:00,In Transit
5428,5428,176,427,Air Freight,2024-03-16 13:00:00,2024-02-03 12:00:00,Completed
5429,5429,495,453,Cargo Van,2024-07-28 12:00:00,2024-08-24 18:00:00,Completed
5430,5430,496,138,Air Freight,2024-01-13 19:00:00,2024-04-05 13:00:00,Completed
5431,5431,452,70,Air Freight,2024-03-03 20:00:00,2024-10-27 17:00:00,Delayed
5432,5432,195,65,Truck,2024-05-23 17:00:00,2024-10-15 15:00:00,Delayed
5433,5433,199,413,Cargo Van,2024-07-23 14:00:00,2024-02-16 06:00:00,Delayed
5434,5434,428,268,Cargo Van,2024-04-10 08:00:00,2024-05-01 11:00:00,In Transit
5435,5435,35,68,Cargo Van,2024-09-27 14:00:00,2024-05-13 22:00:00,Completed
5436,5436,413,385,Air Freight,2024-07-01 22:00:00,2024-01-02 00:00:00,Completed
5437,5437,119,318,Ship,2024-10-31 01:00:00,2024-07-08 18:00:00,Delayed
5438,5438,152,100,Ship,2024-08-06 00:00:00,2024-05-16 15:00:00,In Transit
5439,5439,316,203,Cargo Van,2024-01-17 12:00:00,2024-03-09 05:00:00,Delayed
5440,5440,323,188,Ship,2024-06-30 01:00:00,2024-08-08 18:00:00,In Transit
5441,5441,359,266,Ship,2024-04-09 13:00:00,2024-08-25 06:00:00,In Transit
5442,5442,436,321,Truck,2024-11-21 09:00:00,2024-10-14 09:00:00,In Transit
5443,5443,25,404,Cargo Van,2024-09-26 22:00:00,2024-09-25 05:00:00,In Transit
5444,5444,112,432,Cargo Van,2024-05-07 04:00:00,2024-05-04 23:00:00,Completed
5445,5445,15,68,Air Freight,2024-02-20 22:00:00,2024-05-06 22:00:00,Delayed
5446,5446,495,217,Air Freight,2024-02-19 09:00:00,2024-09-21 03:00:00,Delayed
5447,5447,296,429,Cargo Van,2024-01-08 17:00:00,2024-09-01 00:00:00,In Transit
5448,5448,327,270,Truck,2024-11-16 13:00:00,2024-02-14 18:00:00,Completed
5449,5449,391,213,Ship,2024-02-24 08:00:00,2024-11-24 23:00:00,Delayed
5450,5450,145,278,Air Freight,2024-09-03 09:00:00,2024-08-20 22:00:00,In Transit
5451,5451,7,457,Ship,2024-05-15 16:00:00,2024-11-07 18:00:00,Completed
5452,5452,390,376,Cargo Van,2024-10-18 14:00:00,2024-06-29 08:00:00,Completed
5453,5453,336,14,Air Freight,2024-08-14 20:00:00,2024-03-15 17:00:00,In Transit
5454,5454,21,464,Ship,2024-04-19 08:00:00,2024-03-12 00:00:00,Completed
5455,5455,7,38,Air Freight,2024-03-07 16:00:00,2024-09-09 20:00:00,In Transit
5456,5456,376,307,Ship,2024-08-04 12:00:00,2024-07-16 10:00:00,Completed
5457,5457,22,176,Air Freight,2024-06-12 05:00:00,2024-03-19 06:00:00,Delayed
5458,5458,442,31,Air Freight,2024-02-26 01:00:00,2024-05-26 17:00:00,In Transit
5459,5459,194,346,Cargo Van,2024-01-04 10:00:00,2024-05-21 05:00:00,Delayed
5460,5460,145,65,Cargo Van,2024-02-26 07:00:00,2024-09-03 04:00:00,In Transit
5461,5461,279,345,Air Freight,2024-05-30 19:00:00,2024-03-23 13:00:00,In Transit
5462,5462,118,165,Truck,2024-09-09 12:00:00,2024-04-15 16:00:00,Delayed
5463,5463,402,477,Ship,2024-09-27 00:00:00,2024-05-15 13:00:00,Delayed
5464,5464,17,112,Air Freight,2024-05-30 19:00:00,2024-04-29 13:00:00,Delayed
5465,5465,215,405,Truck,2024-02-18 04:00:00,2024-07-29 11:00:00,Completed
5466,5466,204,440,Cargo Van,2024-02-11 10:00:00,2024-04-06 18:00:00,In Transit
5467,5467,244,458,Cargo Van,2024-08-29 13:00:00,2024-02-08 14:00:00,Delayed
5468,5468,473,457,Ship,2024-02-17 01:00:00,2024-05-25 01:00:00,Delayed
5469,5469,218,136,Ship,2024-02-04 16:00:00,2024-07-13 05:00:00,Completed
5470,5470,428,117,Truck,2024-03-12 21:00:00,2024-06-23 04:00:00,Delayed
5471,5471,171,367,Air Freight,2024-01-07 22:00:00,2024-05-03 18:00:00,Delayed
5472,5472,413,71,Air Freight,2024-08-09 23:00:00,2024-10-19 09:00:00,Delayed
5473,5473,37,107,Ship,2024-07-06 20:00:00,2024-06-20 02:00:00,Completed
5474,5474,392,61,Truck,2024-11-04 09:00:00,2024-08-15 05:00:00,Delayed
5475,5475,47,183,Air Freight,2024-05-05 21:00:00,2024-10-14 22:00:00,In Transit
5476,5476,67,408,Cargo Van,2024-01-05 22:00:00,2024-04-14 15:00:00,Completed
5477,5477,400,256,Cargo Van,2024-05-02 10:00:00,2024-04-10 19:00:00,Delayed
5478,5478,313,178,Cargo Van,2024-11-09 16:00:00,2024-07-30 18:00:00,Delayed
5479,5479,249,495,Air Freight,2024-08-01 18:00:00,2024-04-13 00:00:00,Completed
5480,5480,475,55,Cargo Van,2024-02-11 11:00:00,2024-04-07 17:00:00,In Transit
5481,5481,271,21,Air Freight,2024-01-06 18:00:00,2024-03-12 07:00:00,Delayed
5482,5482,103,255,Ship,2024-09-29 15:00:00,2024-10-22 13:00:00,In Transit
5483,5483,61,42,Truck,2024-05-27 14:00:00,2024-04-30 12:00:00,Completed
5484,5484,105,383,Cargo Van,2024-02-04 23:00:00,2024-08-16 05:00:00,In Transit
5485,5485,242,123,Cargo Van,2024-10-30 06:00:00,2024-09-25 14:00:00,Completed
5486,5486,55,262,Cargo Van,2024-06-21 06:00:00,2024-04-06 09:00:00,Delayed
5487,5487,326,60,Cargo Van,2024-01-13 12:00:00,2024-11-14 05:00:00,In Transit
5488,5488,161,144,Truck,2024-01-23 10:00:00,2024-08-31 07:00:00,Delayed
5489,5489,173,55,Cargo Van,2024-10-27 10:00:00,2024-06-07 17:00:00,Completed
5490,5490,279,28,Truck,2024-09-20 15:00:00,2024-06-27 03:00:00,Delayed
5491,5491,451,344,Truck,2024-06-05 04:00:00,2024-05-03 21:00:00,In Transit
5492,5492,81,131,Cargo Van,2024-07-08 11:00:00,2024-09-28 05:00:00,Delayed
5493,5493,346,500,Cargo Van,2024-05-15 11:00:00,2024-06-27 15:00:00,In Transit
5494,5494,35,184,Air Freight,2024-03-17 06:00:00,2024-10-06 11:00:00,Delayed
5495,5495,263,102,Truck,2024-05-08 18:00:00,2024-06-08 21:00:00,Completed
5496,5496,14,341,Ship,2024-11-05 19:00:00,2024-03-01 11:00:00,Completed
5497,5497,338,321,Air Freight,2024-01-22 18:00:00,2024-04-25 05:00:00,Delayed
5498,5498,432,454,Ship,2024-11-24 16:00:00,2024-05-21 23:00:00,Completed
5499,5499,412,325,Air Freight,2024-01-06 00:00:00,2024-07-23 17:00:00,In Transit
5500,5500,64,321,Ship,2024-03-20 21:00:00,2024-03-21 12:00:00,In Transit
5501,5501,222,380,Truck,2024-05-08 04:00:00,2024-06-16 16:00:00,Delayed
