partner_id,partner_name,vehicle_type,driver_name,experience_years,rating,city,availability_status
394,DB Schenker,Air Freight,Driver_394,17,4.64,London,Available
395,XPO Logistics,Cargo Van,Driver_395,22,4.37,Dubai,Offline
396,C.H. Robinson,Air Freight,Driver_396,14,3.57,Singapore,Available
397,Nippon Express,Cargo Van,Driver_397,15,3.99,Dubai,Busy
398,Kuehne + Nagel,Truck,Driver_398,8,3.69,Mumbai,Offline
399,SF Express,Truck,Driver_399,14,4.9,Sydney,Busy
400,Blue Dart Express,Cargo Van,Driver_400,20,3.32,New York,Available
401,UPS Logistics,Cargo Van,Driver_401,16,4.96,Singapore,Busy
402,DHL Express,Air Freight,Driver_402,20,3.55,New York,Available
403,Maersk Logistics,Cargo Van,Driver_403,18,3.09,Sydney,Available
404,DB Schenker,Ship,Driver_404,17,3.59,New York,Offline
405,XPO Logistics,Cargo Van,Driver_405,16,4.9,Singapore,Busy
406,C.H. Robinson,Air Freight,Driver_406,17,3.77,Dubai,Offline
407,Nippon Express,Truck,Driver_407,4,3.44,London,Busy
408,Kuehne + Nagel,Cargo Van,Driver_408,11,4.43,Berlin,Busy
409,SF Express,Cargo Van,Driver_409,18,3.41,Berlin,Offline
410,Blue Dart Express,Ship,Driver_410,8,3.71,New York,Available
411,UPS Logistics,Truck,Driver_411,16,4.75,London,Offline
412,DHL Express,Truck,Driver_412,16,3.75,London,Offline
413,Maersk Logistics,Truck,Driver_413,20,4.4,Toronto,Offline
414,DB Schenker,Truck,Driver_414,14,4.8,Mumbai,Offline
415,XPO Logistics,Ship,Driver_415,1,4.01,Toronto,Busy
416,C.H. Robinson,Truck,Driver_416,4,4.81,Singapore,Available
417,Nippon Express,Air Freight,Driver_417,13,3.73,Sydney,Busy
418,Kuehne + Nagel,Cargo Van,Driver_418,17,3.21,Singapore,Available
419,SF Express,Cargo Van,Driver_419,15,4.99,Berlin,Offline
420,Blue Dart Express,Ship,Driver_420,16,3.06,Dubai,Busy
421,UPS Logistics,Cargo Van,Driver_421,1,4.0,Sydney,Available
422,DHL Express,Truck,Driver_422,14,3.96,Mumbai,Available
423,Maersk Logistics,Truck,Driver_423,20,3.71,Dubai,Available
424,DB Schenker,Ship,Driver_424,24,4.89,New York,Available
425,XPO Logistics,Cargo Van,Driver_425,5,3.66,Berlin,Busy
426,C.H. Robinson,Air Freight,Driver_426,6,3.93,Singapore,Available
427,Nippon Express,Truck,Driver_427,17,4.51,Dubai,Available
428,Kuehne + Nagel,Cargo Van,Driver_428,9,3.95,Berlin,Offline
429,SF Express,Air Freight,Driver_429,7,4.37,Sydney,Busy
430,Blue Dart Express,Ship,Driver_430,24,4.45,Mumbai,Busy
431,UPS Logistics,Truck,Driver_431,14,4.87,New York,Offline
432,DHL Express,Ship,Driver_432,5,4.47,Mumbai,Offline
433,Maersk Logistics,Air Freight,Driver_433,12,4.07,London,Offline
434,DB Schenker,Ship,Driver_434,22,3.09,Berlin,Offline
435,XPO Logistics,Cargo Van,Driver_435,24,3.64,Berlin,Available
436,C.H. Robinson,Cargo Van,Driver_436,12,3.2,Sydney,Busy
437,Nippon Express,Ship,Driver_437,16,4.89,Sydney,Busy
438,Kuehne + Nagel,Ship,Driver_438,9,4.78,Mumbai,Available
439,SF Express,Ship,Driver_439,21,3.45,Singapore,Offline
440,Blue Dart Express,Cargo Van,Driver_440,22,3.09,Sydney,Available
441,UPS Logistics,Ship,Driver_441,21,4.35,Berlin,Available
442,DHL Express,Truck,Driver_442,5,3.04,Sydney,Busy
443,Maersk Logistics,Truck,Driver_443,4,3.57,Singapore,Busy
444,DB Schenker,Ship,Driver_444,24,4.23,Singapore,Offline
445,XPO Logistics,Air Freight,Driver_445,3,4.68,Dubai,Offline
446,C.H. Robinson,Air Freight,Driver_446,22,4.41,Sydney,Available
447,Nippon Express,Air Freight,Driver_447,9,4.07,Mumbai,Available
448,Kuehne + Nagel,Cargo Van,Driver_448,9,4.74,Toronto,Offline
449,SF Express,Air Freight,Driver_449,14,3.71,Mumbai,Available
450,Blue Dart Express,Truck,Driver_450,18,3.75,Sydney,Busy
451,UPS Logistics,Cargo Van,Driver_451,8,3.72,Dubai,Offline
452,DHL Express,Truck,Driver_452,15,3.16,Singapore,Offline
453,Maersk Logistics,Air Freight,Driver_453,17,4.7,Mumbai,Busy
454,DB Schenker,Truck,Driver_454,20,3.8,Mumbai,Busy
455,XPO Logistics,Cargo Van,Driver_455,20,3.18,Berlin,Busy
456,C.H. Robinson,Ship,Driver_456,15,3.79,Toronto,Offline
457,Nippon Express,Cargo Van,Driver_457,23,3.25,London,Busy
458,Kuehne + Nagel,Cargo Van,Driver_458,20,3.54,London,Offline
459,SF Express,Air Freight,Driver_459,2,4.56,London,Busy
460,Blue Dart Express,Cargo Van,Driver_460,5,3.21,London,Available
461,UPS Logistics,Ship,Driver_461,22,4.95,Mumbai,Busy
462,DHL Express,Air Freight,Driver_462,17,3.45,Singapore,Offline
463,Maersk Logistics,Air Freight,Driver_463,3,3.42,London,Available
464,DB Schenker,Ship,Driver_464,21,3.57,London,Offline
465,XPO Logistics,Ship,Driver_465,9,4.95,Singapore,Available
466,C.H. Robinson,Air Freight,Driver_466,11,4.01,New York,Busy
467,Nippon Express,Cargo Van,Driver_467,13,3.93,Singapore,Available
468,Kuehne + Nagel,Ship,Driver_468,10,3.63,Singapore,Busy
469,SF Express,Cargo Van,Driver_469,2,3.98,Toronto,Offline
470,Blue Dart Express,Truck,Driver_470,8,4.35,New York,Available
471,UPS Logistics,Truck,Driver_471,18,4.09,Singapore,Available
472,DHL Express,Ship,Driver_472,18,4.91,Sydney,Offline
473,Maersk Logistics,Air Freight,Driver_473,20,3.96,New York,Offline
474,DB Schenker,Truck,Driver_474,7,3.33,Dubai,Available
475,XPO Logistics,Ship,Driver_475,24,3.41,Dubai,Busy
476,C.H. Robinson,Cargo Van,Driver_476,8,3.86,Sydney,Offline
477,Nippon Express,Ship,Driver_477,7,3.55,Sydney,Offline
478,Kuehne + Nagel,Truck,Driver_478,10,4.68,Dubai,Available
479,SF Express,Cargo Van,Driver_479,21,4.22,Toronto,Busy
480,Blue Dart Express,Ship,Driver_480,19,4.86,London,Offline
481,UPS Logistics,Air Freight,Driver_481,9,4.65,Dubai,Busy
482,DHL Express,Air Freight,Driver_482,11,3.02,Singapore,Offline
483,Maersk Logistics,Air Freight,Driver_483,20,4.58,Sydney,Busy
484,DB Schenker,Truck,Driver_484,17,4.68,Dubai,Offline
485,XPO Logistics,Air Freight,Driver_485,7,3.41,New York,Offline
486,C.H. Robinson,Ship,Driver_486,21,4.47,Berlin,Offline
487,Nippon Express,Cargo Van,Driver_487,20,3.19,Sydney,Available
488,Kuehne + Nagel,Ship,Driver_488,19,3.85,Berlin,Offline
489,SF Express,Truck,Driver_489,11,4.7,London,Available
490,Blue Dart Express,Air Freight,Driver_490,7,3.05,New York,Available
491,UPS Logistics,Air Freight,Driver_491,14,4.44,Mumbai,Busy
492,DHL Express,Cargo Van,Driver_492,6,4.3,Berlin,Offline
493,Maersk Logistics,Air Freight,Driver_493,24,4.96,New York,Available
494,DB Schenker,Ship,Driver_494,15,4.96,Singapore,Offline
495,XPO Logistics,Truck,Driver_495,18,4.09,Mumbai,Busy
496,C.H. Robinson,Air Freight,Driver_496,14,3.49,New York,Available
497,Nippon Express,Cargo Van,Driver_497,11,3.15,Berlin,Offline
498,Kuehne + Nagel,Cargo Van,Driver_498,24,4.58,Berlin,Busy
499,SF Express,Truck,Driver_499,7,3.83,Mumbai,Offline
500,Blue Dart Express,Ship,Driver_500,9,4.98,New York,Available
501,UPS Logistics,Air Freight,Driver_501,20,4.48,Sydney,Busy
502,DHL Express,Truck,Driver_502,11,4.65,Dubai,Available
503,Maersk Logistics,Ship,Driver_503,1,4.62,Sydney,Offline
504,DB Schenker,Cargo Van,Driver_504,1,3.0,New York,Busy
505,XPO Logistics,Air Freight,Driver_505,19,4.34,Berlin,Offline
506,C.H. Robinson,Ship,Driver_506,12,3.31,Mumbai,Offline
507,Nippon Express,Air Freight,Driver_507,15,4.78,Mumbai,Offline
508,Kuehne + Nagel,Ship,Driver_508,12,4.72,Singapore,Busy
509,SF Express,Cargo Van,Driver_509,2,3.08,Toronto,Available
510,Blue Dart Express,Cargo Van,Driver_510,14,4.33,Toronto,Available
511,UPS Logistics,Cargo Van,Driver_511,1,4.77,Sydney,Busy
512,DHL Express,Ship,Driver_512,12,3.94,Dubai,Offline
513,Maersk Logistics,Air Freight,Driver_513,16,4.22,London,Busy
514,DB Schenker,Ship,Driver_514,20,3.37,Singapore,Busy
515,XPO Logistics,Ship,Driver_515,21,4.09,Mumbai,Available
516,C.H. Robinson,Cargo Van,Driver_516,17,3.24,Sydney,Available
517,Nippon Express,Air Freight,Driver_517,12,3.48,Sydney,Busy
518,Kuehne + Nagel,Truck,Driver_518,23,4.85,Toronto,Offline
519,SF Express,Ship,Driver_519,20,3.74,London,Available
520,Blue Dart Express,Ship,Driver_520,10,4.76,London,Available
521,UPS Logistics,Cargo Van,Driver_521,6,3.47,London,Available
522,DHL Express,Cargo Van,Driver_522,15,3.42,Sydney,Available
523,Maersk Logistics,Cargo Van,Driver_523,14,3.96,Toronto,Busy
524,DB Schenker,Truck,Driver_524,3,4.43,New York,Available
525,XPO Logistics,Truck,Driver_525,6,4.39,New York,Busy
526,C.H. Robinson,Truck,Driver_526,17,3.21,Toronto,Available
527,Nippon Express,Cargo Van,Driver_527,16,4.16,Toronto,Available
528,Kuehne + Nagel,Truck,Driver_528,4,3.72,New York,Available
529,SF Express,Ship,Driver_529,21,3.48,Berlin,Offline
530,Blue Dart Express,Air Freight,Driver_530,10,3.77,New York,Busy
531,UPS Logistics,Air Freight,Driver_531,16,3.69,London,Offline
532,DHL Express,Air Freight,Driver_532,11,4.42,Sydney,Available
533,Maersk Logistics,Truck,Driver_533,3,4.66,Sydney,Offline
534,DB Schenker,Air Freight,Driver_534,8,3.97,Berlin,Busy
535,XPO Logistics,Ship,Driver_535,9,4.81,Toronto,Available
536,C.H. Robinson,Air Freight,Driver_536,3,3.84,Toronto,Busy
537,Nippon Express,Cargo Van,Driver_537,20,4.68,Dubai,Offline
538,Kuehne + Nagel,Truck,Driver_538,13,3.6,New York,Offline
539,SF Express,Cargo Van,Driver_539,4,3.57,Dubai,Busy
540,Blue Dart Express,Truck,Driver_540,12,4.43,Dubai,Busy
541,UPS Logistics,Cargo Van,Driver_541,11,3.15,Sydney,Busy
542,DHL Express,Air Freight,Driver_542,13,4.21,Dubai,Busy
543,Maersk Logistics,Truck,Driver_543,14,3.9,Sydney,Offline
544,DB Schenker,Air Freight,Driver_544,1,3.83,Sydney,Busy
545,XPO Logistics,Cargo Van,Driver_545,4,3.46,Singapore,Offline
546,C.H. Robinson,Truck,Driver_546,21,3.91,Toronto,Offline
547,Nippon Express,Cargo Van,Driver_547,14,3.37,Sydney,Busy
548,Kuehne + Nagel,Air Freight,Driver_548,12,3.1,New York,Busy
549,SF Express,Air Freight,Driver_549,18,4.38,London,Offline
550,Blue Dart Express,Cargo Van,Driver_550,19,4.21,New York,Busy
551,UPS Logistics,Ship,Driver_551,3,4.51,London,Offline
552,DHL Express,Cargo Van,Driver_552,11,4.83,Sydney,Available
553,Maersk Logistics,Air Freight,Driver_553,23,4.4,Berlin,Offline
554,DB Schenker,Truck,Driver_554,24,4.73,Berlin,Offline
555,XPO Logistics,Ship,Driver_555,5,3.04,Singapore,Available
556,C.H. Robinson,Cargo Van,Driver_556,14,3.77,London,Busy
557,Nippon Express,Ship,Driver_557,24,3.74,Sydney,Available
558,Kuehne + Nagel,Ship,Driver_558,23,4.59,Toronto,Busy
559,SF Express,Cargo Van,Driver_559,4,4.56,London,Available
560,Blue Dart Express,Truck,Driver_560,19,4.55,Mumbai,Busy
561,UPS Logistics,Air Freight,Driver_561,14,4.33,Dubai,Available
562,DHL Express,Air Freight,Driver_562,4,4.1,Berlin,Offline
563,Maersk Logistics,Cargo Van,Driver_563,2,3.63,London,Offline
564,DB Schenker,Cargo Van,Driver_564,18,4.02,Sydney,Available
565,XPO Logistics,Ship,Driver_565,20,4.6,Mumbai,Busy
566,C.H. Robinson,Ship,Driver_566,9,3.98,Singapore,Available
567,Nippon Express,Cargo Van,Driver_567,15,3.73,London,Busy
568,Kuehne + Nagel,Truck,Driver_568,22,4.53,Toronto,Available
569,SF Express,Cargo Van,Driver_569,19,3.74,New York,Available
570,Blue Dart Express,Truck,Driver_570,2,4.43,Sydney,Offline
571,UPS Logistics,Cargo Van,Driver_571,2,4.76,Toronto,Available
572,DHL Express,Cargo Van,Driver_572,3,4.87,Toronto,Offline
573,Maersk Logistics,Ship,Driver_573,23,4.77,London,Offline
574,DB Schenker,Ship,Driver_574,20,4.87,Sydney,Busy
575,XPO Logistics,Truck,Driver_575,14,4.97,Singapore,Busy
576,C.H. Robinson,Truck,Driver_576,12,3.42,Berlin,Busy
577,Nippon Express,Ship,Driver_577,21,3.02,Toronto,Available
578,Kuehne + Nagel,Truck,Driver_578,10,3.52,London,Available
579,SF Express,Truck,Driver_579,11,4.88,New York,Available
580,Blue Dart Express,Air Freight,Driver_580,2,4.87,Sydney,Available
581,UPS Logistics,Air Freight,Driver_581,8,3.35,Berlin,Busy
582,DHL Express,Ship,Driver_582,19,4.11,Dubai,Available
583,Maersk Logistics,Cargo Van,Driver_583,12,3.38,New York,Available
584,DB Schenker,Truck,Driver_584,3,4.33,London,Offline
585,XPO Logistics,Air Freight,Driver_585,12,4.8,Toronto,Offline
586,C.H. Robinson,Ship,Driver_586,6,4.96,New York,Offline
587,Nippon Express,Ship,Driver_587,17,3.69,Dubai,Offline
588,Kuehne + Nagel,Cargo Van,Driver_588,14,3.23,London,Busy
589,SF Express,Ship,Driver_589,4,3.79,New York,Available
590,Blue Dart Express,Ship,Driver_590,3,3.23,Mumbai,Available
591,UPS Logistics,Cargo Van,Driver_591,23,3.96,New York,Busy
592,DHL Express,Truck,Driver_592,20,4.79,London,Available
593,Maersk Logistics,Cargo Van,Driver_593,11,3.65,Sydney,Busy
594,DB Schenker,Ship,Driver_594,24,3.33,New York,Available
595,XPO Logistics,Air Freight,Driver_595,15,4.02,Berlin,Busy
596,C.H. Robinson,Air Freight,Driver_596,15,4.25,Mumbai,Available
597,Nippon Express,Ship,Driver_597,11,3.16,New York,Busy
598,Kuehne + Nagel,Truck,Driver_598,20,3.91,Singapore,Available
599,SF Express,Air Freight,Driver_599,9,4.99,Toronto,Busy
600,Blue Dart Express,Air Freight,Driver_600,14,4.89,London,Busy
601,UPS Logistics,Cargo Van,Driver_601,11,3.53,Dubai,Available
602,DHL Express,Cargo Van,Driver_602,18,4.49,Singapore,Busy
603,Maersk Logistics,Air Freight,Driver_603,18,4.46,Toronto,Offline
604,DB Schenker,Air Freight,Driver_604,17,4.89,London,Busy
605,XPO Logistics,Cargo Van,Driver_605,13,3.43,Toronto,Offline
606,C.H. Robinson,Ship,Driver_606,19,4.69,New York,Offline
607,Nippon Express,Cargo Van,Driver_607,8,3.85,Berlin,Busy
608,Kuehne + Nagel,Truck,Driver_608,22,3.06,Berlin,Available
609,SF Express,Truck,Driver_609,6,4.01,London,Offline
610,Blue Dart Express,Truck,Driver_610,23,4.4,London,Available
611,UPS Logistics,Truck,Driver_611,23,3.04,Toronto,Offline
612,DHL Express,Truck,Driver_612,11,3.06,Berlin,Busy
613,Maersk Logistics,Cargo Van,Driver_613,5,4.3,Berlin,Busy
614,DB Schenker,Ship,Driver_614,7,4.31,Sydney,Busy
615,XPO Logistics,Air Freight,Driver_615,20,3.82,London,Available
616,C.H. Robinson,Cargo Van,Driver_616,12,3.64,Mumbai,Offline
617,Nippon Express,Truck,Driver_617,24,4.76,New York,Busy
618,Kuehne + Nagel,Ship,Driver_618,18,4.79,London,Available
619,SF Express,Ship,Driver_619,17,3.58,Sydney,Offline
620,Blue Dart Express,Cargo Van,Driver_620,16,3.22,Dubai,Available
621,UPS Logistics,Truck,Driver_621,12,3.87,Mumbai,Offline
622,DHL Express,Truck,Driver_622,21,4.26,Berlin,Busy
623,Maersk Logistics,Cargo Van,Driver_623,24,3.13,Toronto,Offline
624,DB Schenker,Cargo Van,Driver_624,1,4.13,New York,Busy
625,XPO Logistics,Ship,Driver_625,1,4.46,Singapore,Offline
626,C.H. Robinson,Cargo Van,Driver_626,21,3.99,Singapore,Offline
627,Nippon Express,Truck,Driver_627,23,4.25,Berlin,Busy
628,Kuehne + Nagel,Truck,Driver_628,13,4.03,London,Busy
629,SF Express,Ship,Driver_629,16,4.69,Mumbai,Offline
630,Blue Dart Express,Ship,Driver_630,23,3.23,Sydney,Available
631,UPS Logistics,Ship,Driver_631,24,4.47,Toronto,Available
632,DHL Express,Cargo Van,Driver_632,14,4.32,New York,Available
633,Maersk Logistics,Truck,Driver_633,22,3.46,Dubai,Offline
634,DB Schenker,Ship,Driver_634,9,4.49,Sydney,Offline
635,XPO Logistics,Cargo Van,Driver_635,6,4.69,Berlin,Available
636,C.H. Robinson,Cargo Van,Driver_636,10,4.24,London,Busy
637,Nippon Express,Truck,Driver_637,24,3.95,Mumbai,Available
638,Kuehne + Nagel,Truck,Driver_638,9,4.88,Toronto,Available
639,SF Express,Air Freight,Driver_639,5,4.76,Mumbai,Offline
640,Blue Dart Express,Air Freight,Driver_640,10,3.43,London,Offline
641,UPS Logistics,Ship,Driver_641,9,4.99,London,Offline
642,DHL Express,Air Freight,Driver_642,2,4.77,Toronto,Offline
643,Maersk Logistics,Cargo Van,Driver_643,6,3.69,Toronto,Available
644,DB Schenker,Cargo Van,Driver_644,7,3.2,Berlin,Busy
645,XPO Logistics,Truck,Driver_645,8,3.69,Berlin,Available
646,C.H. Robinson,Ship,Driver_646,8,3.07,Berlin,Busy
647,Nippon Express,Air Freight,Driver_647,22,4.51,Singapore,Offline
648,Kuehne + Nagel,Cargo Van,Driver_648,3,4.07,Sydney,Available
649,SF Express,Ship,Driver_649,2,3.56,Singapore,Busy
650,Blue Dart Express,Cargo Van,Driver_650,13,4.32,Toronto,Offline
651,UPS Logistics,Cargo Van,Driver_651,10,3.86,Berlin,Offline
652,DHL Express,Ship,Driver_652,8,3.03,London,Available
653,Maersk Logistics,Cargo Van,Driver_653,11,4.2,Berlin,Offline
654,DB Schenker,Ship,Driver_654,3,3.47,Berlin,Busy
655,XPO Logistics,Truck,Driver_655,7,3.5,London,Available
656,C.H. Robinson,Air Freight,Driver_656,6,4.49,Mumbai,Offline
657,Nippon Express,Air Freight,Driver_657,1,4.67,New York,Available
658,Kuehne + Nagel,Air Freight,Driver_658,3,4.05,New York,Busy
659,SF Express,Ship,Driver_659,13,4.85,Mumbai,Available
660,Blue Dart Express,Cargo Van,Driver_660,24,4.27,Dubai,Available
661,UPS Logistics,Air Freight,Driver_661,2,3.39,Dubai,Available
662,DHL Express,Air Freight,Driver_662,18,3.84,Singapore,Available
663,Maersk Logistics,Air Freight,Driver_663,7,4.64,Mumbai,Busy
664,DB Schenker,Ship,Driver_664,20,3.18,Toronto,Available
665,XPO Logistics,Ship,Driver_665,6,3.29,Toronto,Offline
666,C.H. Robinson,Cargo Van,Driver_666,6,4.58,New York,Offline
667,Nippon Express,Air Freight,Driver_667,17,4.15,Berlin,Busy
668,Kuehne + Nagel,Truck,Driver_668,8,4.79,New York,Offline
669,SF Express,Truck,Driver_669,6,3.08,Singapore,Busy
670,Blue Dart Express,Air Freight,Driver_670,11,3.27,Toronto,Busy
671,UPS Logistics,Cargo Van,Driver_671,17,3.71,London,Offline
672,DHL Express,Air Freight,Driver_672,20,3.55,New York,Offline
673,Maersk Logistics,Cargo Van,Driver_673,1,3.38,Singapore,Available
674,DB Schenker,Air Freight,Driver_674,12,4.28,Toronto,Available
675,XPO Logistics,Air Freight,Driver_675,8,3.07,Dubai,Offline
676,C.H. Robinson,Truck,Driver_676,7,4.38,Mumbai,Available
677,Nippon Express,Air Freight,Driver_677,5,3.26,New York,Busy
678,Kuehne + Nagel,Cargo Van,Driver_678,19,3.9,New York,Offline
679,SF Express,Ship,Driver_679,10,4.88,Toronto,Available
680,Blue Dart Express,Cargo Van,Driver_680,19,4.66,New York,Busy
681,UPS Logistics,Cargo Van,Driver_681,10,3.99,Toronto,Offline
682,DHL Express,Cargo Van,Driver_682,18,4.25,Singapore,Available
683,Maersk Logistics,Truck,Driver_683,18,4.2,Sydney,Busy
684,DB Schenker,Cargo Van,Driver_684,1,3.4,London,Offline
685,XPO Logistics,Truck,Driver_685,23,4.37,London,Available
686,C.H. Robinson,Truck,Driver_686,14,4.28,Singapore,Busy
687,Nippon Express,Truck,Driver_687,1,4.53,Mumbai,Offline
688,Kuehne + Nagel,Ship,Driver_688,24,3.91,Mumbai,Busy
689,SF Express,Air Freight,Driver_689,20,3.78,Toronto,Available
690,Blue Dart Express,Cargo Van,Driver_690,15,4.5,Dubai,Busy
691,UPS Logistics,Cargo Van,Driver_691,10,3.28,New York,Available
692,DHL Express,Ship,Driver_692,13,3.07,Toronto,Available
693,Maersk Logistics,Truck,Driver_693,19,3.6,New York,Available
694,DB Schenker,Truck,Driver_694,14,3.32,Mumbai,Available
695,XPO Logistics,Air Freight,Driver_695,12,4.47,Singapore,Busy
696,C.H. Robinson,Air Freight,Driver_696,17,3.43,New York,Available
697,Nippon Express,Cargo Van,Driver_697,13,4.77,Sydney,Available
698,Kuehne + Nagel,Cargo Van,Driver_698,6,4.92,Toronto,Available
699,SF Express,Cargo Van,Driver_699,5,3.24,Mumbai,Available
700,Blue Dart Express,Truck,Driver_700,6,3.1,Toronto,Available
701,UPS Logistics,Cargo Van,Driver_701,3,3.67,Mumbai,Offline
702,DHL Express,Truck,Driver_702,20,3.48,New York,Busy
703,Maersk Logistics,Ship,Driver_703,15,4.35,Singapore,Available
704,DB Schenker,Air Freight,Driver_704,24,3.23,Dubai,Offline
705,XPO Logistics,Truck,Driver_705,17,4.99,Berlin,Offline
706,C.H. Robinson,Air Freight,Driver_706,14,4.34,Singapore,Offline
707,Nippon Express,Cargo Van,Driver_707,17,3.49,Sydney,Busy
708,Kuehne + Nagel,Air Freight,Driver_708,8,4.0,New York,Busy
709,SF Express,Air Freight,Driver_709,1,3.65,Mumbai,Offline
710,Blue Dart Express,Cargo Van,Driver_710,1,4.73,Mumbai,Available
711,UPS Logistics,Truck,Driver_711,15,3.47,Sydney,Busy
712,DHL Express,Cargo Van,Driver_712,19,4.37,Singapore,Offline
713,Maersk Logistics,Cargo Van,Driver_713,20,3.93,Berlin,Offline
714,DB Schenker,Air Freight,Driver_714,16,3.55,London,Busy
715,XPO Logistics,Air Freight,Driver_715,17,3.6,Sydney,Busy
716,C.H. Robinson,Truck,Driver_716,11,3.01,Dubai,Offline
717,Nippon Express,Air Freight,Driver_717,11,3.06,Toronto,Busy
718,Kuehne + Nagel,Ship,Driver_718,13,3.84,Toronto,Available
719,SF Express,Ship,Driver_719,5,3.3,Dubai,Available
720,Blue Dart Express,Air Freight,Driver_720,17,3.68,Berlin,Available
721,UPS Logistics,Cargo Van,Driver_721,6,4.4,Toronto,Available
722,DHL Express,Cargo Van,Driver_722,22,3.33,Toronto,Busy
723,Maersk Logistics,Truck,Driver_723,11,4.51,Dubai,Available
724,DB Schenker,Truck,Driver_724,14,3.48,Singapore,Available
725,XPO Logistics,Air Freight,Driver_725,14,3.3,Mumbai,Busy
726,C.H. Robinson,Air Freight,Driver_726,12,3.17,Berlin,Offline
727,Nippon Express,Ship,Driver_727,19,3.07,Mumbai,Available
728,Kuehne + Nagel,Truck,Driver_728,5,3.97,Singapore,Busy
729,SF Express,Truck,Driver_729,12,3.0,London,Busy
730,Blue Dart Express,Ship,Driver_730,14,4.7,Toronto,Busy
731,UPS Logistics,Truck,Driver_731,2,4.49,London,Offline
732,DHL Express,Air Freight,Driver_732,5,3.98,Berlin,Busy
733,Maersk Logistics,Ship,Driver_733,2,4.51,Mumbai,Offline
734,DB Schenker,Cargo Van,Driver_734,19,4.57,New York,Offline
735,XPO Logistics,Cargo Van,Driver_735,11,3.66,Mumbai,Busy
736,C.H. Robinson,Truck,Driver_736,4,4.34,Mumbai,Busy
737,Nippon Express,Ship,Driver_737,10,4.4,Dubai,Offline
738,Kuehne + Nagel,Truck,Driver_738,6,4.35,Sydney,Busy
739,SF Express,Cargo Van,Driver_739,9,4.18,Dubai,Offline
740,Blue Dart Express,Cargo Van,Driver_740,6,4.23,Singapore,Available
741,UPS Logistics,Ship,Driver_741,4,4.35,London,Available
742,DHL Express,Cargo Van,Driver_742,20,3.34,Dubai,Busy
743,Maersk Logistics,Truck,Driver_743,17,3.2,New York,Available
744,DB Schenker,Truck,Driver_744,20,4.13,Dubai,Available
745,XPO Logistics,Air Freight,Driver_745,16,4.86,Mumbai,Busy
746,C.H. Robinson,Truck,Driver_746,11,3.32,Dubai,Offline
747,Nippon Express,Cargo Van,Driver_747,14,4.25,London,Offline
748,Kuehne + Nagel,Air Freight,Driver_748,6,4.2,Singapore,Available
749,SF Express,Cargo Van,Driver_749,9,3.78,Sydney,Available
750,Blue Dart Express,Air Freight,Driver_750,17,4.06,Berlin,Available
751,UPS Logistics,Air Freight,Driver_751,13,3.77,New York,Available
752,DHL Express,Truck,Driver_752,6,4.89,Toronto,Busy
753,Maersk Logistics,Ship,Driver_753,11,4.03,Sydney,Busy
754,DB Schenker,Cargo Van,Driver_754,2,3.25,London,Offline
755,XPO Logistics,Air Freight,Driver_755,20,3.97,Singapore,Offline
756,C.H. Robinson,Air Freight,Driver_756,14,4.1,London,Offline
757,Nippon Express,Cargo Van,Driver_757,23,4.94,Sydney,Offline
758,Kuehne + Nagel,Cargo Van,Driver_758,3,4.2,Dubai,Busy
759,SF Express,Ship,Driver_759,18,3.64,Toronto,Available
760,Blue Dart Express,Truck,Driver_760,2,4.06,London,Busy
761,UPS Logistics,Ship,Driver_761,21,4.26,Toronto,Available
762,DHL Express,Truck,Driver_762,5,3.93,Toronto,Available
763,Maersk Logistics,Air Freight,Driver_763,24,4.35,Sydney,Available
764,DB Schenker,Cargo Van,Driver_764,15,4.15,Toronto,Available
765,XPO Logistics,Cargo Van,Driver_765,10,4.93,Toronto,Available
766,C.H. Robinson,Air Freight,Driver_766,7,3.45,Dubai,Offline
767,Nippon Express,Truck,Driver_767,22,4.78,Dubai,Offline
768,Kuehne + Nagel,Truck,Driver_768,22,4.77,Sydney,Available
769,SF Express,Ship,Driver_769,16,4.52,Toronto,Offline
770,Blue Dart Express,Truck,Driver_770,4,3.31,Sydney,Available
771,UPS Logistics,Cargo Van,Driver_771,8,4.94,New York,Offline
772,DHL Express,Ship,Driver_772,3,4.81,Singapore,Available
773,Maersk Logistics,Truck,Driver_773,12,4.25,London,Busy
774,DB Schenker,Truck,Driver_774,23,4.19,Dubai,Busy
775,XPO Logistics,Cargo Van,Driver_775,19,3.68,Dubai,Busy
776,C.H. Robinson,Cargo Van,Driver_776,13,4.14,London,Busy
777,Nippon Express,Truck,Driver_777,4,4.26,London,Offline
778,Kuehne + Nagel,Truck,Driver_778,5,4.75,Sydney,Available
779,SF Express,Cargo Van,Driver_779,7,3.8,Toronto,Available
780,Blue Dart Express,Cargo Van,Driver_780,21,3.03,London,Busy
781,UPS Logistics,Truck,Driver_781,6,3.77,London,Busy
782,DHL Express,Cargo Van,Driver_782,20,4.14,Berlin,Offline
783,Maersk Logistics,Ship,Driver_783,2,3.16,Dubai,Busy
784,DB Schenker,Truck,Driver_784,9,4.69,Mumbai,Available
785,XPO Logistics,Ship,Driver_785,8,3.97,Berlin,Offline
786,C.H. Robinson,Cargo Van,Driver_786,4,4.25,London,Available
787,Nippon Express,Truck,Driver_787,1,3.69,Singapore,Busy
788,Kuehne + Nagel,Cargo Van,Driver_788,20,3.22,Berlin,Offline
