shipment_id,order_id,warehouse_id,partner_id,route_id,shipment_status,dispatch_date,delivery_date
2831,2831,35,270,3276,Delayed,2025-02-08,2024-03-17
2832,2832,244,148,205,Delayed,2024-03-06,2024-02-21
2833,2833,68,1910,3888,Cancelled,2024-12-28,2025-04-13
2834,2834,40,236,2041,In Transit,2025-03-31,2025-04-06
2835,2835,134,687,2293,In Transit,2024-09-05,2024-07-24
2836,2836,286,1141,101,Cancelled,2024-05-28,2024-10-15
2837,2837,229,1724,4690,In Transit,2024-10-23,2025-05-20
2838,2838,344,798,3975,Delayed,2024-03-11,2024-10-29
2839,2839,147,178,4098,Delayed,2024-11-14,2024-12-18
2840,2840,409,1905,3293,In Transit,2025-01-30,2025-01-27
2841,2841,142,1228,3391,In Transit,2025-02-16,2024-10-29
2842,2842,357,245,1583,Delivered,2024-04-16,2024-08-06
2843,2843,148,773,1240,Cancelled,2024-07-16,2024-03-29
2844,2844,240,665,691,Delivered,2024-07-04,2024-07-28
2845,2845,243,271,3393,Delivered,2025-02-06,2025-05-26
2846,2846,315,378,598,Delayed,2025-03-31,2025-05-23
2847,2847,127,275,4948,Cancelled,2024-05-30,2024-10-26
2848,2848,215,1492,4611,Cancelled,2024-05-08,2024-03-03
2849,2849,364,1548,2131,In Transit,2024-05-25,2024-01-17
2850,2850,347,904,3756,In Transit,2024-04-25,2025-05-28
2851,2851,289,801,3544,In Transit,2025-01-17,2024-10-19
2852,2852,500,431,3466,Delivered,2025-02-02,2024-08-06
2853,2853,87,273,2278,In Transit,2025-03-07,2024-02-23
2854,2854,140,250,1163,Cancelled,2024-05-14,2024-02-20
2855,2855,499,963,861,Cancelled,2024-02-04,2024-06-06
2856,2856,7,497,308,Delayed,2025-01-05,2025-03-29
2857,2857,138,767,4569,Cancelled,2025-04-12,2024-01-25
2858,2858,158,705,2360,In Transit,2024-03-16,2024-06-19
2859,2859,160,1265,1796,Cancelled,2024-04-24,2024-07-02
2860,2860,289,90,2128,Delivered,2024-11-04,2025-02-17
2861,2861,105,209,1924,Delivered,2024-01-29,2024-08-01
2862,2862,309,1196,396,In Transit,2025-05-13,2024-01-30
2863,2863,386,1835,1164,Delayed,2024-03-21,2025-01-26
2864,2864,455,1644,4187,Cancelled,2024-02-04,2024-07-10
2865,2865,94,1583,4015,Delivered,2024-11-23,2025-05-16
2866,2866,454,167,4183,Delayed,2025-04-12,2024-02-08
2867,2867,307,1398,2276,Cancelled,2025-01-25,2024-04-07
2868,2868,322,1249,4920,Cancelled,2024-04-07,2024-11-17
2869,2869,494,211,3699,Delayed,2025-04-16,2024-11-29
2870,2870,374,92,2913,Delivered,2025-05-04,2025-05-04
2871,2871,299,957,2037,Delayed,2024-06-19,2024-10-18
2872,2872,14,1353,2621,Delayed,2025-03-23,2024-08-25
2873,2873,14,809,440,In Transit,2024-08-13,2024-02-14
2874,2874,397,1711,2235,In Transit,2024-03-06,2024-06-14
2875,2875,99,349,3697,Delayed,2025-03-11,2024-01-24
2876,2876,495,854,151,In Transit,2024-05-08,2024-07-22
2877,2877,62,1067,4490,Cancelled,2024-12-24,2024-01-24
2878,2878,127,1896,990,Delivered,2024-03-24,2024-12-25
2879,2879,232,1907,1819,Delivered,2024-08-02,2024-11-03
2880,2880,463,625,3825,Cancelled,2024-12-21,2024-12-06
2881,2881,339,162,3971,Delivered,2025-04-24,2024-02-02
2882,2882,5,1948,2880,Delayed,2024-05-30,2024-01-25
2883,2883,397,814,4366,Delivered,2024-03-08,2024-01-26
2884,2884,120,603,1317,Delivered,2024-11-29,2024-07-25
2885,2885,394,1325,371,In Transit,2024-01-09,2024-06-24
2886,2886,21,1432,3988,In Transit,2025-04-13,2024-01-06
2887,2887,154,1962,3031,In Transit,2025-01-31,2025-03-27
2888,2888,120,332,169,Delivered,2024-08-12,2024-12-25
2889,2889,213,865,2031,Delayed,2025-03-17,2024-05-04
2890,2890,58,1095,1310,In Transit,2024-06-08,2024-11-06
2891,2891,150,972,219,Cancelled,2024-07-17,2024-07-15
2892,2892,276,1794,768,Cancelled,2025-04-10,2025-05-25
2893,2893,48,170,3717,In Transit,2025-05-04,2025-02-21
2894,2894,75,1847,3361,Delivered,2024-01-08,2024-07-19
2895,2895,113,1026,4058,Cancelled,2024-06-17,2024-11-27
2896,2896,58,1878,3965,In Transit,2024-06-15,2024-06-21
2897,2897,431,470,3058,Delivered,2024-08-18,2024-09-15
2898,2898,201,1953,4542,Cancelled,2025-05-13,2024-05-16
2899,2899,90,220,1623,Delivered,2024-08-05,2024-11-21
2900,2900,158,863,1819,Delayed,2025-02-08,2025-02-12
2901,2901,75,1339,3736,Cancelled,2025-05-05,2024-04-27
2902,2902,75,1206,3086,Delivered,2024-01-09,2024-11-04
2903,2903,284,382,2388,Cancelled,2024-03-25,2024-06-14
2904,2904,476,1079,2853,Delayed,2025-04-11,2024-11-28
2905,2905,419,1449,2229,Delivered,2024-03-03,2024-06-24
2906,2906,492,1936,239,Delivered,2024-01-02,2024-01-27
2907,2907,26,1220,1989,Delayed,2024-02-27,2025-02-18
2908,2908,135,1097,761,Delayed,2024-07-08,2024-08-18
2909,2909,130,214,3096,Delayed,2024-04-09,2024-04-29
2910,2910,176,1970,4113,Delivered,2024-07-04,2025-04-19
2911,2911,466,1744,2743,Cancelled,2024-07-04,2024-08-02
2912,2912,294,729,2540,Cancelled,2024-10-12,2024-05-01
2913,2913,359,1199,747,In Transit,2025-04-22,2024-08-02
2914,2914,361,1665,3989,Cancelled,2024-12-09,2024-01-30
2915,2915,205,803,4736,Delivered,2024-11-16,2024-08-24
2916,2916,88,822,113,In Transit,2024-05-12,2024-06-22
2917,2917,234,1111,389,Delivered,2024-08-27,2024-10-08
2918,2918,459,354,346,Cancelled,2024-04-30,2025-02-18
2919,2919,350,1494,272,In Transit,2024-03-15,2024-09-05
2920,2920,312,25,1853,Delayed,2024-10-17,2025-01-25
2921,2921,165,1367,1692,Delivered,2024-10-18,2024-05-30
2922,2922,255,163,1561,Cancelled,2024-03-21,2024-11-21
2923,2923,288,971,587,In Transit,2024-02-22,2024-08-04
2924,2924,388,1939,257,In Transit,2024-08-20,2024-12-12
2925,2925,117,994,4534,In Transit,2024-02-12,2024-09-02
2926,2926,124,1637,672,Cancelled,2025-04-19,2024-11-11
2927,2927,341,339,2706,Delivered,2024-07-18,2024-05-19
2928,2928,15,1130,2958,Cancelled,2025-02-19,2024-02-01
2929,2929,140,921,2469,Delayed,2024-01-10,2024-08-06
2930,2930,474,1555,3390,Cancelled,2025-01-01,2024-01-24
2931,2931,396,375,765,Delivered,2024-04-22,2024-03-07
2932,2932,451,1350,179,Delayed,2025-04-25,2024-01-25
2933,2933,408,127,484,In Transit,2025-01-09,2024-06-30
2934,2934,135,745,4998,In Transit,2024-04-12,2025-02-21
2935,2935,287,780,2242,In Transit,2024-08-08,2024-08-17
2936,2936,431,1558,4313,Cancelled,2025-03-15,2024-09-22
2937,2937,122,1291,1813,Cancelled,2024-11-10,2025-01-13
2938,2938,178,711,2147,Cancelled,2024-04-22,2025-01-29
2939,2939,109,864,2715,Delivered,2024-07-11,2025-05-23
2940,2940,481,265,2919,Delayed,2024-02-10,2024-04-18
2941,2941,492,96,4571,Delayed,2024-06-29,2024-03-24
2942,2942,221,1602,784,Delayed,2024-03-24,2025-01-19
2943,2943,396,355,4129,Delivered,2024-05-31,2025-02-07
2944,2944,444,1702,1889,Delayed,2024-12-09,2025-02-01
2945,2945,30,387,2310,In Transit,2024-06-19,2024-09-21
2946,2946,240,1148,4279,Delayed,2025-02-05,2025-02-18
2947,2947,460,465,3637,In Transit,2025-03-20,2024-01-20
2948,2948,344,519,1626,In Transit,2025-01-20,2024-01-18
2949,2949,246,1736,343,Cancelled,2024-04-30,2025-05-19
2950,2950,172,1436,3621,Delayed,2024-08-20,2024-10-02
2951,2951,298,287,4466,Delivered,2024-08-22,2024-01-09
2952,2952,391,867,2893,In Transit,2024-10-12,2025-02-23
2953,2953,83,1775,1488,In Transit,2024-12-10,2025-04-10
2954,2954,330,928,478,Cancelled,2025-03-18,2024-06-03
2955,2955,180,1897,3592,Delivered,2024-11-05,2024-12-11
2956,2956,439,1400,3653,Cancelled,2024-07-19,2024-01-21
2957,2957,422,1235,2250,Cancelled,2025-01-20,2024-09-06
2958,2958,304,1183,2823,Cancelled,2024-10-15,2024-11-11
2959,2959,76,1163,4690,Cancelled,2025-01-29,2025-01-09
2960,2960,281,851,2137,Cancelled,2024-05-19,2025-01-27
2961,2961,267,60,3437,Cancelled,2024-08-08,2024-02-27
2962,2962,220,24,20,Delayed,2024-06-27,2025-02-13
2963,2963,109,613,1670,Delayed,2024-03-30,2025-05-03
2964,2964,397,1433,2385,Delivered,2024-08-18,2024-03-22
2965,2965,150,788,3093,Delivered,2024-03-10,2025-02-27
2966,2966,438,1691,3043,Delivered,2024-03-31,2024-04-30
2967,2967,79,515,3814,Delivered,2024-03-12,2024-01-31
2968,2968,95,693,3752,Cancelled,2024-03-31,2024-12-17
2969,2969,31,1644,1333,Delivered,2025-04-23,2024-08-28
2970,2970,294,677,4637,Delayed,2024-09-28,2024-09-27
2971,2971,439,1960,3009,Cancelled,2024-05-24,2024-10-09
2972,2972,104,1776,3856,In Transit,2024-04-02,2024-02-06
2973,2973,246,945,3966,Cancelled,2025-03-31,2024-03-08
2974,2974,7,1159,2599,Cancelled,2024-02-07,2024-09-22
2975,2975,129,821,4986,In Transit,2024-10-14,2024-07-07
2976,2976,227,1598,4762,Cancelled,2025-05-09,2025-03-25
2977,2977,128,1789,4195,Delivered,2024-09-05,2024-07-10
2978,2978,21,14,1452,In Transit,2025-02-25,2024-04-25
2979,2979,202,679,2473,Delivered,2024-02-20,2024-03-23
2980,2980,36,1333,529,Cancelled,2025-02-12,2024-03-31
2981,2981,332,1625,3941,Delivered,2025-03-19,2024-09-27
2982,2982,98,781,4829,In Transit,2024-12-09,2025-01-31
2983,2983,37,1310,1139,Cancelled,2024-01-21,2024-03-20
2984,2984,293,1455,3796,Cancelled,2025-05-12,2024-02-24
2985,2985,390,1289,3633,Cancelled,2025-02-07,2024-07-07
2986,2986,256,197,885,Delayed,2024-10-06,2024-11-17
2987,2987,196,1833,3826,Delivered,2025-02-23,2024-11-07
2988,2988,221,1430,841,Delivered,2024-07-16,2025-01-23
2989,2989,143,615,901,Delayed,2024-02-10,2024-05-04
2990,2990,29,1571,3222,Cancelled,2025-02-25,2025-03-20
2991,2991,406,1013,2827,Delayed,2024-01-17,2024-03-07
2992,2992,274,1290,4561,Cancelled,2024-10-29,2024-10-12
2993,2993,316,127,2928,Delayed,2024-04-24,2024-05-02
2994,2994,287,1404,872,Cancelled,2025-03-05,2025-04-17
2995,2995,445,1764,1212,In Transit,2025-01-05,2025-04-01
2996,2996,21,218,1557,Cancelled,2025-03-10,2024-09-16
2997,2997,252,526,2199,Cancelled,2024-02-11,2025-02-28
2998,2998,265,1920,3694,In Transit,2024-07-19,2025-01-23
2999,2999,154,1573,3858,Cancelled,2024-02-21,2024-01-04
3000,3000,11,1293,4609,In Transit,2024-07-31,2024-08-07
3001,3001,393,953,108,In Transit,2024-11-09,2025-01-14
3002,3002,359,219,803,In Transit,2024-11-24,2024-05-24
3003,3003,199,1238,505,Delayed,2024-07-23,2024-05-05
3004,3004,355,38,4439,Delayed,2024-04-15,2024-03-16
3005,3005,273,1464,3270,Delivered,2024-08-20,2024-05-16
3006,3006,204,1197,733,Cancelled,2024-06-19,2025-01-29
3007,3007,96,733,1782,In Transit,2024-09-16,2024-02-13
3008,3008,348,1149,397,Cancelled,2024-11-07,2025-02-01
3009,3009,273,1489,2466,Delivered,2024-12-31,2024-08-06
3010,3010,220,909,841,Delivered,2024-02-13,2025-05-09
3011,3011,393,714,3895,Cancelled,2024-02-20,2024-06-26
3012,3012,26,548,430,Delayed,2025-04-19,2024-04-22
3013,3013,285,348,800,In Transit,2024-03-31,2024-02-25
3014,3014,176,225,3075,In Transit,2025-04-21,2024-08-10
3015,3015,200,296,4591,In Transit,2024-01-03,2024-06-12
3016,3016,389,1735,211,Delayed,2025-04-13,2025-04-03
3017,3017,375,480,3673,Delivered,2024-09-06,2024-09-05
3018,3018,420,890,3504,Delayed,2024-08-05,2025-02-12
3019,3019,447,1019,1446,In Transit,2024-12-28,2025-04-23
3020,3020,302,679,2336,In Transit,2024-12-25,2024-02-29
3021,3021,30,1970,698,Cancelled,2024-09-03,2024-02-15
3022,3022,33,1745,3905,In Transit,2024-01-04,2024-05-19
3023,3023,111,1569,1280,In Transit,2025-01-14,2024-09-03
3024,3024,145,1526,801,Delayed,2024-05-01,2024-04-11
3025,3025,37,1473,937,Delayed,2024-02-05,2024-08-31
3026,3026,142,949,9,Delivered,2024-07-02,2024-11-22
3027,3027,1,440,2458,Delayed,2025-03-10,2024-11-02
3028,3028,500,1609,385,In Transit,2024-05-21,2025-05-02
3029,3029,445,862,2777,Delayed,2024-07-26,2024-03-22
3030,3030,70,639,1962,Cancelled,2024-06-17,2024-12-20
3031,3031,310,395,164,Delivered,2024-05-10,2024-02-29
3032,3032,14,1779,1004,Delayed,2024-02-08,2024-12-23
3033,3033,452,404,2306,Delivered,2024-10-01,2025-05-05
3034,3034,203,429,2837,In Transit,2024-01-07,2025-04-05
3035,3035,127,1440,2390,Delivered,2024-08-05,2025-05-25
3036,3036,422,1780,1855,Cancelled,2024-06-04,2025-04-27
3037,3037,19,840,2243,Delivered,2024-12-12,2025-01-16
3038,3038,234,1915,1816,Delayed,2024-08-01,2024-09-29
3039,3039,254,1590,2806,Delivered,2025-03-26,2025-01-12
3040,3040,420,198,3304,Delivered,2025-04-03,2024-04-27
3041,3041,25,1616,2130,In Transit,2024-04-30,2024-01-18
3042,3042,441,181,584,In Transit,2024-11-20,2025-01-31
3043,3043,468,1181,3201,Delayed,2024-03-17,2024-09-21
3044,3044,299,961,3642,Cancelled,2025-05-06,2024-02-04
3045,3045,100,68,2073,Delayed,2024-07-30,2024-03-17
3046,3046,391,1672,2718,Delayed,2024-10-29,2024-02-07
3047,3047,53,554,4509,Delivered,2024-06-13,2024-12-01
3048,3048,23,618,3052,In Transit,2024-01-13,2025-04-30
3049,3049,438,1871,2169,Delivered,2025-03-10,2025-03-16
3050,3050,338,1109,3663,Delayed,2025-03-08,2024-12-13
3051,3051,1,1073,4710,Cancelled,2025-03-16,2024-07-28
3052,3052,274,310,517,In Transit,2024-03-08,2024-06-21
3053,3053,196,1979,56,In Transit,2025-02-23,2025-03-04
3054,3054,427,1748,4608,Cancelled,2024-05-11,2024-03-27
3055,3055,467,1353,2156,Delayed,2025-04-22,2025-04-01
3056,3056,332,1326,3008,Cancelled,2024-07-21,2025-05-13
3057,3057,282,136,4466,Delivered,2025-05-09,2024-07-02
3058,3058,259,243,4553,Cancelled,2024-07-09,2024-09-22
3059,3059,82,1166,2106,In Transit,2024-05-08,2024-02-14
3060,3060,227,1138,4858,In Transit,2024-09-21,2025-03-11
3061,3061,244,806,4234,In Transit,2024-02-15,2025-05-21
3062,3062,302,588,2195,Cancelled,2024-10-01,2024-02-06
3063,3063,361,1001,1552,In Transit,2024-04-04,2024-04-07
3064,3064,185,1009,495,Delivered,2024-07-28,2024-03-14
3065,3065,104,1849,3191,Delivered,2024-11-26,2025-05-30
3066,3066,453,609,2684,In Transit,2024-09-23,2024-04-17
3067,3067,463,482,4566,Cancelled,2024-12-18,2025-03-20
3068,3068,439,1542,2743,Cancelled,2024-04-15,2024-02-10
3069,3069,406,1232,2744,Cancelled,2024-04-25,2025-02-28
3070,3070,411,920,2125,Cancelled,2025-03-15,2024-03-21
3071,3071,370,1788,3115,Delayed,2025-05-03,2025-01-09
3072,3072,55,195,590,Cancelled,2025-04-12,2025-02-12
3073,3073,291,170,2141,Cancelled,2025-02-16,2024-11-05
3074,3074,363,1033,4281,Cancelled,2024-02-05,2025-04-08
3075,3075,137,1372,2654,Delayed,2024-11-06,2024-05-12
3076,3076,130,573,2644,Delivered,2025-02-23,2024-08-17
3077,3077,192,1956,544,Cancelled,2024-03-26,2025-03-19
3078,3078,125,1396,2302,In Transit,2025-03-24,2025-03-11
3079,3079,92,161,1592,In Transit,2024-10-23,2024-12-07
3080,3080,103,461,3647,In Transit,2024-09-19,2025-06-01
3081,3081,395,1968,1861,Cancelled,2024-01-09,2024-05-10
3082,3082,264,1749,766,Delayed,2024-03-02,2025-03-03
3083,3083,74,1712,1518,Delivered,2024-12-30,2025-01-01
3084,3084,326,1904,221,Delayed,2025-03-09,2025-02-27
3085,3085,325,1334,1186,Cancelled,2024-10-21,2024-08-17
3086,3086,393,556,3359,Delivered,2024-11-07,2024-05-17
3087,3087,294,1067,3065,Delayed,2024-07-01,2024-11-19
3088,3088,379,1464,782,Delayed,2024-04-10,2025-05-31
3089,3089,233,1257,1704,In Transit,2024-05-04,2024-09-18
3090,3090,126,1312,605,In Transit,2024-10-23,2024-09-19
3091,3091,321,1012,2734,In Transit,2024-01-15,2024-11-29
3092,3092,419,618,2810,In Transit,2025-03-18,2025-05-07
3093,3093,145,382,179,In Transit,2025-03-31,2024-08-11
3094,3094,331,1106,4973,Delayed,2024-11-06,2025-03-01
3095,3095,488,1195,2168,In Transit,2024-08-02,2024-08-14
3096,3096,346,1511,4635,Delayed,2025-01-17,2024-08-03
3097,3097,129,1191,2082,In Transit,2024-09-05,2025-05-02
3098,3098,202,1779,4284,Cancelled,2024-06-23,2024-05-19
3099,3099,57,1235,2160,In Transit,2024-04-25,2025-04-25
3100,3100,376,738,4653,Delayed,2025-03-06,2025-03-04
3101,3101,334,811,1942,In Transit,2024-04-08,2024-10-10
3102,3102,243,249,4614,Cancelled,2024-12-18,2024-12-23
3103,3103,473,1942,4913,In Transit,2024-12-28,2025-02-24
3104,3104,157,281,2937,In Transit,2025-04-20,2024-09-08
3105,3105,187,884,191,Cancelled,2024-06-27,2024-09-20
3106,3106,126,322,3863,Delayed,2024-04-27,2024-12-15
3107,3107,381,535,3217,Delivered,2024-02-13,2024-08-21
3108,3108,343,1925,4250,Delayed,2025-05-12,2024-12-01
3109,3109,399,1613,4636,Cancelled,2024-04-03,2024-02-12
3110,3110,187,956,1442,Delivered,2024-06-08,2024-08-25
3111,3111,3,516,3992,Delayed,2024-02-07,2024-10-02
3112,3112,183,1426,987,Cancelled,2024-05-22,2024-10-19
3113,3113,278,792,490,Cancelled,2024-02-21,2024-07-24
3114,3114,489,1255,584,Cancelled,2024-10-07,2025-05-20
3115,3115,309,844,125,Delayed,2024-10-04,2024-07-03
3116,3116,349,1170,65,Delivered,2024-08-27,2025-04-16
3117,3117,52,1793,3626,In Transit,2024-05-10,2024-05-24
3118,3118,436,514,1683,Delivered,2024-08-11,2024-10-08
3119,3119,167,766,4790,Cancelled,2025-01-12,2024-03-11
3120,3120,95,960,3252,Cancelled,2024-09-07,2025-05-11
3121,3121,204,577,3791,In Transit,2024-01-02,2025-06-03
3122,3122,384,1153,1388,Delivered,2024-04-20,2024-04-10
3123,3123,71,722,3622,In Transit,2024-08-21,2024-09-12
3124,3124,365,1446,3087,Delayed,2024-05-05,2024-07-03
3125,3125,498,1502,3128,Delivered,2024-07-02,2024-07-26
3126,3126,231,36,900,Cancelled,2025-01-19,2024-10-08
3127,3127,328,1029,424,Delivered,2025-05-13,2024-05-12
3128,3128,490,1443,2028,In Transit,2024-03-14,2025-02-26
3129,3129,250,1434,272,Cancelled,2024-04-30,2025-05-21
3130,3130,77,945,3781,Cancelled,2024-08-16,2025-03-21
3131,3131,130,1463,4743,Cancelled,2024-08-27,2024-02-01
3132,3132,434,1745,1362,Cancelled,2024-12-17,2025-04-02
3133,3133,172,278,3714,Delivered,2024-06-14,2024-11-23
3134,3134,411,1473,4489,Cancelled,2024-10-30,2024-05-27
3135,3135,322,1338,1852,Delayed,2024-08-27,2024-08-21
3136,3136,174,1333,468,Delivered,2024-09-23,2025-05-15
3137,3137,49,361,2352,Delivered,2024-12-19,2024-01-29
3138,3138,289,1240,2823,Delayed,2025-05-07,2025-04-19
3139,3139,296,916,643,Delivered,2024-03-01,2024-10-01
3140,3140,285,1186,1652,Delivered,2025-01-11,2025-06-01
3141,3141,255,735,630,Cancelled,2024-09-09,2024-07-05
3142,3142,328,1670,4573,Cancelled,2024-02-26,2024-09-30
3143,3143,382,1691,2752,Delayed,2024-01-01,2024-08-15
3144,3144,202,778,2703,Cancelled,2025-04-13,2024-04-24
3145,3145,313,1593,2487,Cancelled,2024-03-04,2024-07-17
3146,3146,35,58,4236,Delivered,2025-01-16,2024-09-29
3147,3147,266,1110,835,Delivered,2024-09-01,2025-04-26
3148,3148,94,1006,3835,Delivered,2025-02-02,2024-01-10
3149,3149,102,792,2869,In Transit,2025-04-06,2024-04-24
3150,3150,369,1812,2992,Delivered,2024-09-06,2024-06-01
3151,3151,281,1706,791,Delivered,2024-03-25,2024-03-13
3152,3152,393,1832,4644,Delivered,2024-09-21,2025-03-23
3153,3153,200,429,4408,In Transit,2025-04-03,2024-12-26
3154,3154,335,1282,585,In Transit,2025-05-10,2024-11-14
3155,3155,478,1804,4278,In Transit,2024-04-16,2024-02-27
3156,3156,220,517,628,In Transit,2024-05-23,2025-05-31
3157,3157,374,1986,1805,In Transit,2024-03-12,2024-06-04
3158,3158,108,560,2674,In Transit,2024-11-07,2024-02-03
3159,3159,343,1884,1437,Delivered,2024-11-20,2025-02-17
3160,3160,205,1282,2007,In Transit,2024-07-26,2025-01-11
3161,3161,481,206,231,In Transit,2024-05-14,2025-04-23
3162,3162,495,1137,113,Delayed,2024-05-16,2024-11-17
3163,3163,473,958,2798,Delayed,2024-12-20,2025-03-22
3164,3164,296,239,715,Cancelled,2024-12-19,2024-06-06
3165,3165,24,1283,3098,Cancelled,2025-02-14,2024-07-10
3166,3166,443,1756,4880,Delivered,2024-01-30,2025-05-09
3167,3167,489,1239,2281,In Transit,2024-01-02,2024-11-06
3168,3168,309,1762,2842,In Transit,2024-04-20,2024-11-23
3169,3169,242,1369,1463,In Transit,2024-12-08,2024-07-02
3170,3170,110,454,1045,In Transit,2024-05-23,2024-04-23
3171,3171,479,1659,2194,Delivered,2024-03-25,2024-03-15
3172,3172,306,1777,3346,Delayed,2025-01-25,2024-04-21
3173,3173,331,1974,3885,Delayed,2024-12-08,2024-09-27
3174,3174,487,1762,3905,Cancelled,2024-07-04,2024-11-04
3175,3175,120,1251,2390,Cancelled,2025-02-17,2025-05-05
3176,3176,79,1738,2756,In Transit,2024-04-29,2025-04-15
3177,3177,371,767,4797,In Transit,2024-06-07,2025-05-20
3178,3178,494,996,2916,Delivered,2024-09-20,2025-02-08
3179,3179,417,1077,4357,Delayed,2024-05-06,2024-02-17
3180,3180,201,1217,1277,Cancelled,2024-05-30,2025-02-05
3181,3181,214,970,1862,Delivered,2024-11-28,2024-02-16
3182,3182,370,1390,4851,Delayed,2024-01-27,2025-06-04
3183,3183,209,39,331,Delivered,2024-08-05,2025-02-01
3184,3184,336,1389,4160,Cancelled,2024-05-25,2025-06-04
3185,3185,447,810,168,Delayed,2024-03-31,2024-01-12
3186,3186,92,1961,1283,Cancelled,2024-10-06,2024-01-19
3187,3187,48,1311,1214,Cancelled,2024-08-05,2024-06-14
3188,3188,301,1638,1301,In Transit,2024-07-30,2024-02-24
3189,3189,4,596,4446,Delivered,2025-04-01,2024-10-03
3190,3190,296,778,4775,Delayed,2024-11-07,2024-09-28
3191,3191,259,1059,205,Delayed,2024-04-27,2025-04-06
3192,3192,335,913,1351,Cancelled,2024-01-14,2024-07-02
3193,3193,65,657,354,Delayed,2024-10-01,2024-08-06
3194,3194,302,1961,2131,Cancelled,2024-02-16,2025-05-28
3195,3195,256,144,1563,Delayed,2024-04-17,2024-05-30
3196,3196,372,1667,4667,Delayed,2024-12-15,2024-01-21
3197,3197,120,171,2475,In Transit,2024-06-29,2024-07-31
3198,3198,253,1326,3581,Delayed,2024-08-30,2025-03-25
3199,3199,466,776,2198,Cancelled,2024-12-18,2025-03-27
3200,3200,117,727,2491,Cancelled,2024-09-03,2024-05-25
3201,3201,37,201,4038,In Transit,2024-03-21,2025-05-20
3202,3202,396,86,3901,Cancelled,2024-09-06,2024-12-26
3203,3203,309,1165,658,Cancelled,2024-09-14,2024-02-04
3204,3204,124,1797,1651,Cancelled,2025-03-19,2025-05-21
3205,3205,326,760,3630,Delivered,2024-03-13,2024-09-21
3206,3206,330,1513,1343,In Transit,2024-08-28,2025-02-21
3207,3207,439,722,921,Delayed,2024-10-25,2024-11-01
3208,3208,465,1230,958,Delivered,2024-10-24,2025-03-23
3209,3209,146,260,2509,Delivered,2024-08-25,2024-03-22
3210,3210,412,286,30,Delivered,2024-04-28,2024-09-15
3211,3211,288,1184,3702,In Transit,2024-04-11,2024-05-08
3212,3212,383,1770,998,Delivered,2024-04-03,2024-02-22
3213,3213,127,1233,3484,Cancelled,2025-03-15,2024-09-14
3214,3214,37,564,4672,Cancelled,2024-02-17,2024-10-09
3215,3215,377,121,4421,In Transit,2025-01-19,2024-09-18
3216,3216,38,1639,4875,Cancelled,2025-05-04,2024-07-17
3217,3217,43,1185,4970,Cancelled,2025-02-02,2024-06-03
3218,3218,451,1452,3966,Delivered,2024-10-03,2025-01-23
3219,3219,378,1898,4121,In Transit,2024-07-16,2025-04-07
3220,3220,236,1329,1079,Delayed,2024-02-09,2025-05-06
3221,3221,257,1170,568,Cancelled,2024-12-13,2024-01-20
3222,3222,370,1611,2793,Cancelled,2024-04-20,2024-01-03
3223,3223,35,1557,2224,Cancelled,2024-01-05,2025-03-24
3224,3224,312,1025,2057,Delivered,2025-03-10,2024-07-05
3225,3225,417,1227,1227,Delivered,2024-08-02,2024-12-28
3226,3226,182,954,1743,Delivered,2024-01-31,2024-08-22
3227,3227,42,348,751,In Transit,2024-03-16,2025-05-26
3228,3228,459,894,4,Cancelled,2024-01-29,2024-01-21
3229,3229,167,1738,2829,Delayed,2024-08-03,2024-09-23
3230,3230,51,528,379,Delayed,2024-02-05,2024-10-06
3231,3231,280,689,4155,In Transit,2024-06-29,2024-03-30
3232,3232,267,1324,4027,Delayed,2024-12-18,2024-03-26
3233,3233,23,903,2705,Cancelled,2024-07-08,2024-06-03
3234,3234,475,1175,1757,In Transit,2024-09-23,2024-02-05
3235,3235,241,1896,4284,In Transit,2024-12-21,2024-11-11
3236,3236,441,835,567,Cancelled,2024-06-25,2024-06-27
3237,3237,332,56,2497,In Transit,2024-11-28,2024-07-30
3238,3238,93,1542,2470,Delivered,2024-04-07,2024-05-02
3239,3239,399,733,4786,In Transit,2024-10-29,2024-02-08
3240,3240,318,1466,3584,Cancelled,2024-05-15,2025-03-10
3241,3241,492,1415,3951,Cancelled,2025-03-29,2024-07-19
3242,3242,213,158,3580,Cancelled,2024-03-17,2025-01-10
3243,3243,454,985,4451,Cancelled,2025-04-28,2024-03-19
3244,3244,363,1345,3265,In Transit,2024-04-16,2024-02-26
3245,3245,410,421,4459,In Transit,2025-02-16,2024-01-23
3246,3246,150,1394,3775,Cancelled,2024-03-02,2024-10-08
3247,3247,290,1050,299,In Transit,2025-01-15,2025-04-21
3248,3248,82,1411,4585,Delayed,2025-02-08,2024-07-11
3249,3249,7,1940,201,Delivered,2024-02-24,2025-05-22
3250,3250,382,790,1518,In Transit,2024-06-05,2025-04-03
3251,3251,499,42,3213,In Transit,2025-02-17,2025-01-29
3252,3252,245,83,400,In Transit,2024-05-20,2024-12-29
3253,3253,166,466,2321,Delayed,2024-05-20,2024-04-08
3254,3254,15,929,2522,Delayed,2024-07-16,2024-03-18
3255,3255,260,520,2514,Delivered,2024-02-25,2024-05-09
3256,3256,500,1735,2241,Delayed,2024-02-16,2024-08-19
3257,3257,477,1978,1789,Delivered,2024-03-07,2024-06-16
3258,3258,367,313,2565,Delivered,2024-10-06,2024-04-25
