warehouse_id,warehouse_name,city,country,capacity,manager_name,efficiency_score,operational_cost_usd
386,FedEx Hub 386,Singapore,India,48005,Manager_386,74.72,48680
387,FedEx Hub 387,Berlin,Australia,89887,Manager_387,74.15,162292
388,FedEx Hub 388,New York,UAE,72406,Manager_388,97.69,105601
389,FedEx Hub 389,Singapore,USA,49690,Manager_389,76.17,71385
390,FedEx Hub 390,New York,USA,93662,Manager_390,92.6,63521
391,FedEx Hub 391,Sydney,UK,71125,Manager_391,81.94,97057
392,FedEx Hub 392,Dubai,India,27513,Manager_392,98.29,107371
393,FedEx Hub 393,Sydney,Canada,57287,Manager_393,71.64,72915
394,FedEx Hub 394,Dubai,Germany,16945,Manager_394,82.9,103238
395,FedEx Hub 395,Dubai,India,16210,Manager_395,87.24,63215
396,FedEx Hub 396,Singapore,Germany,42168,Manager_396,97.0,74730
397,FedEx Hub 397,Sydney,USA,50923,Manager_397,86.64,94073
398,FedEx Hub 398,Singapore,UK,77338,Manager_398,89.0,59969
399,FedEx Hub 399,London,Singapore,21184,Manager_399,70.06,83665
400,FedEx Hub 400,Dubai,Germany,99358,Manager_400,90.52,63820
401,FedEx Hub 401,Berlin,Australia,28121,Manager_401,84.69,49886
402,FedEx Hub 402,Dubai,Germany,63702,Manager_402,74.26,116408
403,FedEx Hub 403,Dubai,UAE,87780,Manager_403,96.66,184916
404,FedEx Hub 404,Singapore,UK,53705,Manager_404,78.71,120065
405,FedEx Hub 405,Dubai,Australia,12931,Manager_405,84.21,80059
406,FedEx Hub 406,Berlin,India,47738,Manager_406,92.95,152172
407,FedEx Hub 407,Mumbai,UK,23351,Manager_407,84.76,162146
408,FedEx Hub 408,London,Singapore,24033,Manager_408,86.28,21494
409,FedEx Hub 409,Toronto,Singapore,58625,Manager_409,78.85,119562
410,FedEx Hub 410,Mumbai,India,25453,Manager_410,98.47,74576
411,FedEx Hub 411,Mumbai,USA,17936,Manager_411,97.55,39154
412,FedEx Hub 412,London,Germany,76177,Manager_412,75.48,37030
413,FedEx Hub 413,Berlin,UK,87064,Manager_413,77.86,123170
414,FedEx Hub 414,Dubai,Singapore,52175,Manager_414,82.55,70605
415,FedEx Hub 415,Singapore,UK,28175,Manager_415,98.14,81505
416,FedEx Hub 416,Berlin,UK,79037,Manager_416,73.13,31405
417,FedEx Hub 417,Berlin,UAE,93653,Manager_417,74.4,41900
418,FedEx Hub 418,Mumbai,UK,71759,Manager_418,81.2,39973
419,FedEx Hub 419,Dubai,Germany,95901,Manager_419,77.9,182572
420,FedEx Hub 420,Berlin,USA,85730,Manager_420,74.33,143739
421,FedEx Hub 421,Toronto,Canada,51604,Manager_421,98.54,85891
422,FedEx Hub 422,Sydney,Australia,29220,Manager_422,92.78,37822
423,FedEx Hub 423,New York,Canada,91040,Manager_423,76.68,78123
424,FedEx Hub 424,Toronto,USA,97758,Manager_424,70.62,139109
425,FedEx Hub 425,Mumbai,Canada,92145,Manager_425,84.77,36990
426,FedEx Hub 426,Toronto,UK,97176,Manager_426,88.25,79423
427,FedEx Hub 427,Berlin,Germany,72997,Manager_427,83.65,30368
428,FedEx Hub 428,Dubai,Australia,48847,Manager_428,76.0,111804
429,FedEx Hub 429,Toronto,India,85440,Manager_429,84.49,71340
430,FedEx Hub 430,New York,Australia,52781,Manager_430,78.31,145908
431,FedEx Hub 431,London,USA,18107,Manager_431,77.96,61783
432,FedEx Hub 432,Mumbai,USA,77890,Manager_432,79.92,37666
433,FedEx Hub 433,Toronto,Germany,99393,Manager_433,77.82,73923
434,FedEx Hub 434,London,Germany,36918,Manager_434,97.78,104471
435,FedEx Hub 435,Dubai,Australia,58053,Manager_435,76.33,64067
436,FedEx Hub 436,Singapore,UAE,79418,Manager_436,88.36,126177
437,FedEx Hub 437,London,Canada,47756,Manager_437,92.66,118101
438,FedEx Hub 438,Toronto,Australia,95525,Manager_438,85.6,112840
439,FedEx Hub 439,Singapore,UAE,69972,Manager_439,81.62,56367
440,FedEx Hub 440,Sydney,USA,66458,Manager_440,70.02,149613
441,FedEx Hub 441,Dubai,Canada,18888,Manager_441,98.93,117403
442,FedEx Hub 442,Berlin,UK,59027,Manager_442,96.67,96314
443,FedEx Hub 443,New York,UK,77288,Manager_443,74.96,181775
444,FedEx Hub 444,London,India,13393,Manager_444,82.83,74368
445,FedEx Hub 445,Berlin,India,90024,Manager_445,80.37,129333
446,FedEx Hub 446,Mumbai,Singapore,63564,Manager_446,73.73,161835
447,FedEx Hub 447,Mumbai,USA,88627,Manager_447,86.74,72187
448,FedEx Hub 448,Sydney,Canada,99881,Manager_448,96.7,29244
449,FedEx Hub 449,Mumbai,UAE,16410,Manager_449,80.07,139417
450,FedEx Hub 450,Sydney,UK,20439,Manager_450,92.42,190215
451,FedEx Hub 451,Singapore,Canada,22927,Manager_451,89.71,41987
452,FedEx Hub 452,Toronto,USA,64103,Manager_452,88.99,34819
453,FedEx Hub 453,London,India,51854,Manager_453,95.7,44913
454,FedEx Hub 454,Sydney,UAE,54684,Manager_454,96.21,124884
455,FedEx Hub 455,Mumbai,UK,49643,Manager_455,91.12,102580
456,FedEx Hub 456,Singapore,Singapore,58725,Manager_456,96.15,112702
457,FedEx Hub 457,Toronto,Australia,30010,Manager_457,98.5,146295
458,FedEx Hub 458,Dubai,UK,17624,Manager_458,92.17,59975
459,FedEx Hub 459,Toronto,Canada,29507,Manager_459,81.65,151853
460,FedEx Hub 460,Mumbai,Singapore,34613,Manager_460,76.96,168869
461,FedEx Hub 461,Toronto,UAE,31425,Manager_461,77.58,34234
462,FedEx Hub 462,Sydney,India,26406,Manager_462,89.05,34341
463,FedEx Hub 463,Berlin,UAE,85137,Manager_463,82.71,199984
464,FedEx Hub 464,Mumbai,UAE,86394,Manager_464,76.86,166223
465,FedEx Hub 465,New York,USA,91243,Manager_465,86.1,154620
466,FedEx Hub 466,New York,USA,39066,Manager_466,71.18,183224
467,FedEx Hub 467,Toronto,India,72465,Manager_467,75.21,50683
468,FedEx Hub 468,New York,India,60530,Manager_468,85.5,97846
469,FedEx Hub 469,Sydney,India,80856,Manager_469,91.04,191534
470,FedEx Hub 470,Toronto,USA,10851,Manager_470,96.45,174035
471,FedEx Hub 471,Mumbai,Germany,30326,Manager_471,94.08,181145
472,FedEx Hub 472,London,India,26821,Manager_472,81.65,179217
473,FedEx Hub 473,New York,UK,89251,Manager_473,88.57,121781
474,FedEx Hub 474,Toronto,Germany,10679,Manager_474,90.86,119339
475,FedEx Hub 475,Sydney,Singapore,15133,Manager_475,98.94,91919
476,FedEx Hub 476,Singapore,Germany,32273,Manager_476,78.86,57404
477,FedEx Hub 477,Toronto,Australia,16104,Manager_477,89.6,115739
478,FedEx Hub 478,London,India,82111,Manager_478,94.62,195689
479,FedEx Hub 479,Toronto,Germany,35835,Manager_479,75.13,181639
480,FedEx Hub 480,Dubai,UK,86022,Manager_480,98.53,86324
481,FedEx Hub 481,Sydney,UK,61569,Manager_481,97.5,166145
482,FedEx Hub 482,Toronto,USA,23070,Manager_482,93.96,144768
483,FedEx Hub 483,Sydney,Canada,89132,Manager_483,88.3,194775
484,FedEx Hub 484,Berlin,Australia,41475,Manager_484,77.32,25911
485,FedEx Hub 485,Singapore,UK,75267,Manager_485,80.66,128386
486,FedEx Hub 486,Dubai,Singapore,16655,Manager_486,94.65,134646
487,FedEx Hub 487,Mumbai,UK,52197,Manager_487,90.91,84715
488,FedEx Hub 488,Singapore,UK,27920,Manager_488,94.56,141960
489,FedEx Hub 489,Singapore,USA,94127,Manager_489,75.02,149176
490,FedEx Hub 490,London,USA,95757,Manager_490,91.36,83877
491,FedEx Hub 491,London,Australia,23173,Manager_491,78.82,30897
492,FedEx Hub 492,Singapore,India,53110,Manager_492,88.57,80187
493,FedEx Hub 493,Sydney,India,73751,Manager_493,78.6,27246
494,FedEx Hub 494,Mumbai,UK,12346,Manager_494,76.8,117481
495,FedEx Hub 495,Berlin,Australia,89966,Manager_495,75.25,84945
496,FedEx Hub 496,Singapore,UAE,76996,Manager_496,85.57,173994
497,FedEx Hub 497,Berlin,USA,97118,Manager_497,95.04,107962
498,FedEx Hub 498,Berlin,Canada,19440,Manager_498,75.51,192918
499,FedEx Hub 499,Toronto,USA,18586,Manager_499,86.66,153703
500,FedEx Hub 500,Dubai,UK,52341,Manager_500,75.34,161084
