route_id,origin_city,destination_city,distance_km,estimated_time_hr,transport_mode,fuel_cost_usd,risk_score
1174,Sydney,Sydney,621,80.08,Air Freight,3298.66,2.84
1175,Mumbai,Toronto,4781,26.82,Truck,7721.9,8.2
1176,Berlin,Sydney,4717,20.36,Ship,3925.33,8.95
1177,London,Dubai,10553,89.15,Ship,6073.4,8.93
1178,Berlin,Mumbai,2072,74.07,Ship,988.48,3.05
1179,Toronto,Mumbai,7280,38.55,Truck,4834.95,3.47
1180,Dubai,New York,1586,46.16,Cargo Van,6980.36,5.95
1181,Berlin,Mumbai,8512,26.62,Ship,6694.79,1.56
1182,London,London,6113,24.56,Air Freight,339.66,2.89
1183,New York,New York,7945,94.83,Truck,584.26,9.71
1184,Singapore,Dubai,3230,56.99,Cargo Van,2990.81,9.43
1185,London,Sydney,1212,11.72,Air Freight,998.62,6.23
1186,Dubai,Sydney,4389,91.99,Cargo Van,7309.3,6.81
1187,Mumbai,Dubai,8704,35.29,Truck,6030.18,5.09
1188,Toronto,Berlin,11592,10.81,Cargo Van,1558.71,3.12
1189,Berlin,Berlin,3549,44.1,Cargo Van,5900.42,1.78
1190,Sydney,Berlin,11864,67.14,Ship,637.96,5.5
1191,Singapore,Sydney,2916,19.8,Air Freight,4250.79,1.69
1192,London,Singapore,4874,43.25,Cargo Van,2600.64,1.47
1193,Sydney,Sydney,5134,9.36,Cargo Van,7203.39,6.96
1194,Dubai,Dubai,5642,76.07,Ship,7420.16,1.52
1195,Mumbai,Sydney,5680,4.43,Truck,5535.68,9.97
1196,Berlin,London,5927,41.87,Ship,6979.69,7.38
1197,Dubai,Mumbai,9179,34.92,Ship,4156.22,2.11
1198,Berlin,New York,3760,78.16,Truck,7740.61,6.34
1199,Singapore,Berlin,2959,94.38,Truck,2711.27,8.89
1200,Sydney,New York,8890,4.76,Truck,1995.35,3.44
1201,Mumbai,Dubai,9685,36.49,Air Freight,7936.32,1.23
1202,Dubai,Berlin,5004,56.34,Cargo Van,2403.1,1.73
1203,Mumbai,Sydney,11411,9.62,Cargo Van,3788.85,6.66
1204,New York,Sydney,11599,52.34,Truck,7736.53,5.44
1205,Sydney,Mumbai,11265,2.88,Ship,7912.32,4.69
1206,Mumbai,New York,3919,63.58,Ship,7075.71,4.67
1207,New York,New York,4845,80.97,Air Freight,3856.23,5.87
1208,Toronto,Mumbai,626,48.58,Ship,7612.03,5.36
1209,Dubai,Dubai,11859,39.94,Truck,4079.59,3.19
1210,Dubai,Toronto,4463,66.29,Cargo Van,4057.84,1.14
1211,New York,Toronto,1586,5.1,Truck,4732.29,3.31
1212,Berlin,Berlin,1482,20.37,Truck,6147.84,7.66
1213,Singapore,London,11196,71.14,Air Freight,1224.42,1.01
1214,Mumbai,New York,9305,14.63,Truck,2844.29,7.03
1215,Mumbai,London,142,44.45,Cargo Van,3555.51,7.09
1216,Sydney,Dubai,10669,90.23,Cargo Van,1252.59,5.3
1217,New York,London,539,34.66,Ship,1874.27,4.74
1218,Sydney,Singapore,10759,71.05,Ship,5939.2,6.36
1219,New York,Dubai,10085,41.79,Cargo Van,6420.05,5.88
1220,Toronto,Singapore,7073,22.08,Truck,6690.76,6.58
1221,Sydney,Dubai,7001,3.85,Ship,4782.45,3.19
1222,Singapore,Toronto,7860,63.58,Cargo Van,5820.68,2.76
1223,Sydney,New York,5996,39.93,Truck,3629.84,2.18
1224,Mumbai,Sydney,7693,18.67,Air Freight,3338.17,6.94
1225,Singapore,Dubai,1887,88.13,Air Freight,6022.51,8.9
1226,Berlin,Mumbai,6830,70.98,Cargo Van,4565.19,5.78
1227,Berlin,Berlin,10544,50.12,Cargo Van,3827.67,4.06
1228,Toronto,Sydney,7926,19.92,Ship,1587.28,2.2
1229,New York,Mumbai,8235,14.3,Ship,5530.72,5.16
1230,Dubai,Toronto,6100,5.45,Ship,4432.44,6.52
1231,Sydney,Mumbai,1043,7.42,Ship,4950.35,1.93
1232,New York,New York,7024,41.29,Air Freight,4010.09,3.32
1233,Toronto,Sydney,8921,23.34,Truck,1580.03,1.88
1234,Mumbai,Toronto,2110,60.43,Air Freight,300.92,7.06
1235,Berlin,Dubai,3269,75.78,Air Freight,6604.11,5.72
1236,Dubai,Dubai,877,88.67,Truck,6776.21,9.34
1237,Mumbai,Berlin,8577,54.02,Cargo Van,1415.61,5.7
1238,New York,Mumbai,10415,22.46,Truck,7164.76,7.34
1239,Mumbai,New York,2035,89.45,Ship,5711.05,1.43
1240,Dubai,London,7759,6.68,Ship,1286.99,2.42
1241,Mumbai,Dubai,2704,77.25,Truck,6236.19,1.31
1242,Dubai,Toronto,4336,68.22,Ship,2977.6,8.44
1243,New York,Toronto,3751,5.17,Cargo Van,5175.66,7.63
1244,London,Berlin,9607,36.4,Cargo Van,5863.67,6.05
1245,Berlin,Singapore,5088,76.08,Air Freight,6245.46,5.79
1246,London,Berlin,6626,34.0,Ship,7821.03,7.53
1247,Mumbai,Sydney,5867,3.7,Truck,2572.45,8.4
1248,New York,Singapore,9913,41.36,Ship,2115.3,8.21
1249,Dubai,Berlin,4800,54.71,Air Freight,2725.56,9.54
1250,Dubai,Dubai,10576,69.7,Truck,3828.61,6.06
1251,London,Toronto,1214,93.47,Cargo Van,5389.07,6.5
1252,Berlin,Berlin,9079,22.16,Ship,3878.9,7.44
1253,Singapore,Singapore,2990,45.2,Ship,2941.17,7.67
1254,Sydney,New York,8015,17.68,Cargo Van,356.01,2.63
1255,Dubai,Berlin,8444,39.25,Truck,277.57,1.47
1256,Mumbai,Sydney,10693,51.12,Air Freight,3626.52,2.4
1257,New York,Singapore,8690,63.57,Ship,5019.85,5.63
1258,London,Berlin,6607,72.97,Air Freight,3431.12,1.38
1259,Mumbai,Sydney,10691,49.66,Truck,289.06,7.91
1260,Dubai,Singapore,7875,62.43,Truck,5448.85,5.91
1261,New York,London,9689,11.12,Air Freight,815.87,3.73
1262,Mumbai,New York,9056,25.96,Cargo Van,6500.05,9.71
1263,New York,Sydney,10858,45.58,Cargo Van,7896.79,5.98
1264,Dubai,Berlin,485,54.36,Ship,3757.76,3.46
1265,New York,Toronto,1847,38.16,Air Freight,7577.54,5.7
1266,Singapore,New York,7063,62.42,Ship,1725.45,5.52
1267,Singapore,Toronto,10097,93.61,Ship,3199.5,6.2
1268,London,Berlin,2920,15.06,Ship,711.2,3.66
1269,Toronto,Berlin,4391,77.53,Truck,6814.24,1.95
1270,Dubai,Sydney,10758,60.49,Ship,4772.01,8.26
1271,London,London,5834,26.03,Air Freight,483.54,5.24
1272,Singapore,London,11589,37.81,Truck,2849.22,1.09
1273,London,London,10063,58.5,Ship,7092.56,4.02
1274,Dubai,Dubai,6144,82.66,Cargo Van,4547.8,3.29
1275,London,Mumbai,2052,41.65,Air Freight,5495.28,4.01
1276,New York,New York,11485,9.05,Cargo Van,4976.68,7.21
1277,Dubai,Toronto,5429,73.39,Cargo Van,921.57,8.3
1278,London,London,9077,19.92,Truck,459.76,3.05
1279,Sydney,Mumbai,53,46.78,Cargo Van,2727.8,9.1
1280,Sydney,London,4110,31.12,Cargo Van,1023.36,8.77
1281,Sydney,Sydney,3528,3.41,Ship,7156.14,3.29
1282,Sydney,Sydney,521,66.18,Ship,3130.53,1.89
1283,London,Singapore,10744,13.64,Air Freight,6568.57,9.95
1284,Dubai,Dubai,10150,6.39,Truck,898.07,9.98
1285,London,Berlin,9143,27.66,Cargo Van,3215.42,6.63
1286,Berlin,Berlin,3954,10.53,Cargo Van,5517.4,9.74
1287,Singapore,Berlin,7692,25.12,Truck,5149.2,3.19
1288,Mumbai,London,2641,59.45,Air Freight,3732.06,9.05
1289,Mumbai,Dubai,4059,87.17,Cargo Van,5322.09,8.64
1290,New York,Mumbai,3103,3.7,Truck,997.98,7.43
1291,Singapore,New York,3488,26.65,Ship,2214.12,1.31
1292,Singapore,Toronto,2298,95.1,Cargo Van,6390.69,1.59
1293,Singapore,London,616,87.42,Cargo Van,5834.41,7.57
1294,Sydney,London,9106,53.31,Ship,5050.37,3.04
1295,New York,New York,4988,70.3,Air Freight,1474.76,8.35
1296,New York,Sydney,7241,30.03,Cargo Van,7637.03,7.54
1297,Dubai,New York,5290,71.78,Air Freight,597.16,3.86
1298,Berlin,Singapore,4457,40.19,Truck,725.91,1.65
1299,Dubai,Berlin,11459,48.97,Air Freight,2520.97,2.05
1300,Dubai,Mumbai,4645,84.83,Cargo Van,4904.13,1.13
1301,Singapore,London,5339,6.07,Air Freight,5579.16,7.07
1302,New York,Mumbai,2784,4.19,Air Freight,1284.21,3.29
1303,Sydney,Sydney,2707,3.6,Ship,7805.18,6.91
1304,Dubai,Berlin,10247,3.16,Ship,512.43,1.52
1305,London,Singapore,1773,92.26,Cargo Van,826.38,4.34
1306,New York,Dubai,3703,11.66,Air Freight,2394.01,3.01
1307,Sydney,Toronto,3715,52.07,Cargo Van,4526.16,7.11
1308,Berlin,London,1309,78.92,Ship,2447.92,8.83
1309,London,Berlin,3417,72.43,Truck,6482.22,6.32
1310,Mumbai,New York,5474,29.63,Ship,5406.15,8.01
1311,Toronto,Singapore,4005,42.36,Cargo Van,4480.18,5.67
1312,Sydney,New York,1775,50.44,Truck,7077.16,7.55
1313,Singapore,Singapore,4391,89.99,Cargo Van,7090.12,7.2
1314,Singapore,Berlin,7768,51.55,Air Freight,3437.16,3.42
1315,New York,Mumbai,1390,31.66,Truck,5067.79,3.21
1316,Berlin,Singapore,3612,4.95,Air Freight,2954.82,9.21
1317,Mumbai,Singapore,7620,68.86,Air Freight,5473.01,3.78
1318,Dubai,Mumbai,11919,29.94,Ship,665.02,5.28
1319,Singapore,Toronto,7810,41.86,Air Freight,610.04,5.06
1320,Berlin,Dubai,3192,13.46,Ship,5280.35,8.5
1321,New York,Toronto,3117,44.86,Air Freight,5065.52,9.8
1322,Berlin,Sydney,398,68.97,Cargo Van,1724.22,4.97
1323,Berlin,Berlin,3309,65.5,Cargo Van,4508.3,6.98
1324,Sydney,London,1601,48.26,Air Freight,7721.34,5.89
1325,Singapore,Toronto,3322,81.27,Ship,6138.33,3.39
1326,Berlin,Berlin,816,41.11,Ship,7264.15,4.23
1327,Singapore,Mumbai,1406,29.17,Truck,851.24,1.25
1328,Dubai,Sydney,9186,9.78,Cargo Van,7263.06,5.62
1329,Berlin,London,8054,56.35,Truck,1016.36,3.53
1330,Berlin,Singapore,1725,40.01,Truck,2068.97,7.24
1331,Berlin,Singapore,10115,2.26,Cargo Van,6889.61,3.71
1332,London,London,2637,32.99,Ship,3189.96,2.02
1333,London,Mumbai,8084,42.19,Cargo Van,2569.08,5.98
1334,Singapore,London,2241,80.66,Ship,4643.04,5.85
1335,Sydney,London,7354,2.91,Ship,5444.42,1.3
1336,London,Sydney,8030,2.65,Cargo Van,3169.53,7.12
1337,New York,New York,6822,47.31,Ship,6341.58,2.58
1338,Singapore,Toronto,11464,65.64,Ship,4656.98,9.24
1339,Singapore,Berlin,2840,6.17,Air Freight,275.89,2.24
1340,Sydney,Sydney,6422,94.24,Air Freight,5757.4,9.55
1341,New York,Mumbai,4136,67.23,Air Freight,6667.34,1.86
1342,Dubai,Singapore,3672,77.84,Ship,2918.46,9.27
1343,Sydney,Sydney,4793,14.21,Ship,3707.46,6.36
1344,Berlin,Toronto,2990,94.84,Truck,4256.59,2.96
1345,London,London,4279,23.78,Air Freight,4621.44,9.35
1346,London,Toronto,5121,51.92,Air Freight,5813.17,8.91
1347,Sydney,New York,3830,44.52,Air Freight,2926.09,5.55
1348,Mumbai,Toronto,2875,87.51,Ship,2259.1,3.24
1349,London,London,5191,36.03,Cargo Van,280.83,6.87
1350,Toronto,London,3079,73.39,Cargo Van,5881.14,1.54
1351,New York,Singapore,3188,83.48,Cargo Van,3609.53,1.27
1352,London,Dubai,9058,83.53,Cargo Van,6199.75,1.69
1353,Berlin,Mumbai,11025,16.76,Cargo Van,1778.91,3.44
1354,Singapore,Mumbai,1944,43.57,Cargo Van,4533.45,4.56
1355,London,Berlin,9420,54.95,Air Freight,3843.46,7.8
1356,Berlin,Mumbai,620,33.08,Truck,2995.32,5.75
1357,London,Berlin,489,20.05,Ship,6591.46,7.33
1358,London,Sydney,3487,91.95,Air Freight,7032.47,2.32
1359,Mumbai,Sydney,10954,73.23,Air Freight,6112.06,2.93
1360,London,Dubai,9788,24.16,Cargo Van,3980.77,3.33
1361,Dubai,Berlin,11226,90.93,Air Freight,4899.08,4.65
1362,Mumbai,Dubai,3210,84.57,Ship,6112.0,7.57
1363,London,Sydney,6232,80.72,Cargo Van,7340.18,6.41
1364,London,Dubai,5850,41.17,Cargo Van,2124.99,7.85
1365,New York,Mumbai,11565,68.9,Cargo Van,1091.93,4.44
1366,Dubai,Sydney,350,22.36,Truck,984.88,5.83
1367,Sydney,Berlin,2821,45.06,Air Freight,7315.73,9.36
1368,Mumbai,London,11922,77.78,Cargo Van,7421.86,7.56
1369,Toronto,London,52,63.22,Truck,5205.45,7.51
1370,New York,Toronto,11898,73.29,Air Freight,3719.27,2.04
1371,London,Toronto,4385,68.79,Truck,3852.93,4.9
1372,Toronto,New York,11902,43.47,Truck,3539.31,8.01
1373,Dubai,New York,4793,35.35,Air Freight,3286.73,7.02
1374,Berlin,Dubai,4177,86.6,Air Freight,1744.6,6.58
1375,Berlin,London,7519,61.63,Truck,4579.36,1.15
1376,London,Dubai,11220,68.68,Truck,2064.2,1.68
1377,Sydney,Singapore,3760,7.19,Truck,3400.3,7.13
1378,Singapore,Dubai,10284,84.45,Cargo Van,1870.12,9.15
1379,Berlin,Dubai,4125,62.61,Cargo Van,6224.51,6.46
1380,Toronto,Toronto,4887,66.68,Truck,314.82,2.88
1381,Sydney,Berlin,7867,68.22,Cargo Van,5635.13,7.71
1382,Singapore,New York,11059,69.15,Cargo Van,1141.04,9.89
1383,Mumbai,Mumbai,11204,94.69,Truck,1939.99,4.56
1384,Berlin,New York,10394,72.23,Air Freight,5154.37,9.35
1385,Mumbai,Berlin,1769,59.27,Air Freight,2019.32,6.11
1386,Toronto,Dubai,2147,29.52,Cargo Van,6380.41,1.01
1387,London,New York,4721,41.92,Truck,6120.2,8.08
1388,Dubai,Dubai,9021,92.53,Truck,456.99,2.09
1389,London,Sydney,1404,70.31,Air Freight,4182.1,3.9
1390,Berlin,London,8279,28.21,Ship,2424.59,4.85
1391,Singapore,Dubai,7514,57.18,Truck,6285.18,8.0
1392,Berlin,Toronto,2311,67.35,Ship,1643.87,9.56
1393,Singapore,Singapore,10173,57.92,Air Freight,803.89,6.67
1394,Dubai,London,6146,76.94,Truck,7587.38,8.46
1395,Singapore,New York,10102,28.93,Cargo Van,2611.24,9.36
1396,Sydney,Dubai,2156,70.55,Truck,4995.74,8.76
1397,Mumbai,Toronto,1992,18.34,Air Freight,7593.66,2.41
1398,Mumbai,Sydney,5863,67.75,Truck,2045.73,8.64
1399,Berlin,London,4579,28.89,Truck,3514.25,1.33
1400,Sydney,Sydney,906,50.19,Cargo Van,1238.53,5.27
1401,Sydney,Toronto,914,61.06,Ship,265.98,2.82
1402,New York,Sydney,4854,68.12,Ship,3692.24,5.13
1403,Berlin,Dubai,2689,29.47,Air Freight,2873.7,4.32
1404,Singapore,Toronto,10049,4.83,Air Freight,1137.16,4.38
1405,London,Sydney,2841,89.07,Cargo Van,5586.19,6.96
1406,New York,Singapore,5670,39.58,Cargo Van,3504.05,3.31
1407,Toronto,Sydney,10022,74.74,Air Freight,1377.38,3.67
1408,Singapore,Sydney,10207,3.74,Cargo Van,7794.95,4.07
1409,Singapore,Singapore,1330,46.98,Air Freight,1033.8,8.09
1410,Toronto,New York,11445,18.84,Ship,4643.04,5.5
1411,Sydney,Mumbai,5086,61.69,Truck,7725.09,6.28
1412,London,Berlin,2168,95.78,Ship,7871.39,8.04
1413,Berlin,Singapore,1593,78.48,Air Freight,6939.08,8.37
1414,New York,Sydney,5567,71.28,Cargo Van,7700.04,7.02
1415,Sydney,Singapore,5795,24.64,Truck,5002.59,2.26
1416,Berlin,New York,2873,86.86,Air Freight,606.79,9.49
1417,Berlin,Toronto,8803,72.05,Air Freight,2117.72,7.73
1418,Berlin,Toronto,7465,89.3,Truck,7766.37,1.9
1419,Dubai,Singapore,2732,18.97,Air Freight,793.6,3.59
1420,New York,Sydney,2732,43.82,Cargo Van,4592.46,7.82
1421,Mumbai,Dubai,1118,46.11,Cargo Van,315.79,3.49
1422,Toronto,Dubai,7020,65.86,Air Freight,6702.67,2.63
1423,London,Sydney,2796,3.05,Air Freight,3460.45,4.21
1424,New York,New York,4226,32.27,Air Freight,1298.89,7.38
1425,Berlin,Mumbai,1497,56.4,Truck,5353.77,5.3
1426,Mumbai,Mumbai,9090,19.77,Cargo Van,5814.77,1.75
1427,London,Mumbai,7199,8.25,Cargo Van,5038.15,9.14
1428,Singapore,Toronto,6546,43.54,Air Freight,2786.77,8.16
1429,Mumbai,Toronto,10106,20.51,Air Freight,1600.93,1.21
1430,Toronto,Singapore,11239,89.5,Ship,6052.1,5.9
1431,Dubai,Berlin,8339,32.86,Ship,2203.76,7.87
1432,Berlin,New York,174,81.2,Ship,1971.61,3.11
1433,New York,Mumbai,6812,40.57,Air Freight,1041.13,8.45
1434,New York,New York,9831,73.1,Ship,5992.85,9.7
1435,London,Singapore,4021,43.25,Air Freight,5576.21,8.91
1436,Berlin,Sydney,8868,84.28,Air Freight,3312.04,8.99
1437,London,Berlin,9146,49.02,Cargo Van,6284.55,6.53
1438,New York,New York,2745,84.82,Truck,221.29,8.39
1439,Sydney,Mumbai,7383,58.03,Ship,2422.68,1.6
1440,London,Sydney,9039,22.0,Ship,3297.1,8.66
1441,Sydney,Berlin,3387,8.07,Cargo Van,2431.57,4.54
1442,Sydney,Dubai,696,41.28,Air Freight,7675.0,8.69
1443,Mumbai,Sydney,2587,55.42,Ship,766.3,9.68
1444,Singapore,Dubai,1601,40.4,Truck,2253.43,7.49
1445,Toronto,Dubai,1868,31.59,Air Freight,6375.89,2.28
1446,Toronto,London,7964,39.9,Ship,5305.39,5.75
1447,New York,Dubai,3589,55.35,Cargo Van,6888.96,3.26
1448,New York,Singapore,8689,51.79,Ship,579.7,7.45
1449,Toronto,Singapore,9164,44.98,Ship,6800.55,5.78
1450,Singapore,London,4713,46.07,Truck,4981.71,6.91
1451,Toronto,Sydney,9190,46.72,Ship,6346.45,2.69
1452,Toronto,Dubai,8933,29.36,Cargo Van,2720.09,9.77
1453,London,Singapore,4573,93.52,Cargo Van,6979.32,6.91
1454,Singapore,Toronto,7474,51.69,Truck,6457.31,4.64
1455,Berlin,Berlin,6590,67.46,Air Freight,611.32,1.2
1456,Mumbai,Toronto,6625,33.76,Ship,2036.97,2.63
1457,New York,Berlin,11417,68.82,Air Freight,4760.72,2.7
1458,London,Mumbai,1690,59.41,Truck,5948.69,6.69
1459,New York,London,695,63.28,Cargo Van,3269.86,6.06
1460,New York,Dubai,6077,30.18,Cargo Van,4249.76,2.17
1461,Mumbai,Sydney,7127,16.08,Air Freight,3298.39,2.47
1462,New York,Dubai,935,47.82,Ship,2513.74,6.89
1463,Toronto,New York,1667,38.04,Truck,1872.35,2.86
1464,Singapore,Sydney,4585,82.02,Ship,7368.25,9.91
1465,Dubai,London,4004,80.17,Cargo Van,5955.76,5.69
1466,London,Dubai,537,29.25,Ship,659.55,3.42
1467,Singapore,Dubai,8090,22.91,Truck,1001.65,2.15
1468,Sydney,Sydney,6826,34.05,Cargo Van,1185.01,1.98
1469,Mumbai,London,6178,52.0,Air Freight,795.58,6.46
1470,Dubai,Singapore,5897,44.58,Cargo Van,3795.97,7.86
1471,Mumbai,Mumbai,10522,55.89,Air Freight,5823.98,3.99
1472,London,Sydney,4264,28.73,Air Freight,2772.85,2.75
1473,Toronto,Sydney,11968,14.43,Ship,4059.89,5.46
1474,Sydney,Toronto,1806,13.62,Ship,2263.99,5.59
1475,London,Berlin,8607,55.41,Air Freight,3855.07,1.7
1476,London,New York,9016,76.01,Truck,2105.48,2.92
1477,New York,New York,10221,64.57,Ship,6368.51,4.35
1478,Berlin,Sydney,3218,88.12,Cargo Van,5291.44,8.05
1479,Mumbai,Dubai,7515,43.42,Ship,1151.1,4.96
1480,Dubai,New York,5562,63.63,Ship,3291.59,5.71
1481,Mumbai,London,2550,9.97,Truck,2697.69,8.48
1482,Mumbai,Toronto,5054,34.82,Ship,6078.59,8.99
1483,Mumbai,Mumbai,5633,82.59,Truck,6017.67,3.26
1484,New York,London,10307,13.03,Ship,6258.27,3.96
1485,Sydney,Mumbai,11522,69.38,Ship,1039.1,8.15
1486,London,Dubai,4220,66.34,Air Freight,7471.46,1.11
1487,New York,London,6698,14.3,Cargo Van,5800.58,1.3
1488,London,Sydney,68,6.43,Truck,5107.36,8.5
1489,Mumbai,Mumbai,4469,84.42,Air Freight,3844.33,8.37
1490,Toronto,Toronto,8597,53.91,Truck,6441.08,3.36
1491,New York,New York,9019,26.16,Truck,1186.2,8.5
1492,London,New York,8442,32.74,Cargo Van,1775.25,8.15
1493,Mumbai,Berlin,918,41.87,Ship,7489.09,6.89
1494,Sydney,Singapore,5537,76.54,Ship,1804.12,9.58
1495,New York,Mumbai,1249,72.58,Cargo Van,3465.18,4.53
1496,New York,Mumbai,9840,48.76,Cargo Van,6010.76,7.16
1497,Toronto,Toronto,2906,90.65,Ship,5618.62,1.54
1498,Dubai,Dubai,521,57.75,Ship,1269.19,4.47
1499,Berlin,Sydney,4802,14.72,Ship,7410.6,4.98
1500,Toronto,London,8426,47.83,Truck,6402.62,4.73
1501,Sydney,Mumbai,7276,54.99,Air Freight,1173.55,7.77
1502,Singapore,Sydney,374,2.94,Air Freight,7956.26,4.64
1503,New York,Berlin,5236,65.93,Truck,6748.67,8.78
1504,Toronto,New York,8511,93.34,Ship,4121.56,6.03
1505,New York,Mumbai,11713,34.63,Cargo Van,2151.89,4.47
1506,Dubai,New York,8780,32.32,Truck,7562.05,2.63
1507,Dubai,Dubai,4927,58.93,Cargo Van,7992.13,8.01
1508,Berlin,Dubai,935,24.44,Cargo Van,1853.57,2.39
1509,Dubai,London,9415,84.7,Air Freight,2546.4,3.27
1510,Mumbai,London,2326,20.88,Truck,7045.39,4.8
1511,London,Mumbai,10627,59.64,Cargo Van,2890.73,7.03
1512,London,Dubai,5189,93.0,Ship,4953.79,3.54
1513,Berlin,Berlin,7727,71.0,Truck,1529.48,6.45
1514,Berlin,Dubai,1456,92.49,Cargo Van,7262.81,7.76
1515,Sydney,Singapore,7697,59.95,Ship,6758.63,3.92
1516,Sydney,Mumbai,10598,52.43,Truck,4164.07,8.34
1517,Berlin,Dubai,2928,6.88,Truck,7446.75,1.67
1518,New York,Berlin,11422,18.07,Air Freight,1188.57,8.54
1519,Dubai,Toronto,3065,2.59,Ship,5842.37,8.68
1520,New York,Toronto,8671,37.03,Truck,1963.09,8.5
1521,Berlin,Sydney,7062,79.68,Cargo Van,7115.81,2.98
1522,Berlin,New York,6430,46.47,Ship,5400.1,6.52
1523,London,Berlin,5491,47.25,Air Freight,5752.2,9.04
1524,Dubai,New York,5340,93.75,Ship,396.84,6.95
1525,Singapore,Dubai,7206,44.99,Air Freight,2291.39,3.25
1526,London,Dubai,6968,16.5,Truck,2663.44,9.8
1527,New York,Mumbai,8400,41.5,Air Freight,6701.14,7.19
1528,New York,Berlin,4871,95.44,Truck,4880.62,5.49
1529,New York,New York,1269,16.66,Air Freight,2438.31,2.33
1530,Dubai,London,3549,66.09,Air Freight,4676.2,9.65
1531,New York,London,10608,29.69,Cargo Van,4265.03,8.84
1532,Mumbai,Sydney,11026,44.78,Truck,3362.33,3.31
1533,Dubai,Berlin,320,89.28,Air Freight,5244.29,5.03
1534,Toronto,Toronto,8438,44.13,Air Freight,2502.47,4.13
1535,Berlin,Berlin,6684,50.36,Cargo Van,2030.61,4.65
1536,Toronto,Toronto,3910,4.74,Truck,4033.87,2.79
1537,Toronto,Sydney,293,95.08,Air Freight,7906.25,4.53
1538,Toronto,Toronto,1166,34.99,Truck,6710.43,4.73
1539,London,Mumbai,9095,65.52,Cargo Van,7853.65,4.51
1540,Dubai,Dubai,11098,11.98,Ship,2689.68,3.17
1541,New York,Singapore,5589,84.87,Cargo Van,669.82,2.15
1542,Berlin,Sydney,9964,81.51,Ship,7429.86,3.04
1543,Mumbai,Mumbai,8672,61.62,Air Freight,7108.41,5.63
1544,Singapore,Berlin,7327,83.67,Air Freight,3044.91,4.4
1545,New York,Toronto,3112,93.0,Ship,6092.38,6.33
1546,Toronto,Toronto,10491,85.14,Air Freight,1255.65,1.06
1547,Dubai,Berlin,7470,80.8,Ship,4814.43,1.95
1548,Dubai,New York,9846,3.65,Truck,4982.72,9.48
1549,Mumbai,Sydney,11253,9.15,Ship,2768.57,7.19
1550,Toronto,Toronto,2204,9.13,Air Freight,7086.59,6.41
1551,Toronto,Mumbai,3464,34.78,Air Freight,1169.54,5.87
1552,Dubai,Berlin,7887,26.57,Cargo Van,3127.41,4.69
1553,Dubai,London,2946,34.91,Ship,6395.0,2.18
1554,Mumbai,Singapore,9933,12.54,Ship,3851.22,4.77
1555,Berlin,Dubai,2539,75.45,Air Freight,3001.01,6.66
1556,Berlin,Sydney,4950,72.08,Ship,5522.32,7.69
1557,Singapore,Mumbai,4650,80.12,Air Freight,4759.57,3.94
1558,Berlin,Berlin,4959,60.06,Truck,2349.8,5.48
1559,Berlin,New York,9720,87.56,Truck,5415.27,1.42
1560,Sydney,Toronto,7672,51.57,Cargo Van,7406.12,5.1
1561,Dubai,Dubai,9704,85.81,Ship,5107.61,9.81
1562,Berlin,Dubai,6275,84.87,Ship,7554.6,8.06
1563,Sydney,Sydney,1805,58.27,Cargo Van,891.27,6.31
1564,Sydney,London,9059,65.56,Air Freight,349.57,9.85
1565,Berlin,Sydney,600,11.06,Truck,297.79,5.63
1566,Berlin,Mumbai,8373,37.77,Cargo Van,2902.43,7.01
1567,Toronto,Singapore,9911,10.16,Ship,6923.44,5.33
1568,Singapore,New York,9314,60.91,Air Freight,3210.28,4.4
1569,Mumbai,Mumbai,7361,75.71,Truck,3739.99,4.61
1570,Toronto,Dubai,1695,23.42,Air Freight,7043.09,6.73
1571,London,London,4592,54.8,Ship,7561.55,9.41
1572,New York,Mumbai,4361,33.82,Air Freight,2429.23,8.59
1573,Singapore,Berlin,3090,77.42,Air Freight,7821.1,3.42
1574,Mumbai,Dubai,10669,6.33,Cargo Van,4468.16,5.79
1575,Singapore,Dubai,5043,74.42,Ship,682.68,8.99
1576,Sydney,Mumbai,3152,68.24,Ship,5851.86,8.73
1577,Singapore,Toronto,10519,13.86,Air Freight,5935.62,6.74
1578,London,Mumbai,11406,19.94,Truck,5366.22,4.11
1579,Dubai,New York,7263,69.31,Truck,7744.51,1.14
1580,Toronto,Singapore,6861,46.76,Cargo Van,3013.91,9.31
1581,Mumbai,Toronto,6050,63.92,Air Freight,4847.66,9.98
1582,Singapore,Singapore,89,40.11,Cargo Van,2762.17,3.96
1583,New York,Dubai,4530,63.11,Air Freight,4184.31,2.31
1584,Berlin,London,2108,33.94,Ship,6157.53,8.68
1585,Mumbai,Berlin,6579,68.64,Truck,3300.82,5.4
1586,Dubai,Toronto,4815,37.82,Air Freight,7160.15,1.48
1587,New York,Toronto,1456,47.35,Ship,5671.12,4.52
1588,Mumbai,Toronto,1494,43.17,Air Freight,2003.52,3.39
1589,Dubai,Dubai,2393,23.98,Truck,1228.68,6.57
1590,Singapore,Sydney,5428,31.71,Ship,1805.03,5.4
1591,Dubai,Toronto,8799,10.97,Cargo Van,6676.57,4.29
1592,Mumbai,Berlin,10848,67.83,Cargo Van,2995.36,6.54
1593,London,New York,11396,85.87,Truck,7175.44,9.01
1594,New York,Toronto,3482,3.05,Cargo Van,7481.7,3.09
1595,Toronto,New York,5904,71.71,Air Freight,593.48,9.18
